stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,17919921915794,17919922199618,17919922313635,17919928275533,6.359739,0.114017,5.961898,7680
live,1,17919931915794,17919932083228,17919932142525,17919935300772,3.384978,0.059297,3.158247,7680
live,2,17919941915794,17919942058616,17919942164153,17919946136715,4.220921,0.105537,3.972562,7680
live,3,17919951915794,17919952078164,17919952167574,17919959149708,7.233914,0.08941,6.982134,7680
live,4,17919961915794,17919962051344,17919962143857,17919968252253,6.336459,0.092513,6.108396,7680
live,5,17919971915794,17919972093837,17919972175758,17919974786318,2.870524,0.081921,2.61056,7680
live,6,17919981915794,17919982056745,17919982159658,17919987251369,5.335575,0.102913,5.091711,7680
live,7,17919991915794,17919992071909,17919992170982,17919997787436,5.871642,0.099073,5.616454,7680
live,8,17920001915794,17920002023072,17920002084289,17920007041535,5.125741,0.061217,4.957246,7680
live,9,17920011915794,17920012079037,17920012161726,17920016884729,4.968935,0.082689,4.723003,7680
live,10,17920021915794,17920022047961,17920022141498,17920026944726,5.028932,0.093537,4.803228,7680
live,11,17920031915794,17920032056437,17920032143926,17920037193141,5.277347,0.087489,5.049215,7680
live,12,17920041915794,17920042043793,17920042133810,17920047202449,5.286655,0.090017,5.068639,7680
live,13,17920051915794,17920052027405,17920052089806,17920057338383,5.422589,0.062401,5.248577,7680
live,14,17920061915794,17920062059273,17920062155723,17920067344203,5.428409,0.09645,5.18848,7680
live,15,17920071915794,17920072031205,17920072086438,17920075454928,3.539134,0.055233,3.36849,7680
live,16,17920081915794,17920082084418,17920082199203,17920086995967,5.080173,0.114785,4.796764,7680
live,17,17920091915794,17920092073342,17920092161183,17920097405216,5.489422,0.087841,5.244033,7680
live,18,17920101915794,17920102047770,17920102136123,17920106555122,4.639328,0.088353,4.418999,7680
live,19,17920111915794,17920112083702,17920112174231,17920117732188,5.816394,0.090529,5.557957,7680
live,20,17920121915794,17920122050162,17920122131539,17920130078998,8.163204,0.081377,7.947459,7680
live,21,17920131915794,17920132052910,17920132133327,17920137378288,5.462494,0.080417,5.244961,7680
live,22,17920141915794,17920142035210,17920142118955,17920146149149,4.233355,0.083745,4.030194,7680
live,23,17920151915794,17920152045766,17920152121639,17920156114073,4.198279,0.075873,3.992434,7680
live,24,17920161915794,17920162061187,17920162157988,17920166181430,4.265636,0.096801,4.023442,7680
live,25,17920171915794,17920172051423,17920172114591,17920176147505,4.231711,0.063168,4.032914,7680
live,26,17920181915794,17920182078267,17920182171612,17920186492242,4.576448,0.093345,4.32063,7680
live,27,17920191915794,17920192068567,17920192159960,17920196461710,4.545916,0.091393,4.30175,7680
live,28,17920201915794,17920202042003,17920202126036,17920206406345,4.490551,0.084033,4.280309,7680
live,29,17920211915794,17920212086223,17920212185201,17920216545031,4.629237,0.098978,4.35983,7680
live,30,17920221915794,17920222043531,17920222111404,17920226364833,4.449039,0.067873,4.253429,7680
live,31,17920231915794,17920232049895,17920232118600,17920236967780,5.051986,0.068705,4.84918,7680
live,32,17920241915794,17920242018723,17920242078116,17920246581148,4.665354,0.059393,4.503032,7680
live,33,17920251915794,17920252051199,17920252135905,17920256416246,4.500452,0.084706,4.280341,7680
live,34,17920261915794,17920262447136,17920262572130,17920267376094,5.4603,0.124994,4.803964,7680
live,35,17920271915794,17920272092120,17920272187641,17920276622736,4.706942,0.095521,4.435095,7680
live,36,17920281915794,17920282050964,17920282132757,17920286382218,4.466424,0.081793,4.249461,7680
live,37,17920291915794,17920292056976,17920292112241,17920295204695,3.288901,0.055265,3.092454,7680
live,38,17920301915794,17920302083244,17920302200622,17920307393518,5.477724,0.117378,5.192896,7680
live,39,17920311915794,17920312076520,17920312167530,17920318438551,6.522757,0.09101,6.271021,7680
live,40,17920321915794,17920322071428,17920322164902,17920328480916,6.565122,0.093474,6.316014,7680
live,41,17920331915794,17920332054944,17920332133729,17920336737083,4.821289,0.078785,4.603354,7680
live,42,17920341915794,17920342035548,17920342097277,17920346021966,4.106172,0.061729,3.924689,7680
live,43,17920351915794,17920352045368,17920352109145,17920356694546,4.778752,0.063777,4.585401,7680
live,44,17920361915794,17920362035188,17920362121462,17920367618074,5.70228,0.086274,5.496612,7680
live,45,17920371915794,17920372055569,17920372130834,17920376482920,4.567126,0.075265,4.352086,7680
live,46,17920381915794,17920382049837,17920382141198,17920386483012,4.567218,0.091361,4.341814,7680
live,47,17920391915794,17920392050921,17920392114442,17920396624386,4.708592,0.063521,4.509944,7680
live,48,17920401915794,17920402030757,17920402088102,17920405998870,4.083076,0.057345,3.910768,7680
live,49,17920411915794,17920412043489,17920412119938,17920416666203,4.750409,0.076449,4.546265,7680
live,50,17920421915794,17920422058045,17920422154143,17920426505653,4.589859,0.096098,4.35151,7680
live,51,17920431915794,17920432060218,17920432150491,17920436736500,4.820706,0.090273,4.586009,7680
live,52,17920441915794,17920442042453,17920442129591,17920446449036,4.533242,0.087138,4.319445,7680
live,53,17920451915794,17920452051346,17920452119827,17920456678603,4.762809,0.068481,4.558776,7680
live,54,17920461915794,17920462035662,17920462094478,17920466349763,4.433969,0.058816,4.255285,7680
live,55,17920471915794,17920472078666,17920472174827,17920476667043,4.751249,0.096161,4.492216,7680
live,56,17920481915794,17920482048134,17920482137767,17920486514461,4.598667,0.089633,4.376694,7680
live,57,17920491915794,17920492054146,17920492139683,17920496507609,4.591815,0.085537,4.367926,7680
live,58,17920501915794,17920502040382,17920502109215,17920506374932,4.459138,0.068833,4.265717,7680
live,59,17920511915794,17920512047290,17920512117307,17920516569682,4.653888,0.070017,4.452375,7680
live,60,17920521915794,17920522054614,17920522160312,17920529172335,7.256541,0.105698,7.012023,7680
live,61,17920531915794,17920532072531,17920532154516,17920536428905,4.513111,0.081985,4.274389,7680
live,62,17920541915794,17920542042895,17920542131952,17920546089281,4.173487,0.089057,3.957329,7680
live,63,17920551915794,17920552055179,17920552134028,17920556683108,4.767314,0.078849,4.54908,7680
live,64,17920561915794,17920562031495,17920562092935,17920566041848,4.126054,0.06144,3.948913,7680
live,65,17920571915794,17920572073411,17920572156612,17920576799358,4.883564,0.083201,4.642746,7680
live,66,17920581915794,17920582043743,17920582133152,17920586449686,4.533892,0.089409,4.316534,7680
live,67,17920591915794,17920592057595,17920592142716,17920596489522,4.573728,0.085121,4.346806,7680
live,68,17920601915794,17920602042231,17920602126808,17920606431278,4.515484,0.084577,4.30447,7680
live,69,17920611915794,17920612057172,17920612125268,17920616984593,5.068799,0.068096,4.859325,7680
live,70,17920621915794,17920622058832,17920622141553,17920626480263,4.564469,0.082721,4.33871,7680
live,71,17920631915794,17920632057068,17920632122861,17920637007817,5.092023,0.065793,4.884956,7680
live,72,17920641915794,17920642034216,17920642110857,17920646388030,4.472236,0.076641,4.277173,7680
live,73,17920651915794,17920652053604,17920652139013,17920656432954,4.51716,0.085409,4.293941,7680
live,74,17920661915794,17920662040160,17920662122881,17920666466647,4.550853,0.082721,4.343766,7680
live,75,17920671915794,17920672080412,17920672160893,17920676554164,4.63837,0.080481,4.393271,7680
live,76,17920681915794,17920682071448,17920682138297,17920686382318,4.466524,0.066849,4.244021,7680
live,77,17920691915794,17920692069781,17920692154582,17920696911921,4.996127,0.084801,4.757339,7680
live,78,17920701915794,17920702044432,17920702130417,17920706403654,4.48786,0.085985,4.273237,7680
live,79,17920711915794,17920712057037,17920712141870,17920716455043,4.539249,0.084833,4.313173,7680
live,80,17920721915794,17920722208811,17920722361741,17920729090624,7.17483,0.15293,6.728883,7680
live,81,17920731915794,17920732083525,17920732168966,17920736297273,4.381479,0.085441,4.128307,7680
live,82,17920741915794,17920742059233,17920742177154,17920746370870,4.455076,0.117921,4.193716,7680
live,83,17920751915794,17920752077437,17920752189855,17920756391827,4.476033,0.112418,4.201972,7680
live,84,17920761915794,17920762050329,17920762166843,17920766140972,4.225178,0.116514,3.974129,7680
live,85,17920771915794,17920772061397,17920772175415,17920776965906,5.050112,0.114018,4.790491,7680
live,86,17920781915794,17920782057169,17920782179443,17920786270982,4.355188,0.122274,4.091539,7680
live,87,17920791915794,17920792054733,17920792117870,17920795982526,4.066732,0.063137,3.864656,7680
live,88,17920801915794,17920802032745,17920802090826,17920806050811,4.135017,0.058081,3.959985,7680
live,89,17920811915794,17920812051270,17920812156167,17920816154873,4.239079,0.104897,3.998706,7680
live,90,17920821915794,17920822043938,17920822154819,17920828087949,6.172155,0.110881,5.93313,7680
live,91,17920831915794,17920832088062,17920832180543,17920837017500,5.101706,0.092481,4.836957,7680
live,92,17920841915794,17920842042778,17920842107931,17920846355727,4.439933,0.065153,4.247796,7680
live,93,17920851915794,17920852052534,17920852118167,17920856954611,5.038817,0.065633,4.836444,7680
live,94,17920861915794,17920862041426,17920862154387,17920866476297,4.560503,0.112961,4.32191,7680
live,95,17920871915794,17920872056334,17920872123279,17920877200878,5.285084,0.066945,5.077599,7680
live,96,17920881915794,17920882045834,17920882164076,17920886546018,4.630224,0.118242,4.381942,7680
live,97,17920891915794,17920892076007,17920892145000,17920896739425,4.823631,0.068993,4.594425,7680
live,98,17920901915794,17920902039907,17920902146148,17920906076853,4.161059,0.106241,3.930705,7680
live,99,17920911915794,17920912301154,17920912459780,17920926069421,14.153627,0.158626,13.609641,7680
replay,99,17920911915794,17920912340866,17920912688007,17920926277423,14.361629,0.347141,13.589416,584704
live,100,17920921915794,17920922600162,17920926174798,17920933620682,11.704888,3.574636,7.445884,7680
live,101,17920931915794,17920932284442,17920933734572,17920937883391,5.967597,1.45013,4.148819,7680
live,102,17920941915794,17920942039795,17920942138580,17920945978596,4.062802,0.098785,3.840016,7680
live,103,17920951915794,17920952077168,17920952154704,17920956320580,4.404786,0.077536,4.165876,7680
live,104,17920961915794,17920962065323,17920962148045,17920966221855,4.306061,0.082722,4.07381,7680
live,105,17920971915794,17920972072168,17920972145961,17920976498815,4.583021,0.073793,4.352854,7680
live,106,17920981915794,17920982039043,17920982101124,17920986068469,4.152675,0.062081,3.967345,7680
live,107,17920991915794,17920992058080,17920992164321,17920996466070,4.550276,0.106241,4.301749,7680
live,108,17921001915794,17921002044252,17921002151229,17921006204015,4.288221,0.106977,4.052786,7680
live,109,17921011915794,17921012050232,17921012111001,17921015992361,4.076567,0.060769,3.88136,7680
live,110,17921021915794,17921022031540,17921022089844,17921026017157,4.101363,0.058304,3.927313,7680
live,111,17921031915794,17921032052048,17921032160401,17921036321413,4.405619,0.108353,4.161012,7680
live,112,17921041915794,17921042041996,17921042152397,17921046427875,4.512081,0.110401,4.275478,7680
live,113,17921051915794,17921052059592,17921052141513,17921057034182,5.118388,0.081921,4.892669,7680
live,114,17921061915794,17921062027364,17921062105957,17921066362074,4.44628,0.078593,4.256117,7680
live,115,17921071915794,17921072052225,17921072119617,17921077039614,5.12382,0.067392,4.919997,7680
live,116,17921081915794,17921082039901,17921082112349,17921086460755,4.544961,0.072448,4.348406,7680
live,117,17921091915794,17921092057177,17921092169242,17921096553649,4.637855,0.112065,4.384407,7680
live,118,17921101915794,17921102046805,17921102158614,17921106477132,4.561338,0.111809,4.318518,7680
live,119,17921111915794,17921112060017,17921112169330,17921116500520,4.584726,0.109313,4.33119,7680
live,120,17921121915794,17921122042893,17921122108302,17921127979415,6.063621,0.065409,5.871113,7680
live,121,17921131915794,17921132044553,17921132121866,17921137132840,5.217046,0.077313,5.010974,7680
live,122,17921141915794,17921142037957,17921142143270,17921146176601,4.260807,0.105313,4.033331,7680
live,123,17921151915794,17921152057570,17921152162691,17921156180821,4.265027,0.105121,4.01813,7680
live,124,17921161915794,17921162043037,17921162153119,17921166087664,4.17187,0.110082,3.934545,7680
live,125,17921171915794,17921172047194,17921172102682,17921175992811,4.077017,0.055488,3.890129,7680
live,126,17921181915794,17921182224728,17921182412058,17921188990156,7.074362,0.18733,6.578098,7680
live,127,17921191915794,17921192101970,17921192195828,17921196558826,4.643032,0.093858,4.362998,7680
live,128,17921201915794,17921202092302,17921202206992,17921206559014,4.64322,0.11469,4.352022,7680
live,129,17921211915794,17921212074890,17921212144587,17921217047368,5.131574,0.069697,4.902781,7680
live,130,17921221915794,17921222040550,17921222103623,17921226332059,4.416265,0.063073,4.228436,7680
live,131,17921231915794,17921232064578,17921232247941,17921238208143,6.292349,0.183363,5.960202,7680
live,132,17921241915794,17921242034334,17921242107359,17921246723800,4.808006,0.073025,4.616441,7680
live,133,17921251915794,17921252060859,17921252129852,17921256958999,5.043205,0.068993,4.829147,7680
