stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,12244814665737,12244814919999,12244815119042,12244818092357,0.199043,2.973315,3.42662,0.254262,2.548096,3,480
live,1,12244824665737,12244824827926,12244824885462,12244826113701,0.057536,1.228239,1.447964,0.162189,1.209088,0,480
live,2,12244834665737,12244834790892,12244834865677,12244836228349,0.074785,1.362672,1.562612,0.125155,1.314048,0,480
live,3,12244844665737,12244844808708,12244844887941,12244846479640,0.079233,1.591699,1.813903,0.142971,1.56304,3,480
live,4,12244854665737,12244854810523,12244854890076,12244856624496,0.079553,1.73442,1.958759,0.144786,1.68048,0,480
live,5,12244864665737,12244864807762,12244864921043,12244866942027,0.113281,2.020984,2.27629,0.142025,1.569696,0,480
live,6,12244874665737,12244874837769,12244874938443,12244876798273,0.100674,1.85983,2.132536,0.172032,1.789184,3,480
live,7,12244884665737,12244884807200,12244884890593,12244886739767,0.083393,1.849174,2.07403,0.141463,1.806848,2,480
live,8,12244894665737,12244894805847,12244894887896,12244896765167,0.082049,1.877271,2.09943,0.14011,1.812608,2,480
live,9,12244904665737,12244904807535,12244904881392,12244906746758,0.073857,1.865366,2.081021,0.141798,1.823744,3,480
live,10,12244914665737,12244914805574,12244914876583,12244917003872,0.071009,2.127289,2.338135,0.139837,1.650944,0,480
live,11,12244924665737,12244924803933,12244924885246,12244926718964,0.081313,1.833718,2.053227,0.138196,1.793856,0,480
live,12,12244934665737,12244934808564,12244934880181,12244936765483,0.071617,1.885302,2.099746,0.142827,1.822624,1,480
live,13,12244944665737,12244944804843,12244944893580,12244946752258,0.088737,1.858678,2.086521,0.139106,1.817568,0,480
live,14,12244954665737,12244954804994,12244954887363,12244956766170,0.082369,1.878807,2.100433,0.139257,1.815712,1,480
live,15,12244964665737,12244964807578,12244964903611,12244966783121,0.096033,1.87951,2.117384,0.141841,1.83904,3,480
live,16,12244974665737,12244974806001,12244974890322,12244977040139,0.084321,2.149817,2.374402,0.140264,1.660064,3,480
live,17,12244984665737,12244984809000,12244984890633,12244986743871,0.081633,1.853238,2.078134,0.143263,1.813152,2,480
live,18,12244994665737,12244994806559,12244994878272,12244996759286,0.071713,1.881014,2.093549,0.140822,1.82224,1,480
live,19,12245004665737,12245004805782,12245004877783,12245006845647,0.072001,1.967864,2.17991,0.140045,1.927712,0,480
live,20,12245014665737,12245014802413,12245014883086,12245019046336,0.080673,4.16325,4.380599,0.136676,3.988608,3,480
live,21,12245024665737,12245024832741,12245024924294,12245029032919,0.091553,4.108625,4.367182,0.167004,1.522976,3,480
live,22,12245034665737,12245034817404,12245034905725,12245036059563,0.088321,1.153838,1.393826,0.151667,1.05808,0,480
live,23,12245044665737,12245044826707,12245044921076,12245045930048,0.094369,1.008972,1.264311,0.16097,0.965856,2,480
live,24,12245054665737,12245054811146,12245054887787,12245056757953,0.076641,1.870166,2.092216,0.145409,1.803008,2,480
live,25,12245064665737,12245064811297,12245064901858,12245066771705,0.090561,1.869847,2.105968,0.14556,1.828864,3,480
live,26,12245074665737,12245074813753,12245074897242,12245076799952,0.083489,1.90271,2.134215,0.148016,1.835488,1,480
