stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,12229649856949,12229650075052,12229650404752,12229651838657,0.3297,1.433905,1.981708,0.218103,1.19872,0,480
live,1,12229659856949,12229659992994,12229660087491,12229660651050,0.094497,0.563559,0.794101,0.136045,0.532928,0,480
live,2,12229669856949,12229670000409,12229670055994,12229670519808,0.055585,0.463814,0.662859,0.14346,0.43952,0,480
live,3,12229679856949,12229679975792,12229680050417,12229680573367,0.074625,0.52295,0.716418,0.118843,0.492736,0,480
live,4,12229689856949,12229690040648,12229690136105,12229690891730,0.095457,0.755625,1.034781,0.183699,0.712096,0,480
live,5,12229699856949,12229700076512,12229700494277,12229702236122,0.417765,1.741845,2.379173,0.219563,1.693664,0,480
live,6,12229709856949,12229710093079,12229710532636,12229712401715,0.439557,1.869079,2.544766,0.23613,1.787168,0,480
live,7,12229719856949,12229720036334,12229720122799,12229721797219,0.086465,1.67442,1.94027,0.179385,1.63008,0,480
live,8,12229729856949,12229730005957,12229730100102,12229731762073,0.094145,1.661971,1.905124,0.149008,1.622272,0,480
live,9,12229739856949,12229740023580,12229740107229,12229741793361,0.083649,1.686132,1.936412,0.166631,1.646432,0,480
live,10,12229749856949,12229750005523,12229750077556,12229751752968,0.072033,1.675412,1.896019,0.148574,1.63664,0,480
live,11,12229759856949,12229760023178,12229760095019,12229762053090,0.071841,1.958071,2.196141,0.166229,1.496832,0,480
live,12,12229769856949,12229770005793,12229770077858,12229771714870,0.072065,1.637012,1.857921,0.148844,1.59744,0,480
live,13,12229779856949,12229780391741,12229780515358,12229782202483,0.123617,1.687125,2.345534,0.534792,1.61664,0,480
live,14,12229789856949,12229790037744,12229790156977,12229791829797,0.119233,1.67282,1.972848,0.180795,1.581312,0,480
live,15,12229799856949,12229800139816,12229800294730,12229801469208,0.154914,1.174478,1.612259,0.282867,0.818496,0,480
live,16,12229809856949,12229810005662,12229810046590,12229810696934,0.040928,0.650344,0.839985,0.148713,0.372128,0,480
live,17,12229819856949,12229819982325,12229820348825,12229821804107,0.3665,1.455282,1.947158,0.125376,1.406272,0,480
live,18,12229829856949,12229830053645,12229830490610,12229831544223,0.436965,1.053613,1.687274,0.196696,1.002144,0,480
live,19,12229839856949,12229839997347,12229840106405,12229840912046,0.109058,0.805641,1.055097,0.140398,0.76896,0,480
live,20,12229849856949,12229850003547,12229850088348,12229851877969,0.084801,1.789621,2.02102,0.146598,1.754752,0,480
live,21,12229859856949,12229859997042,12229860091507,12229861176096,0.094465,1.084589,1.319147,0.140093,0.72432,0,480
live,22,12229869856949,12229870002345,12229870077738,12229871153815,0.075393,1.076077,1.296866,0.145396,0.72208,0,480
live,23,12229879856949,12229880015936,12229880079617,12229881122189,0.063681,1.042572,1.26524,0.158987,0.704832,0,480
live,24,12229889856949,12229889997847,12229890058232,12229891083492,0.060385,1.02526,1.226543,0.140898,0.690304,0,480
live,25,12229899856949,12229899993166,12229900093328,12229901908293,0.100162,1.814965,2.051344,0.136217,1.366464,0,480
live,26,12229909856949,12229910062086,12229910496236,12229912641861,0.43415,2.145625,2.784912,0.205137,1.64192,0,480
live,27,12229919856949,12229920075934,12229920493155,12229922632572,0.417221,2.139417,2.775623,0.218985,1.65472,0,480
live,28,12229929856949,12229930024884,12229930432345,12229931814314,0.407461,1.381969,1.957365,0.167935,0.980192,0,480
live,29,12229939856949,12229939997227,12229940112685,12229940969783,0.115458,0.857098,1.112834,0.140278,0.757568,0,480
live,30,12229949856949,12229949997890,12229950074915,12229951158256,0.077025,1.083341,1.301307,0.140941,0.734784,0,480
live,31,12229959856949,12229960015930,12229960092315,12229961169863,0.076385,1.077548,1.312914,0.158981,0.728256,0,480
live,32,12229969856949,12229970001233,12229970080146,12229971151550,0.078913,1.071404,1.294601,0.144284,0.726464,0,480
live,33,12229979856949,12229979999720,12229980080041,12229980938803,0.080321,0.858762,1.081854,0.142771,0.717376,0,480
live,34,12229989856949,12229990003039,12229990068352,12229991119084,0.065313,1.050732,1.262135,0.14609,0.706464,0,480
live,35,12229999856949,12229999997046,12230000106455,12230001314630,0.109409,1.208175,1.457681,0.140097,1.146848,0,480
live,36,12230009856949,12230010024366,12230010335089,12230011658785,0.310723,1.323696,1.801836,0.167417,1.2928,0,480
live,37,12230019856949,12230019982308,12230020235047,12230021242515,0.252739,1.007468,1.385566,0.125359,0.987168,0,480
live,38,12230029856949,12230029981980,12230030064989,12230031563694,0.083009,1.498705,1.706745,0.125031,1.458208,0,480
live,39,12230039856949,12230040028179,12230040118004,12230041816137,0.089825,1.698133,1.959188,0.17123,1.632416,0,480
live,40,12230049856949,12230050006890,12230050107403,12230052801163,0.100513,2.69376,2.944214,0.149941,2.606656,0,480
live,41,12230059856949,12230060032514,12230060118979,12230061804823,0.086465,1.685844,1.947874,0.175565,1.643904,0,480
live,42,12230069856949,12230070007513,12230070079257,12230071720301,0.071744,1.641044,1.863352,0.150564,1.60192,0,480
live,43,12230079856949,12230080016432,12230080101297,12230081765221,0.084865,1.663924,1.908272,0.159483,1.61952,0,480
live,44,12230089856949,12230090006695,12230090077832,12230091750844,0.071137,1.673012,1.893895,0.149746,1.632032,0,480
live,45,12230099856949,12230100017758,12230100108447,12230101779027,0.090689,1.67058,1.922078,0.160809,1.63056,0,480
live,46,12230109856949,12230110006069,12230110087510,12230111733162,0.081441,1.645652,1.876213,0.14912,1.601536,0,480
live,47,12230119856949,12230120019597,12230120090893,12230121750529,0.071296,1.659636,1.89358,0.162648,1.618816,0,480
live,48,12230129856949,12230130008228,12230130080100,12230131769913,0.071872,1.689813,1.912964,0.151279,1.6496,0,480
live,49,12230139856949,12230140060763,12230140172733,12230141982482,0.11197,1.809749,2.125533,0.203814,1.732096,0,480
live,50,12230149856949,12230150023826,12230150097747,12230151737543,0.073921,1.639796,1.880594,0.166877,1.572768,0,480
live,51,12230159856949,12230159982601,12230160076074,12230161420058,0.093473,1.343984,1.563109,0.125652,1.303808,0,480
live,52,12230169856949,12230169983616,12230170059297,12230171421873,0.075681,1.362576,1.564924,0.126667,1.322464,0,480
live,53,12230179856949,12230180000119,12230180110521,12230181066596,0.110402,0.956075,1.209647,0.14317,0.8656,0,480
live,54,12230189856949,12230190000143,12230190084112,12230190886329,0.083969,0.802217,1.02938,0.143194,0.759616,0,480
live,55,12230199856949,12230200028998,12230200111175,12230201070963,0.082177,0.959788,1.214014,0.172049,0.793504,0,480
live,56,12230209856949,12230209990237,12230210039677,12230211155275,0.04944,1.115598,1.298326,0.133288,1.09568,0,480
live,57,12230219856949,12230219984116,12230220081941,12230221436293,0.097825,1.354352,1.579344,0.127167,1.313216,0,480
live,58,12230229856949,12230230009451,12230230087468,12230231760640,0.078017,1.673172,1.903691,0.152502,1.632544,0,480
live,59,12230239856949,12230240022275,12230240092420,12230241779896,0.070145,1.687476,1.922947,0.165326,1.636864,0,480
live,60,12230249856949,12230250004218,12230250075035,12230252678682,0.070817,2.603647,2.821733,0.147269,2.519584,0,480
live,61,12230259856949,12230260024369,12230260115890,12230261279104,0.091521,1.163214,1.422155,0.16742,1.099328,0,480
live,62,12230269856949,12230270038440,12230270161642,12230271098005,0.123202,0.936363,1.241056,0.181491,0.884672,0,480
live,63,12230279856949,12230280059328,12230280144289,12230280986091,0.084961,0.841802,1.129142,0.202379,0.797632,0,480
live,64,12230289856949,12230290013175,12230290093399,12230290890465,0.080224,0.797066,1.033516,0.156226,0.756448,0,480
live,65,12230299856949,12230300023982,12230300112847,12230301719682,0.088865,1.606835,1.862733,0.167033,1.564448,0,480
live,66,12230309856949,12230310012773,12230310104326,12230311779162,0.091553,1.674836,1.922213,0.155824,1.634176,0,480
live,67,12230319856949,12230320018076,12230320106493,12230321776689,0.088417,1.670196,1.91974,0.161127,1.63088,0,480
live,68,12230329856949,12230330012723,12230330103668,12230331793864,0.090945,1.690196,1.936915,0.155774,1.647968,0,480
live,69,12230339856949,12230340028363,12230340108492,12230341805216,0.080129,1.696724,1.948267,0.171414,1.65664,0,480
live,70,12230349856949,12230350006433,12230350092131,12230351759702,0.085698,1.667571,1.902753,0.149484,1.62688,0,480
live,71,12230359856949,12230360018201,12230360095578,12230361770094,0.077377,1.674516,1.913145,0.161252,1.634976,0,480
live,72,12230369856949,12230370009808,12230370082449,12230371739556,0.072641,1.657107,1.882607,0.152859,1.616672,0,480
live,73,12230379856949,12230380022663,12230380111016,12230381788188,0.088353,1.677172,1.931239,0.165714,1.636096,0,480
live,74,12230389856949,12230390057823,12230390143808,12230391811476,0.085985,1.667668,1.954527,0.200874,1.62432,0,480
live,75,12230399856949,12230400047766,12230400132471,12230401790443,0.084705,1.657972,1.933494,0.190817,1.557152,0,480
live,76,12230409856949,12230409979788,12230410019085,12230411131482,0.039297,1.112397,1.274533,0.122839,1.094656,0,480
live,77,12230419856949,12230419979331,12230420077573,12230421436661,0.098242,1.359088,1.579712,0.122382,1.318112,0,480
live,78,12230429856949,12230430008763,12230430091004,12230431762832,0.082241,1.671828,1.905883,0.151814,1.63168,0,480
live,79,12230439856949,12230440018066,12230440090675,12230442045418,0.072609,1.954743,2.188469,0.161117,1.483712,0,480
live,80,12230449856949,12230450007049,12230450091274,12230452630537,0.084225,2.539263,2.773588,0.1501,2.482944,0,480
live,81,12230459856949,12230460021889,12230460109826,12230461771861,0.087937,1.662035,1.914912,0.16494,1.62032,0,480
live,82,12230469856949,12230470004856,12230470085561,12230471740076,0.080705,1.654515,1.883127,0.147907,1.614752,0,480
