stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,12260113283273,12260113529983,12260113897540,12260116704037,0.367557,2.806497,3.420764,0.24671,2.2216,3,480
live,1,12260123283273,12260123421365,12260123701081,12260125384237,0.279716,1.683156,2.100964,0.138092,0.927744,0,480
live,2,12260133283273,12260133390668,12260133450317,12260135034336,0.059649,1.584019,1.751063,0.107395,1.53536,0,480
live,3,12260143283273,12260143419876,12260143489540,12260144589714,0.069664,1.100174,1.306441,0.136603,1.06256,3,480
live,4,12260153283273,12260153430555,12260153516636,12260155394162,0.086081,1.877526,2.110889,0.147282,1.802496,0,480
live,5,12260163283273,12260163437266,12260163524403,12260164671009,0.087137,1.146606,1.387736,0.153993,1.056544,0,480
live,6,12260173283273,12260173437577,12260173525930,12260174638584,0.088353,1.112654,1.355311,0.154304,0.999872,3,480
live,7,12260183283273,12260183454753,12260183550754,12260184594350,0.096001,1.043596,1.311077,0.17148,0.98544,2,480
live,8,12260193283273,12260193444952,12260193526873,12260195406319,0.081921,1.879446,2.123046,0.161679,1.838016,2,480
live,9,12260203283273,12260203436271,12260203517648,12260205407366,0.081377,1.889718,2.124093,0.152998,1.851008,3,480
live,10,12260213283273,12260213437062,12260213507335,12260215374525,0.070273,1.86719,2.091252,0.153789,1.829152,0,480
live,11,12260223283273,12260223426397,12260223504830,12260225339188,0.078433,1.834358,2.055915,0.143124,1.794624,0,480
live,12,12260233283273,12260233427508,12260233514517,12260235341867,0.087009,1.82735,2.058594,0.144235,1.787744,1,480
live,13,12260243283273,12260243431051,12260243512428,12260245380291,0.081377,1.867863,2.097018,0.147778,1.826272,0,480
live,14,12260253283273,12260253429986,12260253514947,12260255375578,0.084961,1.860631,2.092305,0.146713,1.821152,1,480
live,15,12260263283273,12260263482746,12260263563195,12260265332816,0.080449,1.769621,2.049543,0.199473,0.956544,3,480
live,16,12260273283273,12260273399472,12260273434065,12260274834145,0.034593,1.40008,1.550872,0.116199,1.02288,3,480
live,17,12260283283273,12260283404680,12260283492489,12260285375807,0.087809,1.883318,2.092534,0.121407,1.473632,2,480
live,18,12260293283273,12260293437215,12260293524352,12260295670266,0.087137,2.145914,2.386993,0.153942,1.686144,1,480
live,19,12260303283273,12260303432118,12260303502519,12260305367021,0.070401,1.864502,2.083748,0.148845,1.826368,0,480
live,20,12260313283273,12260313435597,12260313504942,12260318180838,0.069345,4.675896,4.897565,0.152324,4.185792,3,480
live,21,12260323283273,12260323437285,12260323533766,12260325383324,0.096481,1.849558,2.100051,0.154012,1.809952,3,480
live,22,12260333283273,12260333435004,12260333506749,12260335401459,0.071745,1.89471,2.118186,0.151731,1.852832,0,480
live,23,12260343283273,12260343435827,12260343507732,12260345350858,0.071905,1.843126,2.067585,0.152554,1.802144,2,480
live,24,12260353283273,12260353430186,12260353501675,12260355372193,0.071489,1.870518,2.08892,0.146913,1.8304,2,480
live,25,12260363283273,12260363423329,12260363506178,12260365384632,0.082849,1.878454,2.101359,0.140056,1.8376,3,480
live,26,12260373283273,12260373435864,12260373508217,12260375765748,0.072353,2.257531,2.482475,0.152591,1.784064,1,480
live,27,12260383283273,12260383433552,12260383511120,12260385662858,0.077568,2.151738,2.379585,0.150279,1.623328,0,480
live,28,12260393283273,12260393443079,12260393540072,12260395902404,0.096993,2.362332,2.619131,0.159806,1.823808,2,480
live,29,12260403283273,12260403433726,12260403524927,12260404711821,0.091201,1.186894,1.428548,0.150453,1.051744,3,480
live,30,12260413283273,12260413457429,12260413548598,12260415407725,0.091169,1.859127,2.124452,0.174156,1.800832,2,480
live,31,12260423283273,12260423443724,12260423535853,12260425404964,0.092129,1.869111,2.121691,0.160451,1.827744,3,480
live,32,12260433283273,12260433438051,12260433510692,12260435347290,0.072641,1.836598,2.064017,0.154778,1.794816,3,480
live,33,12260443283273,12260443427354,12260443508923,12260445338161,0.081569,1.829238,2.054888,0.144081,1.789472,2,480
live,34,12260453283273,12260453429778,12260453502578,12260455356361,0.0728,1.853783,2.073088,0.146505,1.809056,2,480
live,35,12260463283273,12260463431113,12260463575627,12260465578370,0.144514,2.002743,2.295097,0.14784,1.210208,0,480
live,36,12260473283273,12260473412512,12260473455232,12260474832561,0.04272,1.377329,1.549288,0.129239,1.000096,1,480
live,37,12260483283273,12260483406999,12260483492920,12260485021354,0.085921,1.528434,1.738081,0.123726,1.486336,0,480
