stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,12707656957696,12707657081853,12707657130334,12707660437930,0.048481,3.307596,3.480234,0.124157,3.25808,0,480
live,1,12707666957696,12707667077347,12707667120995,12707669518403,0.043648,2.397408,2.560707,0.119651,2.3544,0,480
live,2,12707676957696,12707677085064,12707677130921,12707679577194,0.045857,2.446273,2.619498,0.127368,2.38768,0,480
live,3,12707686957696,12707687091278,12707687136367,12707689630960,0.045089,2.494593,2.673264,0.133582,2.412032,0,480
live,4,12707696957696,12707697097076,12707697144404,12707699826840,0.047328,2.682436,2.869144,0.13938,2.585568,0,480
live,5,12707706957696,12707707109273,12707707193338,12707713485294,0.084065,6.291956,6.527598,0.151577,3.42096,0,480
live,6,12707716957696,12707717107647,12707717258465,12707721928511,0.150818,4.670046,4.970815,0.149951,3.613312,0,480
live,7,12707726957696,12707727113636,12707727198054,12707730366672,0.084418,3.168618,3.408976,0.15594,3.091776,0,480
live,8,12707736957696,12707737105162,12707737156939,12707739929264,0.051777,2.772325,2.971568,0.147466,2.739808,0,480
live,9,12707746957696,12707747091055,12707747146416,12707750411228,0.055361,3.264812,3.453532,0.133359,3.245376,0,480
live,10,12707756957696,12707757104181,12707757185398,12707760848135,0.081217,3.662737,3.890439,0.146485,3.607968,0,480
live,11,12707766957696,12707767123259,12707767212092,12707770985710,0.088833,3.773618,4.028014,0.165563,3.76496,0,480
live,12,12707776957696,12707777134017,12707777224386,12707781098229,0.090369,3.873843,4.140533,0.176321,3.819232,0,480
live,13,12707786957696,12707787157382,12707787225223,12707791367711,0.067841,4.142488,4.410015,0.199686,4.117248,0,480
live,14,12707796957696,12707797120107,12707797226605,12707801353796,0.106498,4.127191,4.3961,0.162411,4.067296,0,480
live,15,12707806957696,12707807172626,12707807267155,12707811373066,0.094529,4.105911,4.41537,0.21493,4.095616,0,480
live,16,12707816957696,12707817127991,12707817231640,12707821761813,0.103649,4.530173,4.804117,0.170295,4.467648,0,480
live,17,12707826957696,12707827152893,12707827256766,12707831606392,0.103873,4.349626,4.648696,0.195197,4.337664,0,480
live,18,12707836957696,12707837126114,12707837228355,12707842779789,0.102241,5.551434,5.822093,0.168418,4.52992,0,480
live,19,12707846957696,12707847103591,12707847197384,12707851605635,0.093793,4.408251,4.647939,0.145895,4.39824,0,480
live,20,12707856957696,12707857123213,12707857225262,12707863339648,0.102049,6.114386,6.381952,0.165517,6.050368,0,480
live,21,12707866957696,12707867127955,12707867229332,12707871677391,0.101377,4.448059,4.719695,0.170259,4.434176,0,480
live,22,12707876957696,12707877125048,12707877226233,12707881722421,0.101185,4.496188,4.764725,0.167352,4.430592,0,480
live,23,12707886957696,12707887146974,12707887249439,12707891653690,0.102465,4.404251,4.695994,0.189278,4.394144,0,480
live,24,12707896957696,12707897154084,12707897256357,12707901804514,0.102273,4.548157,4.846818,0.196388,4.476768,0,480
live,25,12707906957696,12707907155081,12707907260491,12707911634565,0.10541,4.374074,4.676869,0.197385,4.362176,0,480
live,26,12707916957696,12707917139663,12707917252720,12707921933039,0.113057,4.680319,4.975343,0.181967,4.604992,0,480
live,27,12707926957696,12707927140244,12707927246806,12707935060542,0.106562,7.813736,8.102846,0.182548,3.855168,0,480
live,28,12707936957696,12707937121145,12707937320060,12707943910644,0.198915,6.590584,6.952948,0.163449,4.560192,0,480
live,29,12707946957696,12707947275553,12707947346530,12707950878833,0.070977,3.532303,3.921137,0.317857,3.515936,0,480
live,30,12707956957696,12707957102564,12707957185797,12707960859158,0.083233,3.673361,3.901462,0.144868,3.616096,0,480
live,31,12707966957696,12707967112138,12707967200491,12707971210625,0.088353,4.010134,4.252929,0.154442,3.954592,0,480
live,32,12707976957696,12707977136144,12707977225745,12707981024132,0.089601,3.798387,4.066436,0.178448,3.739296,0,480
live,33,12707986957696,12707987157270,12707987251799,12707991237196,0.094529,3.985397,4.2795,0.199574,3.975328,0,480
live,34,12707996957696,12707997116283,12707997208636,12708001297138,0.092353,4.088502,4.339442,0.158587,4.02704,0,480
live,35,12708006957696,12708007153601,12708007246850,12708011184503,0.093249,3.937653,4.226807,0.195905,3.92656,0,480
live,36,12708016957696,12708017125286,12708017226471,12708021613250,0.101185,4.386779,4.655554,0.16759,4.324672,0,480
live,37,12708026957696,12708027144108,12708027248205,12708031495302,0.104097,4.247097,4.537606,0.186412,4.237472,0,480
live,38,12708036957696,12708037126161,12708037226770,12708041631725,0.100609,4.404955,4.674029,0.168465,4.33488,0,480
live,39,12708046957696,12708047148471,12708047252696,12708051499409,0.104225,4.246713,4.541713,0.190775,4.236448,0,480
live,40,12708056957696,12708057133820,12708057241534,12708063238446,0.107714,5.996912,6.28075,0.176124,5.92848,0,480
live,41,12708066957696,12708067129730,12708067229827,12708072282118,0.100097,5.052291,5.324422,0.172034,4.393024,0,480
live,42,12708076957696,12708077137575,12708077238569,12708081708580,0.100994,4.470011,4.750884,0.179879,4.401472,0,480
live,43,12708086957696,12708087151309,12708087252814,12708091523495,0.101505,4.270681,4.565799,0.193613,4.2552,0,480
live,44,12708096957696,12708097140178,12708097249428,12708101794001,0.10925,4.544573,4.836305,0.182482,4.47792,0,480
live,45,12708106957696,12708107136792,12708107244601,12708111863959,0.107809,4.619358,4.906263,0.179096,4.6056,0,480
live,46,12708116957696,12708117139261,12708117249375,12708121735419,0.110114,4.486044,4.777723,0.181565,4.42048,0,480
live,47,12708126957696,12708127155651,12708127268357,12708132496139,0.112706,5.227782,5.538443,0.197955,4.587456,0,480
live,48,12708136957696,12708137146825,12708137255914,12708141819303,0.109089,4.563389,4.861607,0.189129,4.494784,0,480
live,49,12708146957696,12708147191759,12708147447954,12708158294531,0.256195,10.846577,11.336835,0.234063,5.481536,0,480
live,50,12708156957696,12708157126579,12708158348772,12708161918355,1.222193,3.569583,4.960659,0.168883,2.936,0,480
live,51,12708166957696,12708167166650,12708167322172,12708173049000,0.155522,5.726828,6.091304,0.208954,4.193536,0,480
live,52,12708176957696,12708177093918,12708177155807,12708180700462,0.061889,3.544655,3.742766,0.136222,3.145696,0,480
live,53,12708186957696,12708187109700,12708187177093,12708191345052,0.067393,4.167959,4.387356,0.152004,3.733632,0,480
live,54,12708196957696,12708197120042,12708197209419,12708201029982,0.089377,3.820563,4.072286,0.162346,3.771648,0,480
live,55,12708206957696,12708207141295,12708207234961,12708211241638,0.093666,4.006677,4.283942,0.183599,3.994176,0,480
live,56,12708216957696,12708217133301,12708217208310,12708221326701,0.075009,4.118391,4.369005,0.175605,4.052384,0,480
live,57,12708226957696,12708227146459,12708227248092,12708231570518,0.101633,4.322426,4.612822,0.188763,4.309568,0,480
live,58,12708236957696,12708237127936,12708237231329,12708241596604,0.103393,4.365275,4.638908,0.17024,4.300256,0,480
live,59,12708246957696,12708247149702,12708247254151,12708251516576,0.104449,4.262425,4.55888,0.192006,4.25024,0,480
live,60,12708256957696,12708257127371,12708257230572,12708263278301,0.103201,6.047729,6.320605,0.169675,5.975808,0,480
live,61,12708266957696,12708267132049,12708267232178,12708271571116,0.100129,4.338938,4.61342,0.174353,4.328032,0,480
live,62,12708276957696,12708277128342,12708277229879,12708281614066,0.101537,4.384187,4.65637,0.170646,4.331328,0,480
live,63,12708286957696,12708287155644,12708287260829,12708291535862,0.105185,4.275033,4.578166,0.197948,4.264192,0,480
live,64,12708296957696,12708297162786,12708297269059,12708301642013,0.106273,4.372954,4.684317,0.20509,4.305504,0,480
live,65,12708306957696,12708307165255,12708307280649,12708311799109,0.115394,4.51846,4.841413,0.207559,4.504512,0,480
live,66,12708316957696,12708317137868,12708317253166,12708321775306,0.115298,4.52214,4.81761,0.180172,4.4504,0,480
live,67,12708326957696,12708327153554,12708327264340,12708332479385,0.110786,5.215045,5.521689,0.195858,4.623264,0,480
live,68,12708336957696,12708337114647,12708337192536,12708341433649,0.077889,4.241113,4.475953,0.156951,4.222432,0,480
live,69,12708346957696,12708347132573,12708347244030,12708351782139,0.111457,4.538109,4.824443,0.174877,4.522368,0,480
live,70,12708356957696,12708357135394,12708357244644,12708361823105,0.10925,4.578461,4.865409,0.177698,4.50624,0,480
live,71,12708366957696,12708367162248,12708367275178,12708373424380,0.11293,6.149202,6.466684,0.204552,4.929696,0,480
live,72,12708376957696,12708377101613,12708377154254,12708386042853,0.052641,8.888599,9.085157,0.143917,4.131584,0,480
live,73,12708386957696,12708387077618,12708387125139,12708393031778,0.047521,5.906639,6.074082,0.119922,3.998144,0,480
live,74,12708396957696,12708397126393,12708397196857,12708400689384,0.070464,3.492527,3.731688,0.168697,3.44192,0,480
live,75,12708406957696,12708407125534,12708407208415,12708410792687,0.082881,3.584272,3.834991,0.167838,3.579136,0,480
live,76,12708416957696,12708417116835,12708417207045,12708421038936,0.09021,3.831891,4.08124,0.159139,3.708416,0,480
live,77,12708426957696,12708427111369,12708427199018,12708431339009,0.087649,4.139991,4.381313,0.153673,3.732192,0,480
live,78,12708436957696,12708437124175,12708437188560,12708441266118,0.064385,4.077558,4.308422,0.166479,3.986976,0,480
live,79,12708446957696,12708447129972,12708447223702,12708451213227,0.09373,3.989525,4.255531,0.172276,3.979744,0,480
live,80,12708456957696,12708457114074,12708457209115,12708462729637,0.095041,5.520522,5.771941,0.156378,5.46032,0,480
live,81,12708466957696,12708467143424,12708467238657,12708471230998,0.095233,3.992341,4.273302,0.185728,3.98032,0,480
live,82,12708476957696,12708477138661,12708477231590,12708481241244,0.092929,4.009654,4.283548,0.180965,3.95344,0,480
live,83,12708486957696,12708487142795,12708487244940,12708491572646,0.102145,4.327706,4.61495,0.185099,4.315488,0,480
live,84,12708496957696,12708497124624,12708497228273,12708501624108,0.103649,4.395835,4.666412,0.166928,4.329312,0,480
live,85,12708506957696,12708507172822,12708507277496,12708511510704,0.104674,4.233208,4.553008,0.215126,4.224512,0,480
live,86,12708516957696,12708517158683,12708517235997,12708521609015,0.077314,4.373018,4.651319,0.200987,4.29008,0,480
live,87,12708526957696,12708527151361,12708527263394,12708531793087,0.112033,4.529693,4.835391,0.193665,4.518368,0,480
live,88,12708536957696,12708537135526,12708537242984,12708541739204,0.107458,4.49622,4.781508,0.17783,4.430688,0,480
live,89,12708546957696,12708547135500,12708547217613,12708552564884,0.082113,5.347271,5.607188,0.177804,4.673536,0,480
live,90,12708556957696,12708557146961,12708557231923,12708561896529,0.084962,4.664606,4.938833,0.189265,4.578624,0,480
live,91,12708566957696,12708567155543,12708567239448,12708571831062,0.083905,4.591614,4.873366,0.197847,4.5616,0,480
live,92,12708576957696,12708577136764,12708577248318,12708581815931,0.111554,4.567613,4.858235,0.179068,4.498912,0,480
live,93,12708586957696,12708587157186,12708587239555,12708592168869,0.082369,4.929314,5.211173,0.19949,4.833408,0,480
live,94,12708596957696,12708597129575,12708597224137,12708606739976,0.094562,9.515839,9.78228,0.171879,5.444288,0,480
live,95,12708606957696,12708607117293,12708607189582,12708613590691,0.072289,6.401109,6.632995,0.159597,4.712192,0,480
live,96,12708616957696,12708617117970,12708617209268,12708622357176,0.091298,5.147908,5.39948,0.160274,4.006336,0,480
live,97,12708626957696,12708627108792,12708627194041,12708630944299,0.085249,3.750258,3.986603,0.151096,3.727328,0,480
live,98,12708636957696,12708637129694,12708637197887,12708641275925,0.068193,4.078038,4.318229,0.171998,3.899232,0,480
live,99,12708646957696,12708647109635,12708647198020,12708650966678,0.088385,3.768658,4.008982,0.151939,3.764096,0,480
live,100,12708656957696,12708657116809,12708657220938,12708662877749,0.104129,5.656811,5.920053,0.159113,5.58816,0,480
live,101,12708666957696,12708667115086,12708667206191,12708671034882,0.091105,3.828691,4.077186,0.15739,3.815104,0,480
live,102,12708676957696,12708677139572,12708677234293,12708681420621,0.094721,4.186328,4.462925,0.181876,4.12672,0,480
live,103,12708686957696,12708687136281,12708687233883,12708691295793,0.097602,4.06191,4.338097,0.178585,4.048032,0,480
live,104,12708696957696,12708697117663,12708697213024,12708701488441,0.095361,4.275417,4.530745,0.159967,4.186304,0,480
live,105,12708706957696,12708707151909,12708707254150,12708711629281,0.102241,4.375131,4.671585,0.194213,4.358848,0,480
live,106,12708716957696,12708717125258,12708717225227,12708721580165,0.099969,4.354938,4.622469,0.167562,4.286368,0,480
live,107,12708726957696,12708727126959,12708727226225,12708731585195,0.099266,4.35897,4.627499,0.169263,4.353696,0,480
live,108,12708736957696,12708737123893,12708737226230,12708741781779,0.102337,4.555549,4.824083,0.166197,4.489696,0,480
live,109,12708746957696,12708747123771,12708747225756,12708751650071,0.101985,4.424315,4.692375,0.166075,4.406048,0,480
live,110,12708756957696,12708757132512,12708757237474,12708761736830,0.104962,4.499356,4.779134,0.174816,4.436192,0,480
live,111,12708766957696,12708767116678,12708767195431,12708771601377,0.078753,4.405946,4.643681,0.158982,4.347392,0,480
live,112,12708776957696,12708777143819,12708777250381,12708781713320,0.106562,4.462939,4.755624,0.186123,4.400768,0,480
live,113,12708786957696,12708787116081,12708787194578,12708791488523,0.078497,4.293945,4.530827,0.158385,4.235136,0,480
live,114,12708796957696,12708797217592,12708797302361,12708801911286,0.084769,4.608925,4.95359,0.259896,4.531392,0,480
live,115,12708806957696,12708807130492,12708807240061,12708811838811,0.109569,4.59875,4.881115,0.172796,4.577088,0,480
live,116,12708816957696,12708817133729,12708817243875,12708822371175,0.110146,5.1273,5.413479,0.176033,4.55248,0,480
live,117,12708826957696,12708827306345,12708828779485,12708834600427,1.47314,5.820942,7.642731,0.348649,4.347872,0,480
live,118,12708836957696,12708837133325,12708837310575,12708844255596,0.17725,6.945021,7.2979,0.175629,4.614112,0,480
live,119,12708846957696,12708847122034,12708847209843,12708850885860,0.087809,3.676017,3.928164,0.164338,3.667936,0,480
live,120,12708856957696,12708857113527,12708857174296,12708862052921,0.060769,4.878625,5.095225,0.155831,4.829728,0,480
live,121,12708866957696,12708867109853,12708867197790,12708871299029,0.087937,4.101239,4.341333,0.152157,3.711456,0,480
live,122,12708876957696,12708877123395,12708877216164,12708881065463,0.092769,3.849299,4.107767,0.165699,3.793888,0,480
live,123,12708886957696,12708887136200,12708887232618,12708891204031,0.096418,3.971413,4.246335,0.178504,3.948416,0,480
live,124,12708896957696,12708897117838,12708897212463,12708901219556,0.094625,4.007093,4.26186,0.160142,3.949056,0,480
live,125,12708906957696,12708907164404,12708907260885,12708911232682,0.096481,3.971797,4.274986,0.206708,3.961856,0,480
live,126,12708916957696,12708917125241,12708917227770,12708921621173,0.102529,4.393403,4.663477,0.167545,4.331712,0,480
live,127,12708926957696,12708927147391,12708927251168,12708931633819,0.103777,4.382651,4.676123,0.189695,4.308832,0,480
live,128,12708936957696,12708937150052,12708937252902,12708941584351,0.10285,4.331449,4.626655,0.192356,4.26704,0,480
live,129,12708946957696,12708947150794,12708947254091,12708951490564,0.103297,4.236473,4.532868,0.193098,4.225184,0,480
live,130,12708956957696,12708957162607,12708957271889,12708961791309,0.109282,4.51942,4.833613,0.204911,4.4568,0,480
live,131,12708966957696,12708967155957,12708967270070,12708971806803,0.114113,4.536733,4.849107,0.198261,4.523968,0,480
live,132,12708976957696,12708977134906,12708977254652,12708981833369,0.119746,4.578717,4.875673,0.17721,4.509472,0,480
live,133,12708986957696,12708987158656,12708987268385,12708992561928,0.109729,5.293543,5.604232,0.20096,4.64736,0,480
live,134,12708996957696,12708997174758,12708997285415,12709001842020,0.110657,4.556605,4.884324,0.217062,4.488928,0,480
live,135,12709006957696,12709007158667,12709007267981,12709012504274,0.109314,5.236293,5.546578,0.200971,4.604384,0,480
live,136,12709016957696,12709017151761,12709017262866,12709021835759,0.111105,4.572893,4.878063,0.194065,4.501824,0,480
live,137,12709026957696,12709027157334,12709027268632,12709031804500,0.111298,4.535868,4.846804,0.199638,4.523968,0,480
live,138,12709036957696,12709037139131,12709037249181,12709041823962,0.11005,4.574781,4.866266,0.181435,4.506272,0,480
live,139,12709046957696,12709047165633,12709047294851,12709055259213,0.129218,7.964362,8.301517,0.207937,4.15456,0,480
live,140,12709056957696,12709057153799,12709057235464,12709067320270,0.081665,10.084806,10.362574,0.196103,6.569952,0,480
live,141,12709066957696,12709067121324,12709068028600,12709071426181,0.907276,3.397581,4.468485,0.163628,3.391424,0,480
live,142,12709076957696,12709077103921,12709077189042,12709080734530,0.085121,3.545488,3.776834,0.146225,3.489984,0,480
live,143,12709086957696,12709087125175,12709087189240,12709090711559,0.064065,3.522319,3.753863,0.167479,3.471712,0,480
live,144,12709096957696,12709097110844,12709097201245,12709101036017,0.090401,3.834772,4.078321,0.153148,3.775232,0,480
live,145,12709106957696,12709107132834,12709107228419,12709111223129,0.095585,3.99471,4.265433,0.175138,3.98416,0,480
live,146,12709116957696,12709117143784,12709117242409,12709121323871,0.098625,4.081462,4.366175,0.186088,4.022304,0,480
live,147,12709126957696,12709127141421,12709127237262,12709131177827,0.095841,3.940565,4.220131,0.183725,3.930944,0,480
live,148,12709136957696,12709137123218,12709137224756,12709141676559,0.101538,4.451803,4.718863,0.165522,4.386976,0,480
live,149,12709146957696,12709147147160,12709147250362,12709151515219,0.103202,4.264857,4.557523,0.189464,4.253248,0,480
live,150,12709156957696,12709157182846,12709157262175,12709161974622,0.079329,4.712447,5.016926,0.22515,4.367552,0,480
live,151,12709166957696,12709167200356,12709167277093,12709171510974,0.076737,4.233881,4.553278,0.24266,4.223168,0,480
live,152,12709176957696,12709177115240,12709177193129,12709181539491,0.077889,4.346362,4.581795,0.157544,4.279744,0,480
live,153,12709186957696,12709187146222,12709187259504,12709191835949,0.113282,4.576445,4.878253,0.188526,4.564576,0,480
live,154,12709196957696,12709197168948,12709197279798,12709201895443,0.11085,4.615645,4.937747,0.211252,4.519488,0,480
live,155,12709206957696,12709207156186,12709207268699,12709211850744,0.112513,4.582045,4.893048,0.19849,4.56816,0,480
