stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,12722947233456,12722947477165,12722947548622,12722952558161,0.071457,5.009539,5.324705,0.243709,4.2984,0,480
live,1,12722957233456,12722957398866,12722957481619,12722961054498,0.082753,3.572879,3.821042,0.16541,3.484352,0,480
live,2,12722967233456,12722967421527,12722967509112,12722971328747,0.087585,3.819635,4.095291,0.188071,3.720704,0,480
live,3,12722977233456,12722977454397,12722977524926,12722981762454,0.070529,4.237528,4.528998,0.220941,4.028928,0,480
live,4,12722987233456,12722987416513,12722987487618,12722991186068,0.071105,3.69845,3.952612,0.183057,3.643104,0,480
live,5,12722997233456,12722997378214,12722997442407,12723001434716,0.064193,3.992309,4.20126,0.144758,3.872672,0,480
live,6,12723007233456,12723007445484,12723007522029,12723012992886,0.076545,5.470857,5.75943,0.212028,4.158176,0,480
live,7,12723017233456,12723017399505,12723017456082,12723020553819,0.056577,3.097737,3.320363,0.166049,3.010304,0,480
live,8,12723027233456,12723027382902,12723027448023,12723031044583,0.065121,3.59656,3.811127,0.149446,3.536672,0,480
live,9,12723037233456,12723037391899,12723037451548,12723040715592,0.059649,3.264044,3.482136,0.158443,2.926816,0,480
live,10,12723047233456,12723047369920,12723047414849,12723050913168,0.044929,3.498319,3.679712,0.136464,3.29056,0,480
live,11,12723057233456,12723057417830,12723057492423,12723061908706,0.074593,4.416283,4.67525,0.184374,4.271424,0,480
live,12,12723067233456,12723067433580,12723067514829,12723074055204,0.081249,6.540375,6.821748,0.200124,4.335424,0,480
live,13,12723077233456,12723077389040,12723077444657,12723081680297,0.055617,4.23564,4.446841,0.155584,2.946304,0,480
live,14,12723087233456,12723087385717,12723087447478,12723090364669,0.061761,2.917191,3.131213,0.152261,2.812448,0,480
live,15,12723097233456,12723097410779,12723097556541,12723102558176,0.145762,5.001635,5.32472,0.177323,4.11888,0,480
live,16,12723107233456,12723107919399,12723108737170,12723115661774,0.817771,6.924604,8.428318,0.685943,4.62544,0,480
live,17,12723117233456,12723117437574,12723117613576,12723125264110,0.176002,7.650534,8.030654,0.204118,4.703744,0,480
live,18,12723127233456,12723127402667,12723127459435,12723130871161,0.056768,3.411726,3.637705,0.169211,3.295232,0,480
live,19,12723137233456,12723137380976,12723137439120,12723141034848,0.058144,3.595728,3.801392,0.14752,3.40688,0,480
live,20,12723147233456,12723147401237,12723147459062,12723152756605,0.057825,5.297543,5.523149,0.167781,4.616256,0,480
live,21,12723157233456,12723157382298,12723157462171,12723160952266,0.079873,3.490095,3.71881,0.148842,3.364096,0,480
live,22,12723167233456,12723167391200,12723167484513,12723171057424,0.093313,3.572911,3.823968,0.157744,3.47344,0,480
live,23,12723177233456,12723177404773,12723177532679,12723182056291,0.127906,4.523612,4.822835,0.171317,3.653536,0,480
live,24,12723187233456,12723187390666,12723187453035,12723190890233,0.062369,3.437198,3.656777,0.15721,3.374688,0,480
live,25,12723197233456,12723197376943,12723197442000,12723201503014,0.065057,4.061014,4.269558,0.143487,3.92816,0,480
live,26,12723207233456,12723207466774,12723207542903,12723212414231,0.076129,4.871328,5.180775,0.233318,4.072352,0,480
live,27,12723217233456,12723217390810,12723217448122,12723220378818,0.057312,2.930696,3.145362,0.157354,2.834624,0,480
live,28,12723227233456,12723227381535,12723227447744,12723230981135,0.066209,3.533391,3.747679,0.148079,3.469408,0,480
live,29,12723237233456,12723237390820,12723237449605,12723240347308,0.058785,2.897703,3.113852,0.157364,2.839488,0,480
live,30,12723247233456,12723247361033,12723247404106,12723251234109,0.043073,3.830003,4.000653,0.127577,3.621952,0,480
live,31,12723257233456,12723257423823,12723257499696,12723264293515,0.075873,6.793819,7.060059,0.190367,4.362912,0,480
live,32,12723267233456,12723267388916,12723267444629,12723270346011,0.055713,2.901382,3.112555,0.15546,2.830368,0,480
live,33,12723277233456,12723277392281,12723277459674,12723281867221,0.067393,4.407547,4.633765,0.158825,4.267008,0,480
live,34,12723287233456,12723287422591,12723287505920,12723293572625,0.083329,6.066705,6.339169,0.189135,4.455872,0,480
live,35,12723297233456,12723297412676,12723297479461,12723301222999,0.066785,3.743538,3.989543,0.17922,3.598656,0,480
live,36,12723307233456,12723307385417,12723307450538,12723311017881,0.065121,3.567343,3.784425,0.151961,3.505344,0,480
live,37,12723317233456,12723317400142,12723317452815,12723320441047,0.052673,2.988232,3.207591,0.166686,2.898464,0,480
live,38,12723327233456,12723327365171,12723327443252,12723333704200,0.078081,6.260948,6.470744,0.131715,3.692928,0,480
live,39,12723337233456,12723337399865,12723337487514,12723342132472,0.087649,4.644958,4.899016,0.166409,4.56368,0,480
live,40,12723347233456,12723347411806,12723347489151,12723352929512,0.077345,5.440361,5.696056,0.17835,5.358464,0,480
live,41,12723357233456,12723357392739,12723357452644,12723361312183,0.059905,3.859539,4.078727,0.159283,3.66192,0,480
live,42,12723367233456,12723367408713,12723367474954,12723373662364,0.066241,6.18741,6.428908,0.175257,4.031296,0,480
live,43,12723377233456,12723377412974,12723377481359,12723381126015,0.068385,3.644656,3.892559,0.179518,3.592256,0,480
live,44,12723387233456,12723387399187,12723387574357,12723395961701,0.17517,8.387344,8.728245,0.165731,4.489856,0,480
live,45,12723397233456,12723397421849,12723397498554,12723403167941,0.076705,5.669387,5.934485,0.188393,4.42592,0,480
live,46,12723407233456,12723407410526,12723407481951,12723411266193,0.071425,3.784242,4.032737,0.17707,3.627872,0,480
live,47,12723417233456,12723417396419,12723417456932,12723421124980,0.060513,3.668048,3.891524,0.162963,3.518944,0,480
live,48,12723427233456,12723427399272,12723427477481,12723432639758,0.078209,5.162277,5.406302,0.165816,3.832384,0,480
live,49,12723437233456,12723437391053,12723437442446,12723440335284,0.051393,2.892838,3.101828,0.157597,2.817536,0,480
live,50,12723447233456,12723447387954,12723447454547,12723451474889,0.066593,4.020342,4.241433,0.154498,3.89376,0,480
live,51,12723457233456,12723457466393,12723457542010,12723461559983,0.075617,4.017973,4.326527,0.232937,3.932864,0,480
live,52,12723467233456,12723467435261,12723467507230,12723472904838,0.071969,5.397608,5.671382,0.201805,4.11984,0,480
live,53,12723477233456,12723477382626,12723477432195,12723481210229,0.049569,3.778034,3.976773,0.14917,2.870528,0,480
live,54,12723487233456,12723487383911,12723487452968,12723491207834,0.069057,3.754866,3.974378,0.150455,3.692128,0,480
live,55,12723497233456,12723497407181,12723497466830,12723500464054,0.059649,2.997224,3.230598,0.173725,2.850656,0,480
live,56,12723507233456,12723507391986,12723507436722,12723511715691,0.044736,4.278969,4.482235,0.15853,4.100704,0,480
live,57,12723517233456,12723517423639,12723517508121,12723522065781,0.084482,4.55766,4.832325,0.190183,4.4008,0,480
live,58,12723527233456,12723527427965,12723527503006,12723533008391,0.075041,5.505385,5.774935,0.194509,4.178176,0,480
live,59,12723537233456,12723537400386,12723537455874,12723540404970,0.055488,2.949096,3.171514,0.16693,2.859808,0,480
live,60,12723547233456,12723547390823,12723547461032,12723552770958,0.070209,5.309926,5.537502,0.157367,5.22592,0,480
