stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,17493975156155,17493975367527,17493975455816,17493979611099,4.454944,0.088289,4.155283,960
live,1,17493985156155,17493985291329,17493985502468,17493988187749,3.031594,0.211139,2.685281,960
live,2,17493995156155,17493995271324,17493995342365,17493998060063,2.903908,0.071041,2.717698,960
live,3,17494005156155,17494005284696,17494005353081,17494008890341,3.734186,0.068385,3.53726,960
live,4,17494015156155,17494015272947,17494015352500,17494018461819,3.305664,0.079553,3.109319,960
live,5,17494025156155,17494025271375,17494025340304,17494029064350,3.908195,0.068929,3.724046,960
live,6,17494035156155,17494035268106,17494035340587,17494039407645,4.25149,0.072481,4.067058,960
live,7,17494045156155,17494045266694,17494045339302,17494049413817,4.257662,0.072608,4.074515,960
live,8,17494055156155,17494055580101,17494055717606,17494060764389,5.608234,0.137505,5.046783,960
live,9,17494065156155,17494065290749,17494065367614,17494069960310,4.804155,0.076865,4.592696,960
live,10,17494075156155,17494075275160,17494075346969,17494079905201,4.749046,0.071809,4.558232,960
live,11,17494085156155,17494085260627,17494085323988,17494090054094,4.897939,0.063361,4.730106,960
live,12,17494095156155,17494095272399,17494095344080,17494099608516,4.452361,0.071681,4.264436,960
live,13,17494105156155,17494105277386,17494105349003,17494110943184,5.787029,0.071617,5.594181,960
live,14,17494115156155,17494115291206,17494115394663,17494120047232,4.891077,0.103457,4.652569,960
live,15,17494125156155,17494125277281,17494125346466,17494129969211,4.813056,0.069185,4.622745,960
live,16,17494135156155,17494135272028,17494135342077,17494139925654,4.769499,0.070049,4.583577,960
live,17,17494145156155,17494145271928,17494145348633,17494150741819,5.585664,0.076705,5.393186,960
live,18,17494155156155,17494155254579,17494155319092,17494160504372,5.348217,0.064513,5.18528,960
live,19,17494165156155,17494165272527,17494165347920,17494170735602,5.579447,0.075393,5.387682,960
live,20,17494175156155,17494175258570,17494175327243,17494181392438,6.236283,0.068673,6.065195,960
live,21,17494185156155,17494185268389,17494185338790,17494189969407,4.813252,0.070401,4.630617,960
live,22,17494195156155,17494195265537,17494195330658,17494199704888,4.548733,0.065121,4.37423,960
live,23,17494205156155,17494205251196,17494205310621,17494209973878,4.817723,0.059425,4.663257,960
live,24,17494215156155,17494215267832,17494215336985,17494219932881,4.776726,0.069153,4.595896,960
live,25,17494225156155,17494225255571,17494225315316,17494229917837,4.761682,0.059745,4.602521,960
live,26,17494235156155,17494235270959,17494235340271,17494239333793,4.177638,0.069312,3.993522,960
live,27,17494245156155,17494245267658,17494245338155,17494249250459,4.094304,0.070497,3.912304,960
live,28,17494255156155,17494255272453,17494255342246,17494259844830,4.688675,0.069793,4.502584,960
live,29,17494265156155,17494265271073,17494265348738,17494270263230,5.107075,0.077665,4.914492,960
live,30,17494275156155,17494275274780,17494275345213,17494279405551,4.249396,0.070433,4.060338,960
live,31,17494285156155,17494285272376,17494285343033,17494289365802,4.209647,0.070657,4.022769,960
live,32,17494295156155,17494295270483,17494295340180,17494299963021,4.806866,0.069697,4.622841,960
live,33,17494305156155,17494305270063,17494305347888,17494310071658,4.915503,0.077825,4.72377,960
live,34,17494315156155,17494315273290,17494315352555,17494319910819,4.754664,0.079265,4.558264,960
live,35,17494325156155,17494325279302,17494325365479,17494329794941,4.638786,0.086177,4.429462,960
live,36,17494335156155,17494335294049,17494335387778,17494339763896,4.607741,0.093729,4.376118,960
live,37,17494345156155,17494345275452,17494345343069,17494349356783,4.200628,0.067617,4.013714,960
live,38,17494355156155,17494355278232,17494355338457,17494360137108,4.980953,0.060225,4.798651,960
live,39,17494365156155,17494365270355,17494365331508,17494369302757,4.146602,0.061153,3.971249,960
live,40,17494375156155,17494375266606,17494375325935,17494380720338,5.564183,0.059329,5.394403,960
live,41,17494385156155,17494385270762,17494385330763,17494389224379,4.068224,0.060001,3.893616,960
live,42,17494395156155,17494395270981,17494395346758,17494399635515,4.47936,0.075777,4.288757,960
live,43,17494405156155,17494405269825,17494405336194,17494409349107,4.192952,0.066369,4.012913,960
live,44,17494415156155,17494415274012,17494415350109,17494419483376,4.327221,0.076097,4.133267,960
live,45,17494425156155,17494425275160,17494425339385,17494429449707,4.293552,0.064225,4.110322,960
live,46,17494435156155,17494435269523,17494435321588,17494439310597,4.154442,0.052065,3.989009,960
live,47,17494445156155,17494445251310,17494445303695,17494449946248,4.790093,0.052385,4.642553,960
live,48,17494455156155,17494455272106,17494455330859,17494459954372,4.798217,0.058753,4.623513,960
live,49,17494465156155,17494465279493,17494465362086,17494469798045,4.64189,0.082593,4.435959,960
live,50,17494475156155,17494475270049,17494475341506,17494479989595,4.83344,0.071457,4.648089,960
live,51,17494485156155,17494485274332,17494485341053,17494489631250,4.475095,0.066721,4.290197,960
live,52,17494495156155,17494495277976,17494495361209,17494500150740,4.994585,0.083233,4.789531,960
live,53,17494505156155,17494505273811,17494505332404,17494509656745,4.50059,0.058593,4.324341,960
live,54,17494515156155,17494515271822,17494515342287,17494519639556,4.483401,0.070465,4.297269,960
live,55,17494525156155,17494525271786,17494525332587,17494529519198,4.363043,0.060801,4.186611,960
live,56,17494535156155,17494535268773,17494535331078,17494538730032,3.573877,0.062305,3.398954,960
live,57,17494545156155,17494545274785,17494545338914,17494549434548,4.278393,0.064129,4.095634,960
live,58,17494555156155,17494555286620,17494555377309,17494559335854,4.179699,0.090689,3.958545,960
live,59,17494565156155,17494565404249,17494565491450,17494570633370,5.477215,0.087201,5.14192,960
