stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,17899557948263,17899558229559,17899558476730,17899563325654,5.377391,0.247171,4.848924,7680
live,1,17899567948263,17899568130833,17899568223283,17899573603605,5.655342,0.09245,5.380322,7680
live,2,17899577948263,17899578104717,17899578183886,17899584824961,6.876698,0.079169,6.641075,7680
live,3,17899587948263,17899588070601,17899588155210,17899593398027,5.449764,0.084609,5.242817,7680
live,4,17899597948263,17899598090917,17899598187846,17899604458644,6.510381,0.096929,6.270798,7680
live,5,17899607948263,17899608051329,17899608092961,17899610652609,2.704346,0.041632,2.559648,7680
live,6,17899617948263,17899618080381,17899618180894,17899623609922,5.661659,0.100513,5.429028,7680
live,7,17899627948263,17899628085273,17899628162330,17899634480777,6.532514,0.077057,6.318447,7680
live,8,17899637948263,17899638106390,17899638208055,17899643779900,5.831637,0.101665,5.571845,7680
live,9,17899647948263,17899648077265,17899648168371,17899653461812,5.513549,0.091106,5.293441,7680
live,10,17899657948263,17899658081038,17899658153742,17899663264686,5.316423,0.072704,5.110944,7680
live,11,17899667948263,17899668076650,17899668163947,17899673293034,5.344771,0.087297,5.129087,7680
live,12,17899677948263,17899678078022,17899678170215,17899684687800,6.739537,0.092193,6.517585,7680
live,13,17899687948263,17899688067426,17899688151075,17899693341667,5.393404,0.083649,5.190592,7680
live,14,17899697948263,17899698076062,17899698145887,17899702554389,4.606126,0.069825,4.408502,7680
live,15,17899707948263,17899708064154,17899708220796,17899710855580,2.907317,0.156642,2.634784,7680
live,16,17899717948263,17899718083382,17899718161943,17899722794257,4.845994,0.078561,4.632314,7680
live,17,17899727948263,17899728072658,17899728157331,17899732638027,4.689764,0.084673,4.480696,7680
live,18,17899737948263,17899738085038,17899738165135,17899742707976,4.759713,0.080097,4.542841,7680
live,19,17899747948263,17899748066794,17899748133515,17899752499297,4.551034,0.066721,4.365782,7680
live,20,17899757948263,17899758073990,17899758140743,17899764563383,6.61512,0.066753,6.42264,7680
live,21,17899767948263,17899768046306,17899768119235,17899772746780,4.798517,0.072929,4.627545,7680
live,22,17899777948263,17899778066142,17899778148063,17899782133937,4.185674,0.081921,3.985874,7680
live,23,17899787948263,17899788095963,17899788185596,17899792840310,4.892047,0.089633,4.654714,7680
live,24,17899797948263,17899798077143,17899798155544,17899802102441,4.154178,0.078401,3.946897,7680
live,25,17899807948263,17899808065459,17899808123699,17899811125529,3.177266,0.05824,3.00183,7680
live,26,17899817948263,17899818068911,17899818154192,17899822248547,4.300284,0.085281,4.094355,7680
live,27,17899827948263,17899828067755,17899828146028,17899832160126,4.211863,0.078273,4.014098,7680
live,28,17899837948263,17899838095719,17899838193321,17899842831682,4.883419,0.097602,4.638361,7680
live,29,17899847948263,17899848066819,17899848140772,17899852342392,4.394129,0.073953,4.20162,7680
live,30,17899857948263,17899858068191,17899858129952,17899862099377,4.151114,0.061761,3.969425,7680
live,31,17899867948263,17899868065147,17899868140988,17899872179406,4.231143,0.075841,4.038418,7680
live,32,17899877948263,17899878068055,17899878149624,17899882971380,5.023117,0.081569,4.821756,7680
live,33,17899887948263,17899888097204,17899888198965,17899892726317,4.778054,0.101761,4.527352,7680
live,34,17899897948263,17899898081008,17899898172017,17899902553895,4.605632,0.091009,4.381878,7680
live,35,17899907948263,17899908083212,17899908153357,17899912576164,4.627901,0.070145,4.422807,7680
live,36,17899917948263,17899918075176,17899918142697,17899922460190,4.511927,0.067521,4.317493,7680
live,37,17899927948263,17899928068004,17899928148581,17899932922400,4.974137,0.080577,4.773819,7680
live,38,17899937948263,17899938356131,17899938533286,17899943573508,5.625245,0.177155,5.040222,7680
live,39,17899947948263,17899948077628,17899948153949,17899952409650,4.461387,0.076321,4.255701,7680
live,40,17899957948263,17899958083544,17899958197722,17899964125667,6.177404,0.114178,5.927945,7680
live,41,17899967948263,17899968071028,17899968148949,17899972106086,4.157823,0.077921,3.957137,7680
live,42,17899977948263,17899978072944,17899978134641,17899982663337,4.715074,0.061697,4.528696,7680
live,43,17899987948263,17899988074924,17899988152525,17899993237901,5.289638,0.077601,5.085376,7680
live,44,17899997948263,17899998069800,17899998150889,17900002984613,5.03635,0.081089,4.833724,7680
live,45,17900007948263,17900008098501,17900008369288,17900012863616,4.915353,0.270787,4.494328,7680
live,46,17900017948263,17900018081569,17900018330692,17900022952733,5.00447,0.249123,4.622041,7680
live,47,17900027948263,17900028049948,17900028117373,17900032398546,4.450283,0.067425,4.281173,7680
live,48,17900037948263,17900038074521,17900038163514,17900042972726,5.024463,0.088993,4.809212,7680
live,49,17900047948263,17900048077877,17900048150806,17900052393067,4.444804,0.072929,4.242261,7680
live,50,17900057948263,17900058069361,17900058127602,17900062094723,4.14646,0.058241,3.967121,7680
live,51,17900067948263,17900068064365,17900068313552,17900072393603,4.44534,0.249187,4.080051,7680
live,52,17900077948263,17900078074793,17900078337068,17900083459436,5.511173,0.262275,5.122368,7680
live,53,17900087948263,17900088070565,17900088322760,17900093650763,5.7025,0.252195,5.328003,7680
live,54,17900097948263,17900098072097,17900098335973,17900102902365,4.954102,0.263876,4.566392,7680
live,55,17900107948263,17900108070813,17900108328961,17900112777848,4.829585,0.258148,4.448887,7680
live,56,17900117948263,17900118068090,17900118155067,17900122838197,4.889934,0.086977,4.68313,7680
live,57,17900127948263,17900128071926,17900128156215,17900132815633,4.86737,0.084289,4.659418,7680
live,58,17900137948263,17900138072018,17900138150099,17900142730220,4.781957,0.078081,4.580121,7680
live,59,17900147948263,17900148046830,17900148110606,17900152448420,4.500157,0.063776,4.337814,7680
live,60,17900157948263,17900158120555,17900158239180,17900164415321,6.467058,0.118625,6.176141,7680
live,61,17900167948263,17900168087014,17900168165991,17900172493437,4.545174,0.078977,4.327446,7680
live,62,17900177948263,17900178071714,17900178155747,17900182182101,4.233838,0.084033,4.026354,7680
live,63,17900187948263,17900188071454,17900188150943,17900192211026,4.262763,0.079489,4.060083,7680
live,64,17900197948263,17900198070490,17900198149275,17900202772853,4.82459,0.078785,4.623578,7680
live,65,17900207948263,17900208055606,17900208121687,17900212514061,4.565798,0.066081,4.392374,7680
live,66,17900217948263,17900218068498,17900218153299,17900222679212,4.730949,0.084801,4.525913,7680
live,67,17900227948263,17900228068206,17900228145583,17900232446469,4.498206,0.077377,4.300886,7680
live,68,17900237948263,17900238070475,17900238153164,17900242689572,4.741309,0.082689,4.536408,7680
live,69,17900247948263,17900248067303,17900248141800,17900252503230,4.554967,0.074497,4.36143,7680
live,70,17900257948263,17900258070435,17900258153124,17900262925567,4.977304,0.082689,4.772443,7680
live,71,17900267948263,17900268049855,17900268114943,17900272544630,4.596367,0.065088,4.429687,7680
live,72,17900277948263,17900278070043,17900278152508,17900282951992,5.003729,0.082465,4.799484,7680
live,73,17900287948263,17900288047991,17900288110872,17900292442125,4.493862,0.062881,4.331253,7680
live,74,17900297948263,17900298071123,17900298154804,17900302997680,5.049417,0.083681,4.842876,7680
live,75,17900307948263,17900308050351,17900308111440,17900312566503,4.61824,0.061089,4.455063,7680
live,76,17900317948263,17900318099020,17900318187533,17900322540643,4.59238,0.088513,4.35311,7680
live,77,17900327948263,17900328085672,17900328157704,17900331273295,3.325032,0.072032,3.115591,7680
live,78,17900337948263,17900338101540,17900338205413,17900343778826,5.830563,0.103873,5.573413,7680
live,79,17900347948263,17900348093280,17900348189921,17900353006461,5.058198,0.096641,4.81654,7680
live,80,17900357948263,17900358079516,17900358157917,17900364543916,6.595653,0.078401,6.385999,7680
live,81,17900367948263,17900368070232,17900368153753,17900372392461,4.444198,0.083521,4.238708,7680
live,82,17900377948263,17900378070196,17900378152309,17900382205191,4.256928,0.082113,4.052882,7680
live,83,17900387948263,17900388070384,17900388321683,17900392442566,4.494303,0.251299,4.120883,7680
live,84,17900397948263,17900398063788,17900398142861,17900403270253,5.32199,0.079073,5.127392,7680
live,85,17900407948263,17900408047784,17900408116425,17900412333213,4.38495,0.068641,4.216788,7680
live,86,17900417948263,17900418066340,17900418138277,17900422915072,4.966809,0.071937,4.776795,7680
live,87,17900427948263,17900428066368,17900428140609,17900432366646,4.418383,0.074241,4.226037,7680
live,88,17900437948263,17900438068220,17900438144893,17900443156508,5.208245,0.076673,5.011615,7680
live,89,17900447948263,17900448179386,17900448287739,17900452854740,4.906477,0.108353,4.567001,7680
live,90,17900457948263,17900458080469,17900458159062,17900462808207,4.859944,0.078593,4.649145,7680
live,91,17900467948263,17900468047568,17900468121937,17900472432775,4.484512,0.074369,4.310838,7680
live,92,17900477948263,17900478071213,17900478157486,17900482145183,4.19692,0.086273,3.987697,7680
live,93,17900487948263,17900488085769,17900488165930,17900493643598,5.695335,0.080161,5.477668,7680
live,94,17900497948263,17900498067525,17900498145318,17900503953774,6.005511,0.077793,5.808456,7680
live,95,17900507948263,17900508062305,17900508135970,17900512896221,4.947958,0.073665,4.760251,7680
live,96,17900517948263,17900518069821,17900518140734,17900522472436,4.524173,0.070913,4.331702,7680
live,97,17900527948263,17900528046905,17900528106266,17900533223929,5.275666,0.059361,5.117663,7680
live,98,17900537948263,17900538062069,17900538141334,17900542433387,4.485124,0.079265,4.292053,7680
live,99,17900547948263,17900548294740,17900548391477,17900562107072,14.158809,0.096737,13.715595,7680
replay,99,17900547948263,17900548328341,17900548594328,17900561013842,13.065579,0.265987,12.419514,584704
live,100,17900557948263,17900558771126,17900562280290,17900569214040,11.265777,3.509164,6.93375,7680
live,101,17900567948263,17900568576176,17900569326361,17900573171113,5.22285,0.750185,3.844752,7680
live,102,17900577948263,17900578084070,17900578155271,17900582452156,4.503893,0.071201,4.296885,7680
live,103,17900587948263,17900588053954,17900588124322,17900591854449,3.906186,0.070368,3.730127,7680
live,104,17900597948263,17900598061950,17900598136735,17900601786348,3.838085,0.074785,3.649613,7680
live,105,17900607948263,17900608085402,17900608165531,17900612467920,4.519657,0.080129,4.302389,7680
live,106,17900617948263,17900618074358,17900618158679,17900622482701,4.534438,0.084321,4.324022,7680
live,107,17900627948263,17900628056818,17900628129171,17900632585898,4.637635,0.072353,4.456727,7680
live,108,17900637948263,17900638074030,17900638147343,17900642861578,4.913315,0.073313,4.714235,7680
live,109,17900647948263,17900648051658,17900648115595,17900652403168,4.454905,0.063937,4.287573,7680
live,110,17900657948263,17900658089543,17900658184808,17900662768961,4.820698,0.095265,4.584153,7680
live,111,17900667948263,17900668061282,17900668134467,17900672498361,4.550098,0.073185,4.363894,7680
live,112,17900677948263,17900678074143,17900678157184,17900682745177,4.796914,0.083041,4.587993,7680
live,113,17900687948263,17900688052986,17900688120539,17900692378288,4.430025,0.067553,4.257749,7680
live,114,17900697948263,17900698070167,17900698154200,17900702748401,4.800138,0.084033,4.594201,7680
live,115,17900707948263,17900708104307,17900708189428,17900712542282,4.594019,0.085121,4.352854,7680
live,116,17900717948263,17900718078383,17900718167312,17900722945067,4.996804,0.088929,4.777755,7680
live,117,17900727948263,17900728046827,17900728114988,17900732368896,4.420633,0.068161,4.253908,7680
live,118,17900737948263,17900738073127,17900738157288,17900743010436,5.062173,0.084161,4.853148,7680
live,119,17900747948263,17900748050883,17900748118756,17900752519290,4.571027,0.067873,4.400534,7680
live,120,17900757948263,17900758098624,17900758198465,17900764277420,6.329157,0.099841,6.078955,7680
live,121,17900767948263,17900768097756,17900768361567,17900772742005,4.793742,0.263811,4.380438,7680
live,122,17900777948263,17900778095448,17900778362555,17900784883116,6.934853,0.267107,6.520561,7680
live,123,17900787948263,17900788087284,17900788341431,17900792720749,4.772486,0.254147,4.379318,7680
live,124,17900797948263,17900798084848,17900798169073,17900802547655,4.599392,0.084225,4.378582,7680
live,125,17900807948263,17900808203405,17900808312047,17900812974505,5.026242,0.108642,4.662458,7680
live,126,17900817948263,17900818074184,17900818150281,17900823092838,5.144575,0.076097,4.942557,7680
live,127,17900827948263,17900828064356,17900828133829,17900832209431,4.261168,0.069473,4.075602,7680
live,128,17900837948263,17900838067392,17900838144897,17900842296852,4.348589,0.077505,4.151955,7680
live,129,17900847948263,17900848065372,17900848125309,17900852125166,4.176903,0.059937,3.999857,7680
live,130,17900857948263,17900858062776,17900858122105,17900862966965,5.018702,0.059329,4.84486,7680
live,131,17900867948263,17900868070036,17900868323543,17900872518347,4.570084,0.253507,4.194804,7680
live,132,17900877948263,17900878054032,17900878293971,17900882954285,5.006022,0.239939,4.660314,7680
live,133,17900887948263,17900888041324,17900888107149,17900892405730,4.457467,0.065825,4.298581,7680
live,134,17900897948263,17900898068584,17900898148009,17900902140507,4.192244,0.079425,3.992498,7680
live,135,17900907948263,17900908068005,17900908144422,17900913019394,5.071131,0.076417,4.874972,7680
live,136,17900917948263,17900918068097,17900918147650,17900923018430,5.070167,0.079553,4.87078,7680
live,137,17900927948263,17900928061277,17900928132158,17900932404403,4.45614,0.070881,4.272245,7680
live,138,17900937948263,17900938071129,17900938150682,17900942138891,4.190628,0.079553,3.988209,7680
live,139,17900947948263,17900948120438,17900948236887,17900952997714,5.049451,0.116449,4.760827,7680
live,140,17900957948263,17900958092209,17900958183090,17900965057672,7.109409,0.090881,6.874582,7680
live,141,17900967948263,17900968078541,17900968330000,17900972777096,4.828833,0.251459,4.447096,7680
live,142,17900977948263,17900978062569,17900978313740,17900983008806,5.060543,0.251171,4.695066,7680
live,143,17900987948263,17900988041573,17900988102726,17900992049367,4.101104,0.061153,3.946641,7680
live,144,17900997948263,17900998067489,17900998143906,17901002682331,4.734068,0.076417,4.538425,7680
live,145,17901007948263,17901008067421,17901008140702,17901012406867,4.458604,0.073281,4.266165,7680
live,146,17901017948263,17901018079354,17901018161531,17901022473616,4.525353,0.082177,4.312085,7680
live,147,17901027948263,17901028070486,17901028142871,17901032315338,4.367075,0.072385,4.172467,7680
live,148,17901037948263,17901038073074,17901038155475,17901042702251,4.753988,0.082401,4.546776,7680
live,149,17901047948263,17901048067982,17901048141231,17901052506533,4.55827,0.073249,4.365302,7680
live,150,17901057948263,17901058071082,17901058136139,17901062893702,4.945439,0.065057,4.757563,7680
live,151,17901067948263,17901068065926,17901068322697,17901072830881,4.882618,0.256771,4.508184,7680
live,152,17901077948263,17901078098786,17901078365638,17901082835773,4.88751,0.266852,4.470135,7680
live,153,17901087948263,17901088079390,17901088147647,17901092398676,4.450413,0.068257,4.251029,7680
live,154,17901097948263,17901098073434,17901098330654,17901102700980,4.752717,0.25722,4.370326,7680
live,155,17901107948263,17901108042870,17901108098423,17901112617551,4.669288,0.055553,4.519128,7680
live,156,17901117948263,17901118069362,17901118141651,17901122828398,4.880135,0.072289,4.686747,7680
live,157,17901127948263,17901128044782,17901128108207,17901132326691,4.378428,0.063425,4.218484,7680
live,158,17901137948263,17901138063179,17901138138156,17901142110429,4.162166,0.074977,3.972273,7680
live,159,17901147948263,17901148064839,17901148139784,17901152140313,4.19205,0.074945,4.000529,7680
live,160,17901157948263,17901158068323,17901158148452,17901163582407,5.634144,0.080129,5.433955,7680
live,161,17901167948263,17901168068447,17901168145920,17901173155838,5.207575,0.077473,5.009918,7680
live,162,17901177948263,17901178069915,17901178133308,17901182967256,5.018993,0.063393,4.833948,7680
live,163,17901187948263,17901188047319,17901188114296,17901192426765,4.478502,0.066977,4.312469,7680
live,164,17901197948263,17901198064243,17901198141396,17901202721069,4.772806,0.077153,4.579673,7680
live,165,17901207948263,17901208045711,17901208107728,17901212376869,4.428606,0.062017,4.269141,7680
live,166,17901217948263,17901218060235,17901218134924,17901222772710,4.824447,0.074689,4.637786,7680
live,167,17901227948263,17901228069607,17901228151784,17901232280380,4.332117,0.082177,4.128596,7680
live,168,17901237948263,17901238093828,17901238191013,17901243365957,5.417694,0.097185,5.174944,7680
live,169,17901247948263,17901248075584,17901248151105,17901252488374,4.540111,0.075521,4.337269,7680
live,170,17901257948263,17901258072380,17901258156701,17901262670581,4.722318,0.084321,4.51388,7680
live,171,17901267948263,17901268129817,17901268231002,17901273258136,5.309873,0.101185,5.027134,7680
live,172,17901277948263,17901278073396,17901278156917,17901282956817,5.008554,0.083521,4.7999,7680
live,173,17901287948263,17901288052560,17901288120561,17901292376005,4.427742,0.068001,4.255444,7680
live,174,17901297948263,17901298070060,17901298152365,17901302645925,4.697662,0.082305,4.49356,7680
