timestamp_ns,emc_percent,emc_mhz,gpu_percent,ram_reported_mb,swap_reported_mb
13541499791358,3.0,665.0,54.0,2424.0,0.0
13541721733465,3.0,665.0,59.0,2473.0,0.0
13541945483051,3.0,665.0,25.0,2550.0,0.0
13542167231043,3.0,665.0,0.0,2647.0,0.0
13542388720088,4.0,665.0,14.0,2732.0,0.0
13542613349364,4.0,665.0,29.0,2815.0,0.0
13542836025432,4.0,665.0,32.0,2901.0,0.0
13543059362404,4.0,665.0,52.0,2981.0,0.0
13543281532226,4.0,665.0,28.0,2987.0,0.0
13543502824308,1.0,2133.0,71.0,2987.0,0.0
13543723455615,2.0,2133.0,71.0,2987.0,0.0
13543944574735,3.0,2133.0,67.0,2987.0,0.0
13544165856801,3.0,2133.0,67.0,2988.0,0.0
13544385768930,4.0,2133.0,68.0,2988.0,0.0
13544605801765,4.0,2133.0,67.0,2988.0,0.0
13544825647461,4.0,2133.0,68.0,2988.0,0.0
13545045826858,5.0,2133.0,68.0,2988.0,0.0
13545266386963,5.0,2133.0,67.0,2988.0,0.0
13545485689292,5.0,2133.0,68.0,2988.0,0.0
13545705776784,5.0,2133.0,67.0,2988.0,0.0
