case,round,sample,wall_ms,thread_cpu_ms,device_ms,budget_ms
replay_transfer_750_4_sequential,4,30,105.088608,103.911072,105.06610870361328,10
replay_transfer_750_4_sequential,4,31,104.16594,103.763968,104.144287109375,10
replay_transfer_750_4_sequential,4,32,104.695611,103.924768,104.67324829101562,10
replay_transfer_750_4_sequential,4,33,105.071839,103.905536,105.04924774169922,10
replay_transfer_750_4_sequential,4,34,104.045874,103.662656,104.02438354492188,10
replay_transfer_750_4_sequential,4,35,105.108192,103.899488,105.085693359375,10
replay_transfer_750_4_sequential,4,36,104.783708,104.03968,104.76182556152344,10
replay_transfer_750_4_sequential,4,37,105.789673,104.009376,105.7681884765625,10
replay_transfer_750_4_sequential,4,38,106.354512,104.066912,106.33216094970703,10
replay_transfer_750_4_sequential,4,39,105.041951,103.877344,105.01939392089844,10
replay_transfer_750_4_batch,5,0,2.636481,2.636512,2.6134400367736816,10
replay_transfer_750_4_batch,5,1,2.652098,2.62912,2.6332480907440186,10
replay_transfer_750_4_batch,5,2,2.647618,2.631648,2.628000020980835,10
replay_transfer_750_4_batch,5,3,2.593762,2.599328,2.57423996925354,10
replay_transfer_750_4_batch,5,4,2.650658,2.631008,2.6306560039520264,10
replay_transfer_750_4_batch,5,5,2.644034,2.621376,2.624703884124756,10
replay_transfer_750_4_batch,5,6,2.618818,2.615456,2.5993599891662598,10
replay_transfer_750_4_batch,5,7,2.639777,2.619744,2.620512008666992,10
replay_transfer_750_4_batch,5,8,2.659298,2.638432,2.6394879817962646,10
replay_transfer_750_4_batch,5,9,2.626241,2.62336,2.607167959213257,10
replay_transfer_750_4_batch,5,10,2.650242,2.625856,2.6298561096191406,10
replay_transfer_750_4_batch,5,11,2.653505,2.630496,2.6345601081848145,10
replay_transfer_750_4_batch,5,12,2.607009,2.60272,2.587519884109497,10
replay_transfer_750_4_batch,5,13,2.656098,2.636608,2.6376640796661377,10
replay_transfer_750_4_batch,5,14,2.643138,2.62144,2.6240320205688477,10
replay_transfer_750_4_batch,5,15,2.61853,2.614336,2.5989439487457275,10
replay_transfer_750_4_batch,5,16,2.649826,2.629056,2.6299519538879395,10
replay_transfer_750_4_batch,5,17,2.669346,2.648928,2.650559902191162,10
replay_transfer_750_4_batch,5,18,2.613761,2.61888,2.5934081077575684,10
replay_transfer_750_4_batch,5,19,2.655906,2.632832,2.6370880603790283,10
replay_transfer_750_4_batch,5,20,2.66621,2.64784,2.647200107574463,10
replay_transfer_750_4_batch,5,21,2.63245,2.628352,2.6131200790405273,10
replay_transfer_750_4_batch,5,22,2.654658,2.63392,2.6360960006713867,10
replay_transfer_750_4_batch,5,23,2.676035,2.656,2.657439947128296,10
replay_transfer_750_4_batch,5,24,2.638274,2.63488,2.6191039085388184,10
replay_transfer_750_4_batch,5,25,2.657186,2.636512,2.638688087463379,10
replay_transfer_750_4_batch,5,26,2.63725,2.626784,2.617568016052246,10
replay_transfer_750_4_batch,5,27,2.628161,2.625216,2.6092801094055176,10
replay_transfer_750_4_batch,5,28,2.66477,2.644832,2.6453440189361572,10
replay_transfer_750_4_batch,5,29,2.64589,2.626176,2.6267199516296387,10
replay_transfer_750_4_batch,5,30,2.632866,2.628992,2.6140480041503906,10
replay_transfer_750_4_batch,5,31,2.666818,2.649952,2.647264003753662,10
replay_transfer_750_4_batch,5,32,2.690755,2.665504,2.671231985092163,10
replay_transfer_750_4_batch,5,33,2.625538,2.619904,2.6058239936828613,10
replay_transfer_750_4_batch,5,34,2.700066,2.68208,2.6799681186676025,10
replay_transfer_750_4_batch,5,35,2.698178,2.677472,2.6794240474700928,10
replay_transfer_750_4_batch,5,36,2.616834,2.622528,2.596127986907959,10
replay_transfer_750_4_batch,5,37,2.586273,2.592192,2.565887928009033,10
replay_transfer_750_4_batch,5,38,2.659234,2.638816,2.639552116394043,10
replay_transfer_750_4_batch,5,39,2.620033,2.610336,2.6008639335632324,10
replay_transfer_1000_4_sequential,5,0,138.956848,137.716096,138.9300537109375,10
replay_transfer_1000_4_sequential,5,1,139.393654,137.72784,139.3702392578125,10
replay_transfer_1000_4_sequential,5,2,138.919888,137.70496,138.89788818359375,10
