stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,13229511752804,13229511916897,13229512194596,13229515891187,0.277699,3.696591,4.138383,0.164093,3.69696,3,480
live,1,13229521752804,13229521919552,13229522226436,13229526587099,0.306884,4.360663,4.834295,0.166748,4.331136,0,480
live,2,13229531752804,13229531913758,13229531979263,13229535150632,0.065505,3.171369,3.397828,0.160954,3.014944,0,480
live,3,13229541752804,13229541883581,13229541958110,13229545846895,0.074529,3.888785,4.094091,0.130777,3.874112,3,480
live,4,13229551752804,13229551921436,13229552052734,13229555995152,0.131298,3.942418,4.242348,0.168632,3.943008,0,480
live,5,13229561752804,13229561924603,13229561983804,13229565219429,0.059201,3.235625,3.466625,0.171799,2.984096,0,480
live,6,13229571752804,13229571885850,13229571965755,13229575954157,0.079905,3.988402,4.201353,0.133046,3.989024,3,480
live,7,13229581752804,13229581901977,13229581964442,13229584912319,0.062465,2.947877,3.159515,0.149173,2.921632,2,480
live,8,13229591752804,13229591878936,13229591951032,13229595723464,0.072096,3.772432,3.97066,0.126132,3.761952,2,480
live,9,13229601752804,13229601929911,13229602019416,13229606225646,0.089505,4.20623,4.472842,0.177107,4.170624,3,480
live,10,13229611752804,13229611909750,13229611969047,13229614807739,0.059297,2.838692,3.054935,0.156946,2.81072,0,480
live,11,13229621752804,13229621880340,13229621949269,13229625732485,0.068929,3.783216,3.979681,0.127536,3.770912,0,480
live,12,13229631752804,13229631941620,13229632041077,13229636311179,0.099457,4.270102,4.558375,0.188816,4.241792,1,480
live,13,13229641752804,13229641929491,13229642016436,13229646239593,0.086945,4.223157,4.486789,0.176687,4.21488,0,480
live,14,13229651752804,13229651904401,13229651966514,13229654797686,0.062113,2.831172,3.044882,0.151597,2.822176,1,480
live,15,13229661752804,13229661882096,13229661962417,13229666197639,0.080321,4.235222,4.444835,0.129292,4.22416,3,480
live,16,13229671752804,13229671936624,13229672039601,13229677701913,0.102977,5.662312,5.949109,0.18382,4.41376,3,480
live,17,13229681752804,13229681917838,13229682030416,13229686325446,0.112578,4.29503,4.572642,0.165034,4.277664,2,480
live,18,13229691752804,13229691910989,13229691974734,13229694977812,0.063745,3.003078,3.225008,0.158185,2.980608,1,480
live,19,13229701752804,13229701868875,13229701918348,13229705398072,0.049473,3.479724,3.645268,0.116071,3.454976,0,480
live,20,13229711752804,13229711912011,13229711992428,13229718049529,0.080417,6.057101,6.296725,0.159207,6.015136,3,480
live,21,13229721752804,13229721912586,13229721999403,13229726181792,0.086817,4.182389,4.428988,0.159782,4.148704,3,480
live,22,13229731752804,13229731903817,13229731960073,13229734879054,0.056256,2.918981,3.12625,0.151013,2.883808,0,480
live,23,13229741752804,13229741883495,13229741960808,13229745945947,0.077313,3.985139,4.193143,0.130691,3.967488,2,480
live,24,13229751752804,13229751912967,13229752028840,13229755881497,0.115873,3.852657,4.128693,0.160163,3.84784,2,480
live,25,13229761752804,13229761909765,13229761970054,13229764842251,0.060289,2.872197,3.089447,0.156961,2.837376,3,480
live,26,13229771752804,13229771881316,13229771955845,13229775815030,0.074529,3.859185,4.062226,0.128512,3.860256,1,480
live,27,13229781752804,13229781912099,13229781978820,13229784861449,0.066721,2.882629,3.108645,0.159295,2.849472,0,480
live,28,13229791752804,13229791879202,13229791961411,13229795901749,0.082209,3.940338,4.148945,0.126398,3.938432,2,480
live,29,13229801752804,13229801914689,13229801998978,13229806184695,0.084289,4.185717,4.431891,0.161885,4.159904,3,480
live,30,13229811752804,13229811895456,13229811950529,13229814818597,0.055073,2.868068,3.065793,0.142652,2.845952,2,480
live,31,13229821752804,13229821878751,13229821950559,13229825856849,0.071808,3.90629,4.104045,0.125947,3.89008,3,480
live,32,13229831752804,13229831951070,13229832116545,13229836817244,0.165475,4.700699,5.06444,0.198266,4.675232,3,480
live,33,13229841752804,13229841994142,13229842099487,13229846328533,0.105345,4.229046,4.575729,0.241338,4.195392,2,480
live,34,13229851752804,13229851903708,13229851971485,13229854960962,0.067777,2.989477,3.208158,0.150904,2.96832,2,480
live,35,13229861752804,13229861862490,13229861941019,13229865718507,0.078529,3.777488,3.965703,0.109686,3.7688,0,480
live,36,13229871752804,13229871905209,13229871987227,13229876127663,0.082018,4.140436,4.374859,0.152405,4.10416,1,480
live,37,13229881752804,13229881894264,13229881961849,13229885129601,0.067585,3.167752,3.376797,0.14146,2.924608,0,480
live,38,13229891752804,13229891885655,13229891968856,13229896275023,0.083201,4.306167,4.522219,0.132851,4.281248,3,480
live,39,13229901752804,13229901924502,13229902020856,13229906416303,0.096354,4.395447,4.663499,0.171698,4.376768,0,480
live,40,13229911752804,13229911906709,13229911986198,13229916561168,0.079489,4.57497,4.808364,0.153905,4.304096,3,480
live,41,13229921752804,13229921897908,13229921949173,13229925620163,0.051265,3.67099,3.867359,0.145104,3.655392,0,480
live,42,13229931752804,13229931906227,13229931984148,13229936067976,0.077921,4.083828,4.315172,0.153423,4.050464,3,480
live,43,13229941752804,13229941905778,13229941964563,13229945299645,0.058785,3.335082,3.546841,0.152974,3.076896,3,480
live,44,13229951752804,13229951869008,13229951917361,13229955519743,0.048353,3.602382,3.766939,0.116204,3.604064,3,480
live,45,13229961752804,13229961915568,13229961996753,13229966246215,0.081185,4.249462,4.493411,0.162764,4.221792,0,480
live,46,13229971752804,13229971897263,13229971959407,13229974804307,0.062144,2.8449,3.051503,0.144459,2.8112,2,480
live,47,13229981752804,13229981884301,13229981961582,13229985861632,0.077281,3.90005,4.108828,0.131497,3.88832,0,480
live,48,13229991752804,13229991948461,13229992054222,13229995952800,0.105761,3.898578,4.199996,0.195657,3.895328,0,480
live,49,13230001752804,13230001917356,13230001974636,13230004833073,0.05728,2.858437,3.080269,0.164552,2.82656,2,480
live,50,13230011752804,13230011880298,13230011956171,13230015870525,0.075873,3.914354,4.117721,0.127494,3.912352,2,480
live,51,13230021752804,13230021890793,13230021952938,13230024807214,0.062145,2.854276,3.05441,0.137989,2.82288,0,480
live,52,13230031752804,13230031885704,13230031997033,13230035958876,0.111329,3.961843,4.206072,0.1329,3.961824,0,480
live,53,13230041752804,13230041958472,13230042363053,13230046801061,0.404581,4.438008,5.048257,0.205668,4.385664,0,480
live,54,13230051752804,13230051905670,13230051966503,13230054868396,0.060833,2.901893,3.115592,0.152866,2.883392,0,480
live,55,13230061752804,13230061887781,13230061959205,13230065980569,0.071424,4.021364,4.227765,0.134977,3.961536,0,480
live,56,13230071752804,13230071908868,13230072034885,13230075869846,0.126017,3.834961,4.117042,0.156064,3.830176,3,480
live,57,13230081752804,13230081896003,13230081964739,13230084909257,0.068736,2.944518,3.156453,0.143199,2.912448,0,480
