stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,13198939767202,13198940068354,13198940480551,13198945946221,0.412197,5.46567,6.179019,0.301152,5.43456,0,480
live,1,13198949767202,13198949924735,13198949993856,13198953441580,0.069121,3.447724,3.674378,0.157533,3.415904,0,480
live,2,13198959767202,13198959895774,13198959980895,13198965624071,0.085121,5.643176,5.856869,0.128572,4.409728,0,480
live,3,13198969767202,13198969920381,13198970000446,13198974516184,0.080065,4.515738,4.748982,0.153179,4.494624,0,480
live,4,13198979767202,13198979900476,13198979962205,13198982861314,0.061729,2.899109,3.094112,0.133274,2.878272,0,480
live,5,13198989767202,13198989890619,13198989967164,13198994247635,0.076545,4.280471,4.480433,0.123417,4.267264,0,480
live,6,13198999767202,13198999893210,13198999942779,13199002859808,0.049569,2.917029,3.092606,0.126008,2.890848,0,480
live,7,13199009767202,13199009869721,13199009910234,13199013497287,0.040513,3.587053,3.730085,0.102519,3.57216,0,480
live,8,13199019767202,13199019919257,13199019995866,13199024187759,0.076609,4.191893,4.420557,0.152055,4.16352,0,480
live,9,13199029767202,13199029899640,13199029952473,13199032913054,0.052833,2.960581,3.145852,0.132438,2.93392,0,480
live,10,13199039767202,13199039885431,13199039960344,13199044110733,0.074913,4.150389,4.343531,0.118229,4.125632,0,480
live,11,13199049767202,13199049900438,13199049952279,13199052780091,0.051841,2.827812,3.012889,0.133236,2.807104,0,480
live,12,13199059767202,13199059868629,13199059914998,13199063058782,0.046369,3.143784,3.29158,0.101427,3.147104,0,480
live,13,13199069767202,13199069884148,13199069955093,13199073846663,0.070945,3.89157,4.079461,0.116946,3.878048,0,480
live,14,13199079767202,13199079914804,13199080026165,13199083896934,0.111361,3.870769,4.129732,0.147602,3.87024,0,480
live,15,13199089767202,13199089981748,13199090054133,13199093739844,0.072385,3.685711,3.972642,0.214546,3.386208,0,480
live,16,13199099767202,13199099902770,13199099971251,13199102846391,0.068481,2.87514,3.079189,0.135568,2.865728,0,480
live,17,13199109767202,13199109885041,13199109959762,13199114125767,0.074721,4.166005,4.358565,0.117839,4.151264,0,480
live,18,13199119767202,13199119898640,13199119949617,13199122769781,0.050977,2.820164,3.002579,0.131438,2.794304,0,480
live,19,13199129767202,13199129870063,13199129928112,13199133796865,0.058049,3.868753,4.029663,0.102861,3.852352,0,480
live,20,13199139767202,13199139916591,13199140042096,13199146342464,0.125505,6.300368,6.575262,0.149389,6.160928,0,480
live,21,13199149767202,13199149931406,13199150032015,13199153237752,0.100609,3.205737,3.47055,0.164204,3.1176,0,480
live,22,13199159767202,13199159883853,13199159958157,13199163809406,0.074304,3.851249,4.042204,0.116651,3.796544,0,480
live,23,13199169767202,13199169913708,13199169998445,13199174109665,0.084737,4.11122,4.342463,0.146506,4.005568,0,480
live,24,13199179767202,13199179915499,13199179993036,13199184732712,0.077537,4.739676,4.96551,0.148297,3.965216,0,480
live,25,13199189767202,13199189913322,13199189976555,13199193161460,0.063233,3.184905,3.394258,0.14612,2.859328,0,480
live,26,13199199767202,13199199882537,13199199957546,13199203974141,0.075009,4.016595,4.206939,0.115335,3.963904,0,480
live,27,13199209767202,13199209917577,13199210000586,13199214060861,0.083009,4.060275,4.293659,0.150375,3.980288,0,480
live,28,13199219767202,13199219918536,13199220010121,13199225244172,0.091585,5.234051,5.47697,0.151334,3.929856,0,480
live,29,13199229767202,13199229903783,13199229972200,13199232916237,0.068417,2.944037,3.149035,0.136581,2.866784,0,480
