stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,13214237259277,13214237435627,13214237761903,13214243227476,0.326276,5.465573,5.968199,0.17635,5.440928,3,480
live,1,13214247259277,13214247480010,13214247879951,13214252955216,0.399941,5.075265,5.695939,0.220733,4.109216,0,480
live,2,13214257259277,13214257378440,13214257438057,13214260390510,0.059617,2.952453,3.131233,0.119163,2.94352,0,480
live,3,13214267259277,13214267374407,13214267435464,13214270987541,0.061057,3.552077,3.728264,0.11513,3.543104,3,480
live,4,13214277259277,13214277379718,13214277441191,13214280625039,0.061473,3.183848,3.365762,0.120441,2.902112,0,480
live,5,13214287259277,13214287370277,13214287428934,13214291171125,0.058657,3.742191,3.911848,0.111,3.732384,0,480
live,6,13214297259277,13214297394948,13214297466437,13214302750888,0.071489,5.284451,5.491611,0.135671,4.116704,3,480
live,7,13214307259277,13214307390947,13214307450180,13214310494123,0.059233,3.043943,3.234846,0.13167,3.019456,2,480
live,8,13214317259277,13214317385026,13214317444867,13214320527466,0.059841,3.082599,3.268189,0.125749,2.925792,2,480
live,9,13214327259277,13214327374113,13214327433570,13214331591959,0.059457,4.158389,4.332682,0.114836,4.134656,3,480
live,10,13214337259277,13214337376992,13214337435265,13214340359494,0.058273,2.924229,3.100217,0.117715,2.884896,0,480
live,11,13214347259277,13214347370399,13214347429632,13214351480467,0.059233,4.050835,4.22119,0.111122,4.025376,0,480
live,12,13214357259277,13214357397855,13214357477664,13214361950200,0.079809,4.472536,4.690923,0.138578,4.453216,1,480
live,13,13214367259277,13214367387293,13214367450782,13214370707976,0.063489,3.257194,3.448699,0.128016,2.998976,0,480
live,14,13214377259277,13214377370940,13214377447293,13214381571858,0.076353,4.124565,4.312581,0.111663,4.105984,1,480
live,15,13214387259277,13214387399164,13214387464700,13214391566417,0.065536,4.101717,4.30714,0.139887,4.063232,3,480
live,16,13214397259277,13214397382170,13214397432347,13214400826022,0.050177,3.393675,3.566745,0.122893,3.149856,3,480
live,17,13214407259277,13214407377209,13214407454554,13214411767345,0.077345,4.312791,4.508068,0.117932,4.30384,2,480
live,18,13214417259277,13214417398489,13214417464154,13214420427039,0.065665,2.962885,3.167762,0.139212,2.923456,1,480
live,19,13214427259277,13214427362551,13214427405624,13214430829155,0.043073,3.423531,3.569878,0.103274,3.421536,0,480
live,20,13214437259277,13214437383639,13214437459000,13214443510340,0.075361,6.05134,6.251063,0.124362,6.030624,3,480
live,21,13214447259277,13214447385974,13214447440790,13214450401436,0.054816,2.960646,3.142159,0.126697,2.926784,3,480
live,22,13214457259277,13214457357748,13214457410485,13214461278982,0.052737,3.868497,4.019705,0.098471,3.83968,0,480
live,23,13214467259277,13214467399668,13214467480821,13214471295877,0.081153,3.815056,4.0366,0.140391,3.787424,2,480
live,24,13214477259277,13214477378291,13214477427539,13214480217431,0.049248,2.789892,2.958154,0.119014,2.770592,2,480
live,25,13214487259277,13214487368018,13214487436594,13214491276227,0.068576,3.839633,4.01695,0.108741,3.833888,3,480
live,26,13214497259277,13214497397297,13214497473010,13214500331798,0.075713,2.858788,3.072521,0.13802,2.828992,1,480
live,27,13214507259277,13214507358543,13214507397488,13214510805691,0.038945,3.408203,3.546414,0.099266,3.406368,0,480
live,28,13214517259277,13214517392239,13214517470448,13214523543005,0.078209,6.072557,6.283728,0.132962,4.439328,2,480
live,29,13214527259277,13214527391502,13214527447087,13214530311475,0.055585,2.864388,3.052198,0.132225,2.838752,3,480
live,30,13214537259277,13214537358285,13214537416813,13214541549794,0.058528,4.132981,4.290517,0.099008,4.11488,2,480
live,31,13214547259277,13214547399052,13214547480589,13214551662946,0.081537,4.182357,4.403669,0.139775,4.162208,3,480
live,32,13214557259277,13214557381227,13214557429387,13214560224847,0.04816,2.79546,2.96557,0.12195,2.765184,3,480
live,33,13214567259277,13214567369226,13214567431883,13214571277147,0.062657,3.845264,4.01787,0.109949,3.834336,2,480
live,34,13214577259277,13214577405161,13214577500426,13214581673439,0.095265,4.173013,4.414162,0.145884,4.153952,2,480
live,35,13214587259277,13214587394376,13214587464425,13214590657202,0.070049,3.192777,3.397925,0.135099,2.884992,0,480
live,36,13214597259277,13214597360391,13214597412903,13214600759698,0.052512,3.346795,3.500421,0.101114,3.327392,1,480
live,37,13214607259277,13214607375974,13214607443015,13214611633244,0.067041,4.190229,4.373967,0.116697,4.170272,0,480
live,38,13214617259277,13214617409125,13214617485990,13214621749277,0.076865,4.263287,4.49,0.149848,4.239552,3,480
live,39,13214627259277,13214627390276,13214627454053,13214630405834,0.063777,2.951781,3.146557,0.130999,2.911328,0,480
live,40,13214637259277,13214637378307,13214637448324,13214643191053,0.070017,5.742729,5.931776,0.11903,5.7232,3,480
live,41,13214647259277,13214647410754,13214647494212,13214651446934,0.083458,3.952722,4.187657,0.151477,3.928352,0,480
live,42,13214657259277,13214657386817,13214657448002,13214660221541,0.061185,2.773539,2.962264,0.12754,2.754048,3,480
live,43,13214667259277,13214667363360,13214667415233,13214671067951,0.051873,3.652718,3.808674,0.104083,3.639232,3,480
live,44,13214677259277,13214677400319,13214677457344,13214681278417,0.057025,3.821073,4.01914,0.141042,3.78848,3,480
