baseline,candidate,baseline_case,candidate_case,boundary,baseline_median_ms,candidate_median_ms,speedup_median,time_reduction_percent,baseline_p95_ms,candidate_p95_ms,speedup_p95
cpu_4t,cpu_1t,replay_500_1_batch,replay_500_1_batch,host_input_output,4.428053,5.440593,0.8138916107122882,-22.866483305416608,5.455274599999999,7.484853849999999,0.7288418330305808
cpu_4t,cpu_1t,replay_500_1_sequential,replay_500_1_sequential,host_input_output,9.6396345,9.1721575,1.0509669616990331,4.84953034267015,10.036134449999999,12.780448149999996,0.7852724984452131
cpu_4t,cpu_1t,replay_500_4_batch,replay_500_4_batch,host_input_output,8.0768485,9.2444465,0.8736973598148899,-14.456108716165716,8.621570199999999,13.08423605,0.6589280541144013
cpu_4t,cpu_1t,replay_500_4_sequential,replay_500_4_sequential,host_input_output,13.3202545,12.929514000000001,1.0302208188180932,2.9334311893215004,13.648962099999999,17.0471182,0.8006609645024928
cpu_4t,cpu_1t,replay_750_1_batch,replay_750_1_batch,host_input_output,6.630287,8.18989,0.8095697256007102,-23.522405591190854,10.14144105,11.364710499999997,0.892362462730573
cpu_4t,cpu_1t,replay_750_1_sequential,replay_750_1_sequential,host_input_output,14.400219499999999,13.676883,1.0528875256153027,5.023093571594506,14.62139415,17.951233249999998,0.8145063877435832
cpu_4t,cpu_1t,replay_750_4_batch,replay_750_4_batch,host_input_output,12.005583000000001,13.5392495,0.8867244081734369,-12.774610779001726,20.495038549999997,17.7425624,1.1551340831130454
cpu_4t,cpu_1t,replay_750_4_sequential,replay_750_4_sequential,host_input_output,19.8526525,19.2455895,1.0315429672860892,3.057843278121153,20.18729765,23.5954628,0.8555584529581679
cpu_4t,cpu_1t,stream_1_baseline_live_age,stream_1_baseline_live_age,host_input_output,1.2797505,0.9988885000000001,1.2811745254850766,21.946621626637373,2.21240605,1.83639545,1.2047547003016152
cpu_4t,cpu_1t,stream_1_baseline_live_service,stream_1_baseline_live_service,host_input_output,1.0619805,0.7588090000000001,1.3995359833634022,28.547746404006467,1.94786075,1.5431213499999998,1.2622861772990182
cpu_4t,cpu_1t,stream_1_replay750_live_age,stream_1_replay750_live_age,host_input_output,1.8861985,0.9928385,1.8998039459589853,47.36298963232131,2.76124645,2.408888949999997,1.1462738662153784
cpu_4t,cpu_1t,stream_1_replay750_live_service,stream_1_replay750_live_service,host_input_output,1.6485474999999998,0.740761,2.225478258169639,55.06583826065066,2.151249,1.6441256,1.3084456564632287
cpu_4t,cpu_1t,stream_1_replay750_replay_age,stream_1_replay750_replay_age,host_input_output,17.541567,26.133147,0.6712382171194308,-48.97840654714598,21.787530099999998,32.5998,0.6683332443757323
cpu_4t,cpu_1t,stream_1_replay750_replay_service,stream_1_replay750_replay_service,host_input_output,16.284674,25.263021,0.6446051721209431,-55.13372266463546,20.436915399999997,31.6799331,0.6451060150755179
cpu_4t,cpu_1t,stream_4_baseline_live_age,stream_4_baseline_live_age,host_input_output,1.5205705,1.167432,1.3024917082965004,23.224079383363026,3.23245155,3.2527567,0.993757556475097
cpu_4t,cpu_1t,stream_4_baseline_live_service,stream_4_baseline_live_service,host_input_output,1.2796475,0.908715,1.4081945384416457,28.987084333771605,2.999783199999999,2.98381425,1.0053518579449103
cpu_4t,cpu_1t,stream_4_replay750_live_age,stream_4_replay750_live_age,host_input_output,2.043136,1.188462,1.7191428922422427,41.83147866808671,3.4635027999999997,3.624066549999999,0.9556951430707035
cpu_4t,cpu_1t,stream_4_replay750_live_service,stream_4_replay750_live_service,host_input_output,1.8057655000000001,0.9360275,1.9291799653322153,48.1645041950353,3.1294722499999996,3.11080185,1.0060017966107355
cpu_4t,cpu_1t,stream_4_replay750_replay_age,stream_4_replay750_replay_age,host_input_output,38.728469,44.658109,0.8672214266842332,-15.310804049599813,40.0863033,53.1584214,0.7540913037722372
cpu_4t,cpu_1t,stream_4_replay750_replay_service,stream_4_replay750_replay_service,host_input_output,37.336508,43.769066,0.8530341497348836,-17.22860102503425,38.8005259,52.1377132,0.7441930901564743
cpu_4t,cpu_1t,weights_das_1,weights_das_1,resident,0.250211,0.251011,0.9968128886781855,-0.31973014775528164,0.260803,0.2674414,0.9751781137849264
cpu_4t,cpu_1t,weights_das_4,weights_das_4,resident,0.800137,0.801961,0.9977255751838305,-0.227960961685314,0.8170362,0.9900584,0.8252404100606591
cpu_4t,cpu_1t,weights_mvdr_1,weights_mvdr_1,resident,4.822841,5.02134,0.9604689186551797,-4.115810577209578,4.9812814,6.261250999999999,0.7955728655503511
cpu_4t,cpu_1t,weights_mvdr_4,weights_mvdr_4,resident,5.8448530000000005,5.4763695,1.067286091634248,6.304410051031228,6.176151449999999,7.1978588,0.8580539882221639
cpu_4t,gpu_1t,audio_resident_1,audio_transfer_1,host_input_output,0.29494750000000003,2.3748005,0.12419885375634712,-705.1604099034573,0.31764719999999996,3.4328817,0.0925307737811064
cpu_4t,gpu_1t,audio_resident_1,audio_resident_1,resident,0.29494750000000003,1.9463455,0.15153912807361283,-559.895574636164,0.31764719999999996,2.581923049999999,0.12302736907670431
cpu_4t,gpu_1t,audio_resident_4,audio_transfer_4,host_input_output,0.366564,2.401264,0.15265460190966093,-555.0736024268613,0.3856824,3.18231685,0.12119547429728753
cpu_4t,gpu_1t,audio_resident_4,audio_resident_4,resident,0.366564,1.9666195,0.18639294484774507,-436.5009930053143,0.3856824,2.548824749999999,0.15131773967590362
cpu_4t,gpu_1t,beam_apply_1,beam_apply_1,resident,0.026945,0.957021,0.028155077056825295,-3451.757283354982,0.02829055,1.08715105,0.02602264883062938
cpu_4t,gpu_1t,beam_apply_4,beam_apply_4,resident,0.077121,0.88862,0.08678737818190002,-1052.2412831783822,0.07843455,1.08907055,0.07201971442529596
cpu_4t,gpu_1t,beam_select_1,beam_select_1,resident,0.119201,1.5575425,0.07653145901315694,-1206.6522092935463,0.13226759999999999,1.8277508499999997,0.07236631841807105
cpu_4t,gpu_1t,beam_select_4,beam_select_4,resident,0.192482,1.5849815,0.12144116508615399,-723.4440103490197,0.20349420000000001,2.1500629499999993,0.09464569397840193
cpu_4t,gpu_1t,fft_1024,fft_1024,resident,0.046976,0.073633,0.6379748210720736,-56.74599795640329,0.05244805,0.07920419999999999,0.6621877375189701
cpu_4t,gpu_1t,fft_2048,fft_2048,resident,0.062753,0.073601,0.852610698224209,-17.28682294073589,0.065249,0.078337,0.8329269693759015
cpu_4t,gpu_1t,fft_4096,fft_4096,resident,0.101185,0.07563349999999999,1.3378331030561854,25.252260710579634,0.1063098,0.08768739999999998,1.2123725871675979
cpu_4t,gpu_1t,fft_512,fft_512,resident,0.032,0.073185,0.4372480699596912,-128.703125,0.03379454999999999,0.08635459999999998,0.3913462629668831
cpu_4t,gpu_1t,replay_1000_1_batch,replay_transfer_1000_1_batch,host_input_output,11.0140195,2.892906,3.8072510824755454,73.73433014168896,18.12600005,4.1610513499999975,4.356110637759856
cpu_4t,gpu_1t,replay_1000_1_batch,replay_1000_1_batch,resident,11.0140195,1.985212,5.548031897852723,81.97559029199104,18.12600005,2.859243849999999,6.3394383273745625
cpu_4t,gpu_1t,replay_1000_1_sequential,replay_transfer_1000_1_sequential,host_input_output,19.1149795,147.60040650000002,0.12950492450032647,-672.171408815793,19.665609399999997,149.8883363,0.13120173247262867
cpu_4t,gpu_1t,replay_1000_1_sequential,replay_1000_1_sequential,resident,19.1149795,146.5531735,0.13043033489820674,-666.6928102120121,19.665609399999997,148.96257595,0.13201711419518453
cpu_4t,gpu_1t,replay_1000_4_batch,replay_transfer_1000_4_batch,host_input_output,18.686815,3.0321230000000003,6.162947545333747,83.7739978696209,29.662761999999997,4.56549175,6.49716692621337
cpu_4t,gpu_1t,replay_1000_4_batch,replay_1000_4_batch,resident,18.686815,1.9766035,9.454002788116078,89.42246980023081,29.662761999999997,2.4882906499999997,11.92093938061456
cpu_4t,gpu_1t,replay_1000_4_sequential,replay_transfer_1000_4_sequential,host_input_output,26.655742,147.5158905,0.18069742798319072,-453.41130815266746,27.818056849999998,149.4313043,0.18615949971334084
cpu_4t,gpu_1t,replay_1000_4_sequential,replay_1000_4_sequential,resident,26.655742,146.1610595,0.1823723917381702,-448.3286096481576,27.818056849999998,148.43761205,0.1874057152080142
cpu_4t,gpu_1t,replay_500_1_batch,replay_transfer_500_1_batch,host_input_output,4.428053,2.6338285,1.6812229801598702,40.51949016870395,5.455274599999999,3.1375649499999985,1.738696947134115
cpu_4t,gpu_1t,replay_500_1_batch,replay_500_1_batch,resident,4.428053,1.98182,2.234336619874661,55.24398646538332,5.455274599999999,2.3477984999999992,2.3235701871348846
cpu_4t,gpu_1t,replay_500_1_sequential,replay_transfer_500_1_sequential,host_input_output,9.6396345,71.3868565,0.13503374392175402,-640.5556351747567,10.036134449999999,79.72074345,0.12589112965679447
cpu_4t,gpu_1t,replay_500_1_sequential,replay_500_1_sequential,resident,9.6396345,70.72189800000001,0.13630339078286613,-633.6574638799843,10.036134449999999,79.3095888,0.12654377108559664
cpu_4t,gpu_1t,replay_500_4_batch,replay_transfer_500_4_batch,host_input_output,8.0768485,2.63154,3.069247854868252,67.41872773768135,8.621570199999999,2.71391845,3.1767978142453024
cpu_4t,gpu_1t,replay_500_4_batch,replay_500_4_batch,resident,8.0768485,1.975756,4.087978728142544,75.53803318212543,8.621570199999999,2.307442299999999,3.7364185444637132
cpu_4t,gpu_1t,replay_500_4_sequential,replay_transfer_500_4_sequential,host_input_output,13.3202545,71.19554149999999,0.18709394183061312,-434.4908500059063,13.648962099999999,79.70080265,0.1712525049457579
cpu_4t,gpu_1t,replay_500_4_sequential,replay_500_4_sequential,resident,13.3202545,70.821385,0.18808237794276403,-431.68192094227635,13.648962099999999,79.02036785,0.17272713948774662
cpu_4t,gpu_1t,replay_750_1_batch,replay_transfer_750_1_batch,host_input_output,6.630287,2.7589995,2.403149040077753,58.38793252841092,10.14144105,4.2703056499999965,2.3748747469633718
cpu_4t,gpu_1t,replay_750_1_batch,replay_750_1_batch,resident,6.630287,1.9883955,3.334491050698918,70.01041583871105,10.14144105,2.8173807,3.5995991063614508
cpu_4t,gpu_1t,replay_750_1_sequential,replay_transfer_750_1_sequential,host_input_output,14.400219499999999,108.098078,0.13321438980626463,-650.6696547229715,14.62139415,114.4241883,0.12778237160542744
cpu_4t,gpu_1t,replay_750_1_sequential,replay_750_1_sequential,resident,14.400219499999999,107.592532,0.13384032546050684,-647.1589721253904,14.62139415,113.51797485,0.12880245766646534
cpu_4t,gpu_1t,replay_750_4_batch,replay_transfer_750_4_batch,host_input_output,12.005583000000001,2.7417335,4.378829306349433,77.16284581931589,20.495038549999997,3.6293504499999996,5.647026604994841
cpu_4t,gpu_1t,replay_750_4_batch,replay_750_4_batch,resident,12.005583000000001,1.9849070000000002,6.048436022443369,83.46680040444517,20.495038549999997,2.139057299999998,9.581341533020185
cpu_4t,gpu_1t,replay_750_4_sequential,replay_transfer_750_4_sequential,host_input_output,19.8526525,108.80514500000001,0.18246060422969887,-448.06351443465803,20.18729765,114.4827508,0.17633484091648854
cpu_4t,gpu_1t,replay_750_4_sequential,replay_750_4_sequential,resident,19.8526525,107.76611750000001,0.1842197989548988,-442.8298183328399,20.18729765,113.90631925,0.17722719672552323
cpu_4t,gpu_1t,stream_1_baseline_live_age,stream_1_baseline_live_age,host_input_output,1.2797505,4.538754,0.2819607539866668,-254.65928710322837,2.21240605,7.330632149999999,0.301802901131794
cpu_4t,gpu_1t,stream_1_baseline_live_service,stream_1_baseline_live_service,host_input_output,1.0619805,4.265529000000001,0.24896806468787336,-301.6579400469219,1.94786075,6.996301,0.27841294278219303
cpu_4t,gpu_1t,stream_1_replay750_live_age,stream_1_replay750_live_age,host_input_output,1.8861985,4.222856999999999,0.4466640712673908,-123.88189790205004,2.76124645,7.81194205,0.35346478920692964
cpu_4t,gpu_1t,stream_1_replay750_live_service,stream_1_replay750_live_service,host_input_output,1.6485474999999998,3.985829,0.41360216406674744,-141.77823204972864,2.151249,7.1120518,0.30247937732961955
cpu_4t,gpu_1t,stream_1_replay750_replay_age,stream_1_replay750_replay_age,host_input_output,17.541567,9.506995,1.845122144273769,45.80304598785274,21.787530099999998,11.2019958,1.9449686010416105
cpu_4t,gpu_1t,stream_1_replay750_replay_service,stream_1_replay750_replay_service,host_input_output,16.284674,8.670131,1.878250051815826,46.75895262011386,20.436915399999997,10.1378854,2.0158952871966767
cpu_4t,gpu_1t,stream_4_baseline_live_age,stream_4_baseline_live_age,host_input_output,1.5205705,4.267621500000001,0.3563039740051923,-180.65923283399226,3.23245155,7.275058849999998,0.44431964285759706
cpu_4t,gpu_1t,stream_4_baseline_live_service,stream_4_baseline_live_service,host_input_output,1.2796475,4.0466940000000005,0.3162204752817979,-216.23505691997212,2.999783199999999,6.971355399999999,0.4303012868917857
cpu_4t,gpu_1t,stream_4_replay750_live_age,stream_4_replay750_live_age,host_input_output,2.043136,4.3273335,0.4721466464278753,-111.79860273618591,3.4635027999999997,7.524183249999998,0.4603161147091946
cpu_4t,gpu_1t,stream_4_replay750_live_service,stream_4_replay750_live_service,host_input_output,1.8057655000000001,4.087590499999999,0.44176771132039777,-126.36330686348805,3.1294722499999996,6.8596846,0.45621226521114394
cpu_4t,gpu_1t,stream_4_replay750_replay_age,stream_4_replay750_replay_age,host_input_output,38.728469,8.152518,4.750491688580141,78.94954742466065,40.0863033,10.935923399999998,3.665561821693082
cpu_4t,gpu_1t,stream_4_replay750_replay_service,stream_4_replay750_replay_service,host_input_output,37.336508,7.272961,5.1336048687735305,80.52051091655385,38.8005259,10.068123099999998,3.853799314392571
cpu_4t,gpu_1t,weights_das_1,weights_das_1,resident,0.250211,0.796378,0.3141862281479398,-218.28256951133244,0.260803,0.9064945499999998,0.28770498399576705
cpu_4t,gpu_1t,weights_das_4,weights_das_4,resident,0.800137,0.790443,1.012264008916519,1.2115425233428678,0.8170362,0.8393528,0.9734121337297021
cpu_4t,gpu_1t,weights_mvdr_1,weights_mvdr_1,resident,4.822841,2.277328,2.1177630099836304,52.780363275505046,4.9812814,2.9002315999999997,1.7175460745962499
cpu_4t,gpu_1t,weights_mvdr_4,weights_mvdr_4,resident,5.8448530000000005,2.2583665,2.5880887800983587,61.36144912455455,6.176151449999999,3.0949645999999964,1.9955483335738335
cpu_4t,gpu_4t,audio_resident_1,audio_transfer_1,host_input_output,0.29494750000000003,2.28331,0.1291754076319028,-674.1411607150426,0.31764719999999996,2.3239708,0.13668295660169222
cpu_4t,gpu_4t,audio_resident_1,audio_resident_1,resident,0.29494750000000003,1.9391935,0.15209802425596003,-557.4707363174801,0.31764719999999996,1.9769530499999999,0.16067513591180124
cpu_4t,gpu_4t,audio_resident_4,audio_transfer_4,host_input_output,0.366564,2.308254,0.1588057466812578,-529.7001342193996,0.3856824,2.34859,0.1642187014336261
cpu_4t,gpu_4t,audio_resident_4,audio_resident_4,resident,0.366564,1.9600415,0.1870184891493369,-434.70649054462524,0.3856824,1.99357,0.19346318413700045
cpu_4t,gpu_4t,beam_apply_1,beam_apply_1,resident,0.026945,0.9246840000000001,0.02913968447599396,-3331.7461495639272,0.02829055,1.0878246,0.026006536347863433
cpu_4t,gpu_4t,beam_apply_4,beam_apply_4,resident,0.077121,0.8910834999999999,0.0865474447680829,-1055.435614164754,0.07843455,1.0909931499999999,0.07189279786037155
cpu_4t,gpu_4t,beam_select_1,beam_select_1,resident,0.119201,1.5541800000000001,0.07669703637931256,-1203.831343696781,0.13226759999999999,1.5870354,0.08334256438136162
cpu_4t,gpu_4t,beam_select_4,beam_select_4,resident,0.192482,1.579765,0.12184217272822222,-720.733886805,0.20349420000000001,1.616669,0.12587251935925042
cpu_4t,gpu_4t,fft_1024,fft_1024,resident,0.046976,0.074497,0.6305757278816597,-58.58523501362396,0.05244805,0.08074275,0.6495697756145289
cpu_4t,gpu_4t,fft_2048,fft_2048,resident,0.062753,0.074657,0.8405507855927776,-18.969611014612852,0.065249,0.08074985,0.8080386527033797
cpu_4t,gpu_4t,fft_4096,fft_4096,resident,0.101185,0.076225,1.327451623483109,24.6676878984039,0.1063098,0.08230660000000001,1.2916315338016633
cpu_4t,gpu_4t,fft_512,fft_512,resident,0.032,0.073809,0.4335514639136149,-130.653125,0.03379454999999999,0.08099619999999999,0.41723624071252724
cpu_4t,gpu_4t,replay_1000_1_batch,replay_transfer_1000_1_batch,host_input_output,11.0140195,2.754292,3.9988568750154303,74.99285342648976,18.12600005,2.8815298499999997,6.290408565436169
cpu_4t,gpu_4t,replay_1000_1_batch,replay_1000_1_batch,resident,11.0140195,1.978729,5.5662091676020315,82.03445163684339,18.12600005,2.02836045,8.936281542070098
cpu_4t,gpu_4t,replay_1000_1_sequential,replay_transfer_1000_1_sequential,host_input_output,19.1149795,139.6320895,0.13689531946737787,-630.4851647892168,19.665609399999997,140.7043659,0.13976545272217453
cpu_4t,gpu_4t,replay_1000_1_sequential,replay_1000_1_sequential,resident,19.1149795,138.035464,0.13847875716924457,-622.1324197601153,19.665609399999997,138.7284308,0.14175615832021649
cpu_4t,gpu_4t,replay_1000_4_batch,replay_transfer_1000_4_batch,host_input_output,18.686815,2.7415399999999996,6.816174485872904,85.32901406687014,29.662761999999997,2.78825295,10.638475967540893
cpu_4t,gpu_4t,replay_1000_4_batch,replay_1000_4_batch,resident,18.686815,1.972074,9.475716935571382,89.44670881581479,29.662761999999997,2.0113764499999998,14.747493936304167
cpu_4t,gpu_4t,replay_1000_4_sequential,replay_transfer_1000_4_sequential,host_input_output,26.655742,139.28042349999998,0.19138182761197595,-422.51564972380055,27.818056849999998,140.3887522,0.19815018236197413
cpu_4t,gpu_4t,replay_1000_4_sequential,replay_1000_4_sequential,resident,26.655742,137.8212575,0.19340805971096295,-417.0415346156937,27.818056849999998,138.4298764,0.20095414063376274
cpu_4t,gpu_4t,replay_500_1_batch,replay_transfer_500_1_batch,host_input_output,4.428053,2.5653604999999997,1.726093856984233,42.06572279058087,5.455274599999999,2.6260852,2.0773410550426923
cpu_4t,gpu_4t,replay_500_1_batch,replay_500_1_batch,resident,4.428053,1.9863140000000001,2.229281473120564,55.14249716523266,5.455274599999999,2.0235172,2.695936856874752
cpu_4t,gpu_4t,replay_500_1_sequential,replay_transfer_500_1_sequential,host_input_output,9.6396345,71.3517365,0.135100208808513,-640.1913060085423,10.036134449999999,72.32622085,0.13876204690432126
cpu_4t,gpu_4t,replay_500_1_sequential,replay_500_1_sequential,resident,9.6396345,69.749537,0.13820356255554786,-623.5703490625085,10.036134449999999,70.33709234999999,0.14268622876902304
cpu_4t,gpu_4t,replay_500_4_batch,replay_transfer_500_4_batch,host_input_output,8.0768485,2.558642,3.1566934725530187,68.32128273793919,8.621570199999999,2.60137575,3.3142348620725013
cpu_4t,gpu_4t,replay_500_4_batch,replay_500_4_batch,resident,8.0768485,1.9770975000000002,4.0852049532205665,75.52142398114809,8.621570199999999,2.0119492,4.285182846564912
cpu_4t,gpu_4t,replay_500_4_sequential,replay_transfer_500_4_sequential,host_input_output,13.3202545,71.10146900000001,0.18734148094746114,-433.78461349968956,13.648962099999999,72.17525555,0.18910860787385184
cpu_4t,gpu_4t,replay_500_4_sequential,replay_500_4_sequential,resident,13.3202545,70.05851100000001,0.19013042540969788,-425.95474808683275,13.648962099999999,70.81696425,0.19273576952290777
cpu_4t,gpu_4t,replay_750_1_batch,replay_transfer_750_1_batch,host_input_output,6.630287,2.6707704999999997,2.4825371554762943,59.71862907291947,10.14144105,2.727772,3.7178477710013884
cpu_4t,gpu_4t,replay_750_1_batch,replay_750_1_batch,resident,6.630287,1.986138,3.3382811264876864,70.04446413858103,10.14144105,2.0155027999999997,5.031717668663125
cpu_4t,gpu_4t,replay_750_1_sequential,replay_transfer_750_1_sequential,host_input_output,14.400219499999999,105.09594799999999,0.1370197402853248,-629.821847507255,14.62139415,106.42990985,0.13738049924694173
cpu_4t,gpu_4t,replay_750_1_sequential,replay_750_1_sequential,resident,14.400219499999999,103.7080535,0.1388534353313265,-620.1838381699669,14.62139415,104.2690618,0.1402275411094185
cpu_4t,gpu_4t,replay_750_4_batch,replay_transfer_750_4_batch,host_input_output,12.005583000000001,2.6543384999999997,4.523003754042675,77.89079880585558,20.495038549999997,2.6982405,7.595704886202693
cpu_4t,gpu_4t,replay_750_4_batch,replay_750_4_batch,resident,12.005583000000001,1.980441,6.062075568017428,83.50399976410975,20.495038549999997,2.0822238000000004,9.842860575313756
cpu_4t,gpu_4t,replay_750_4_sequential,replay_transfer_750_4_sequential,host_input_output,19.8526525,105.23920749999999,0.1886431204833997,-430.10149399431634,20.18729765,106.2130432,0.1900642053159814
cpu_4t,gpu_4t,replay_750_4_sequential,replay_750_4_sequential,resident,19.8526525,104.0490345,0.19080092953673683,-424.1064613406194,20.18729765,104.5498856,0.19308770673585512
cpu_4t,gpu_4t,stream_1_baseline_live_age,stream_1_baseline_live_age,host_input_output,1.2797505,4.224428,0.30294054011572696,-230.0977807783626,2.21240605,5.9338006000000005,0.3728480613251479
cpu_4t,gpu_4t,stream_1_baseline_live_service,stream_1_baseline_live_service,host_input_output,1.0619805,4.0164670000000005,0.26440662901002293,-278.2053436951056,1.94786075,5.71444645,0.34086604311428975
cpu_4t,gpu_4t,stream_1_replay750_live_age,stream_1_replay750_live_age,host_input_output,1.8861985,4.009098,0.4704795193332765,-112.54910339500324,2.76124645,6.03454435,0.4575733128881553
cpu_4t,gpu_4t,stream_1_replay750_live_service,stream_1_replay750_live_service,host_input_output,1.6485474999999998,3.8236005,0.43115056083918807,-131.93753895474654,2.151249,5.623871999999999,0.38252097487282793
cpu_4t,gpu_4t,stream_1_replay750_replay_age,stream_1_replay750_replay_age,host_input_output,17.541567,13.139063,1.3350698600044768,25.097552573267834,21.787530099999998,16.549564999999998,1.3165016784429078
cpu_4t,gpu_4t,stream_1_replay750_replay_service,stream_1_replay750_replay_service,host_input_output,16.284674,11.85295,1.373892069062976,27.214078709834777,20.436915399999997,15.183639099999997,1.3459826900126992
cpu_4t,gpu_4t,stream_4_baseline_live_age,stream_4_baseline_live_age,host_input_output,1.5205705,4.0777719999999995,0.37289247657789604,-168.17382028653057,3.23245155,5.78483025,0.5587807092524453
cpu_4t,gpu_4t,stream_4_baseline_live_service,stream_4_baseline_live_service,host_input_output,1.2796475,3.8928495,0.3287174343626693,-204.21264449780114,2.999783199999999,5.5308044,0.5423773800425846
cpu_4t,gpu_4t,stream_4_replay750_live_age,stream_4_replay750_live_age,host_input_output,2.043136,4.068866,0.5021389251943909,-99.14807433279034,3.4635027999999997,6.10239865,0.5675641659366191
cpu_4t,gpu_4t,stream_4_replay750_live_service,stream_4_replay750_live_service,host_input_output,1.8057655000000001,3.865953,0.4670945301197402,-114.08942634024184,3.1294722499999996,5.7597562,0.5433341518864981
cpu_4t,gpu_4t,stream_4_replay750_replay_age,stream_4_replay750_replay_age,host_input_output,38.728469,11.714543,3.306016205668458,69.7521143941941,40.0863033,15.874086399999996,2.525266795826436
cpu_4t,gpu_4t,stream_4_replay750_replay_service,stream_4_replay750_replay_service,host_input_output,37.336508,10.597319,3.5232031799741046,71.61673769812646,38.8005259,14.790197899999995,2.6233946403110675
cpu_4t,gpu_4t,weights_das_1,weights_das_1,resident,0.250211,0.795034,0.3147173579997837,-217.74542286310356,0.260803,0.8250046000000001,0.3161230858591576
cpu_4t,gpu_4t,weights_das_4,weights_das_4,resident,0.800137,0.788266,1.0150596372290572,1.4836209299157521,0.8170362,0.8187428499999999,0.997915523781368
cpu_4t,gpu_4t,weights_mvdr_1,weights_mvdr_1,resident,4.822841,2.2767014999999997,2.1183457734797475,52.793353544103994,4.9812814,2.3175148,2.1494065108020024
cpu_4t,gpu_4t,weights_mvdr_4,weights_mvdr_4,resident,5.8448530000000005,2.2563975,2.5903472238379988,61.39513688368211,6.176151449999999,2.3045196,2.68001688942025
