09-13-2026 11:53:55 RAM 3585/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [77%@1728,18%@1728,14%@1728,0%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@665 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.687C Tboard@36C SOC2@42.031C Tdiode@36.25C SOC0@42.593C CV1@-256C GPU@-256C tj@45.687C SOC1@41.906C CV2@-256C VDD_GPU_SOC 2394mW/2394mW VDD_CPU_CV 798mW/798mW VIN_SYS_5V0 2918mW/2918mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:53:56 RAM 3580/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [27%@1728,31%@1728,4%@1728,43%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@665 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.343C Tboard@36C SOC2@42.031C Tdiode@36.25C SOC0@42.5C CV1@-256C GPU@-256C tj@45.343C SOC1@41.843C CV2@-256C VDD_GPU_SOC 2394mW/2394mW VDD_CPU_CV 798mW/798mW VIN_SYS_5V0 2918mW/2918mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:53:56 RAM 3580/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,17%@729,0%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.281C Tboard@36C SOC2@41.937C Tdiode@36.25C SOC0@42.625C CV1@-256C GPU@-256C tj@45.343C SOC1@42.031C CV2@-256C VDD_GPU_SOC 1995mW/2261mW VDD_CPU_CV 399mW/665mW VIN_SYS_5V0 2918mW/2918mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:53:56 RAM 3580/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [22%@729,0%@729,4%@729,0%@729,4%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 3%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.343C Tboard@36C SOC2@41.968C Tdiode@36.25C SOC0@42.593C CV1@-256C GPU@-256C tj@45.343C SOC1@41.75C CV2@-256C VDD_GPU_SOC 1995mW/2194mW VDD_CPU_CV 399mW/598mW VIN_SYS_5V0 2817mW/2892mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/578mW NC 0mW/0mW
09-13-2026 11:53:56 RAM 3580/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,25%@729,4%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 3%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.25C Tboard@36C SOC2@42C Tdiode@36.25C SOC0@42.468C CV1@-256C GPU@-256C tj@45.25C SOC1@41.906C CV2@-256C VDD_GPU_SOC 1995mW/2154mW VDD_CPU_CV 399mW/558mW VIN_SYS_5V0 2616mW/2837mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/542mW NC 0mW/0mW
09-13-2026 11:53:57 RAM 3580/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,21%@729,4%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.437C Tboard@36C SOC2@41.906C Tdiode@36.25C SOC0@42.75C CV1@-256C GPU@-256C tj@45.437C SOC1@41.875C CV2@-256C VDD_GPU_SOC 1995mW/2128mW VDD_CPU_CV 0mW/465mW VIN_SYS_5V0 2616mW/2800mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/519mW NC 0mW/0mW
09-13-2026 11:53:57 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [8%@729,25%@729,33%@729,0%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.312C Tboard@36C SOC2@41.937C Tdiode@36.25C SOC0@42.625C CV1@-256C GPU@-256C tj@45.406C SOC1@41.812C CV2@-256C VDD_GPU_SOC 1995mW/2109mW VDD_CPU_CV 399mW/456mW VIN_SYS_5V0 2616mW/2774mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/502mW NC 0mW/0mW
09-13-2026 11:53:57 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,21%@729,0%@729,0%@729,4%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.218C Tboard@36C SOC2@41.968C Tdiode@36.25C SOC0@42.625C CV1@-256C GPU@-256C tj@45.312C SOC1@42C CV2@-256C VDD_GPU_SOC 1995mW/2094mW VDD_CPU_CV 0mW/399mW VIN_SYS_5V0 2616mW/2754mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/490mW NC 0mW/0mW
09-13-2026 11:53:57 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [0%@729,29%@729,4%@729,0%@729,0%@729,0%@729,0%@729,4%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.312C Tboard@36C SOC2@41.937C Tdiode@36.25C SOC0@42.656C CV1@-256C GPU@-256C tj@45.312C SOC1@41.875C CV2@-256C VDD_GPU_SOC 1995mW/2083mW VDD_CPU_CV 0mW/354mW VIN_SYS_5V0 2512mW/2727mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/480mW NC 0mW/0mW
09-13-2026 11:53:57 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,25%@729,4%@729,0%@729,0%@729,0%@729,0%@729,13%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.187C Tboard@36C SOC2@42.031C Tdiode@36.25C SOC0@42.593C CV1@-256C GPU@-256C tj@45.187C SOC1@41.937C CV2@-256C VDD_GPU_SOC 1995mW/2074mW VDD_CPU_CV 0mW/319mW VIN_SYS_5V0 2512mW/2705mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/472mW NC 0mW/0mW
09-13-2026 11:53:58 RAM 3589/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [8%@729,30%@729,17%@729,4%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.218C Tboard@36C SOC2@41.906C Tdiode@36.25C SOC0@42.562C CV1@-256C GPU@-256C tj@45.218C SOC1@41.843C CV2@-256C VDD_GPU_SOC 1995mW/2067mW VDD_CPU_CV 0mW/290mW VIN_SYS_5V0 2516mW/2688mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/466mW NC 0mW/0mW
