timestamp_ns,emc_percent,emc_mhz,gpu_percent,ram_reported_mb,swap_reported_mb
14351624262490,2.0,204.0,0.0,2397.0,0.0
14351851228441,2.0,204.0,0.0,2397.0,0.0
14352082266100,1.0,204.0,0.0,2397.0,0.0
14352312686118,1.0,204.0,0.0,2397.0,0.0
14352542453870,1.0,204.0,0.0,2397.0,0.0
14352772111572,1.0,204.0,0.0,2397.0,0.0
14352996881489,1.0,204.0,0.0,2397.0,0.0
14353222961570,1.0,204.0,0.0,2397.0,0.0
14353445668992,0.0,204.0,0.0,2397.0,0.0
14353674198772,0.0,204.0,0.0,2397.0,0.0
14353896966964,0.0,204.0,0.0,2397.0,0.0
14354119866484,0.0,204.0,0.0,2397.0,0.0
14354346860177,1.0,204.0,0.0,2397.0,0.0
14354570795904,0.0,204.0,0.0,2397.0,0.0
14354795545244,0.0,204.0,0.0,2397.0,0.0
14355081768260,0.0,665.0,0.0,2397.0,0.0
14355306736770,0.0,204.0,0.0,2397.0,0.0
14355531107607,0.0,204.0,0.0,2397.0,0.0
14355752672291,0.0,204.0,0.0,2397.0,0.0
14355975537441,0.0,204.0,0.0,2397.0,0.0
14356201034726,0.0,204.0,0.0,2397.0,0.0
14356426787663,0.0,204.0,0.0,2397.0,0.0
14356654102286,0.0,204.0,0.0,2397.0,0.0
14356880700035,0.0,204.0,0.0,2397.0,0.0
14357103716578,0.0,204.0,0.0,2397.0,0.0
14357326282843,0.0,204.0,0.0,2397.0,0.0
14357548856499,0.0,204.0,0.0,2397.0,0.0
14357772668190,0.0,204.0,0.0,2397.0,0.0
14357995142549,0.0,204.0,0.0,2397.0,0.0
14358217946800,0.0,204.0,0.0,2397.0,0.0
14358439753405,0.0,204.0,0.0,2398.0,0.0
14358663229057,0.0,204.0,0.0,2398.0,0.0
14358887642420,0.0,204.0,0.0,2398.0,0.0
14359113932962,0.0,204.0,0.0,2398.0,0.0
14359345421052,0.0,204.0,0.0,2398.0,0.0
14359574223823,0.0,204.0,0.0,2398.0,0.0
14359801633933,0.0,204.0,0.0,2398.0,0.0
14360028703174,0.0,204.0,0.0,2398.0,0.0
14360257743771,0.0,204.0,0.0,2398.0,0.0
14360480175023,0.0,204.0,0.0,2398.0,0.0
14360704798467,0.0,204.0,0.0,2398.0,0.0
14360929735035,0.0,204.0,0.0,2398.0,0.0
14361155180890,0.0,204.0,0.0,2398.0,0.0
14361379993808,0.0,204.0,0.0,2398.0,0.0
14361609359177,0.0,204.0,0.0,2398.0,0.0
14361838048696,0.0,204.0,0.0,2398.0,0.0
14362066317217,0.0,204.0,0.0,2398.0,0.0
14362294637065,0.0,204.0,0.0,2398.0,0.0
14362523933632,0.0,204.0,0.0,2398.0,0.0
14362754320487,0.0,204.0,0.0,2398.0,0.0
14362984043973,0.0,204.0,0.0,2398.0,0.0
14363213905987,0.0,204.0,0.0,2398.0,0.0
14363442488526,0.0,204.0,0.0,2398.0,0.0
14363672507119,0.0,204.0,0.0,2398.0,0.0
14363898707480,0.0,204.0,0.0,2398.0,0.0
14364123779951,0.0,204.0,0.0,2398.0,0.0
14364352435354,0.0,204.0,0.0,2398.0,0.0
14364575727319,0.0,204.0,0.0,2398.0,0.0
14364816443636,0.0,204.0,0.0,2398.0,0.0
14365044170642,0.0,204.0,0.0,2398.0,0.0
14365272868221,0.0,204.0,0.0,2398.0,0.0
14365501954478,0.0,204.0,0.0,2398.0,0.0
14365731660744,0.0,204.0,0.0,2398.0,0.0
14365961667943,0.0,204.0,0.0,2398.0,0.0
14366190259568,0.0,204.0,0.0,2398.0,0.0
14366420572690,0.0,204.0,0.0,2398.0,0.0
