round,sample,wall_ms,read_bytes,write_bytes,effective_MB_s,effective_Mb_s
0,0,2.025306,65664,4104,34.44812783845996,275.5850227076797
0,1,1.502067,65664,4104,46.447994663353896,371.58395730683117
0,2,1.317265,65664,4104,52.96428584984798,423.71428679878386
0,3,1.4068019999999999,65664,4104,49.593332963700654,396.74666370960523
0,4,1.521619,65664,4104,45.851162478912265,366.8092998312981
0,5,2.104155,65664,4104,33.157253149126376,265.258025193011
0,6,1.313521,65664,4104,53.115252820472605,424.92202256378084
0,7,1.321264,65664,4104,52.80398164182177,422.43185313457417
0,8,1.322096,65664,4104,52.77075189698781,422.1660151759025
0,9,1.320945,65664,4104,52.816733474898655,422.53386779918924
0,10,1.330257,65664,4104,52.447008360038694,419.57606688030955
0,11,1.319889,65664,4104,52.85899041510309,422.8719233208247
0,12,1.6385480000000001,65664,4104,42.57916155034823,340.63329240278586
0,13,1.256559,65664,4104,55.523059402702145,444.18447522161716
0,14,1.318481,65664,4104,52.91543829603915,423.3235063683132
0,15,1.323825,65664,4104,52.70182992465016,421.6146393972013
0,16,1.327281,65664,4104,52.5646038781539,420.5168310252312
0,17,1.3204,65664,4104,52.838533777643136,422.7082702211451
0,18,1.322416,65664,4104,52.757982359560074,422.0638588764806
0,19,1.3299690000000002,65664,4104,52.45836557092684,419.6669245674147
0,20,1.327153,65664,4104,52.56967357945919,420.55738863567353
0,21,1.3181289999999999,65664,4104,52.92956910894154,423.43655287153234
0,22,1.3226399999999998,65664,4104,52.7490473598258,421.9923788786064
0,23,1.3225120000000001,65664,4104,52.75415270334031,422.0332216267225
0,24,1.323473,65664,4104,52.715846866539785,421.7267749323183
0,25,1.334097,65664,4104,52.296047438829405,418.36837951063524
0,26,1.322193,65664,4104,52.76688047811477,422.13504382491817
0,27,1.3248170000000001,65664,4104,52.66236770814384,421.2989416651507
0,28,1.32808,65664,4104,52.53297994096741,420.26383952773926
0,29,1.323248,65664,4104,52.72481046636761,421.79848373094086
0,30,1.3259050000000001,65664,4104,52.61915446430928,420.95323571447426
0,31,1.321745,65664,4104,52.78476559396858,422.27812475174863
0,32,1.327985,65664,4104,52.53673799026344,420.2939039221075
0,33,1.331217,65664,4104,52.40918648124235,419.2734918499388
0,34,1.326865,65664,4104,52.58108398367581,420.6486718694065
0,35,1.322832,65664,4104,52.74139119706811,421.9311295765449
0,36,1.32184,65664,4104,52.780971978454275,422.2477758276342
0,37,1.321649,65664,4104,52.78859969628849,422.30879757030795
0,38,1.323633,65664,4104,52.7094746051209,421.6757968409672
0,39,1.331441,65664,4104,52.40036922402119,419.2029537921695
0,40,1.323472,65664,4104,52.715886698018544,421.72709358414835
0,41,1.32296,65664,4104,52.736288323154135,421.8903065852331
0,42,1.3230250000000001,65664,4104,52.73369739800835,421.8695791840668
0,43,1.321329,65664,4104,52.80138406104763,422.411072488381
0,44,1.324529,65664,4104,52.67381839129229,421.39054713033835
0,45,1.318608,65664,4104,52.91034181500491,423.2827345200393
0,46,1.32488,65664,4104,52.6598635348107,421.2789082784856
0,47,1.320561,65664,4104,52.83209181552385,422.6567345241908
0,48,1.329617,65664,4104,52.47225328797691,419.7780263038153
0,49,1.323409,65664,4104,52.718396202534514,421.7471696202761
0,50,1.3185440000000002,65664,4104,52.91290999769443,423.3032799815554
0,51,1.330992,65664,4104,52.418046088932165,419.3443687114573
0,52,1.32504,65664,4104,52.6535047998551,421.2280383988408
0,53,1.326705,65664,4104,52.58742523771298,420.6994019017038
0,54,1.330513,65664,4104,52.43691718908421,419.4953375126737
0,55,1.325041,65664,4104,52.65346506259052,421.22772050072416
0,56,1.323441,65664,4104,52.71712150371645,421.7369720297316
0,57,1.326032,65664,4104,52.61411489315492,420.91291914523936
0,58,1.316144,65664,4104,53.009397148032434,424.0751771842595
0,59,1.3192169999999999,65664,4104,52.885916418602854,423.08733134882283
0,60,1.319953,65664,4104,52.856427463705145,422.85141970964116
0,61,1.3210400000000002,65664,4104,52.812935263126015,422.5034821050081
0,62,1.323696,65664,4104,52.70696594988577,421.65572759908616
0,63,1.3260329999999998,65664,4104,52.6140752153227,420.9126017225816
0,64,1.321553,65664,4104,52.79243435564067,422.3394748451254
0,65,1.322065,65664,4104,52.77198927435489,422.1759141948391
0,66,1.328016,65664,4104,52.53551162034193,420.28409296273543
0,67,1.326352,65664,4104,52.60142104056841,420.8113683245473
0,68,1.325297,65664,4104,52.64329429554281,421.14635436434247
0,69,1.3127849999999999,65664,4104,53.14503136461797,425.16025091694377
0,70,1.320145,65664,4104,52.848740100519265,422.7899208041541
0,71,1.335217,65664,4104,52.252180731671324,418.0174458533706
0,72,1.312496,65664,4104,53.15673343004474,425.2538674403579
0,73,1.318384,65664,4104,52.91933154528574,423.35465236228595
0,74,1.334417,65664,4104,52.28350658002708,418.26805264021664
0,75,1.310641,65664,4104,53.23196817435133,425.85574539481064
0,76,1.323825,65664,4104,52.70182992465016,421.6146393972013
0,77,1.326384,65664,4104,52.600151992183264,420.8012159374661
0,78,1.324432,65664,4104,52.67767616608478,421.42140932867824
0,79,1.3257130000000001,65664,4104,52.62677517682937,421.01420141463495
0,80,1.3167529999999998,65664,4104,52.98488023190379,423.8790418552303
0,81,1.3123360000000002,65664,4104,53.16321429877714,425.30571439021713
0,82,1.31656,65664,4104,52.99264750562071,423.9411800449657
0,83,1.317809,65664,4104,52.94242185324276,423.5393748259421
0,84,1.316113,65664,4104,53.010645742424856,424.08516593939885
0,85,1.325648,65664,4104,52.62935560571132,421.03484484569054
0,86,1.327248,65664,4104,52.56591081696864,420.5272865357491
0,87,1.320272,65664,4104,52.84365645866912,422.749251669353
0,88,1.7636699999999998,65664,4104,39.558420793005496,316.46736634404397
0,89,1.3022559999999999,65664,4104,53.57471956358811,428.5977565087049
0,90,1.316017,65664,4104,53.01451273045865,424.1161018436692
0,91,1.3124639999999999,65664,4104,53.158029477379955,425.26423581903964
0,92,1.328016,65664,4104,52.53551162034193,420.28409296273543
0,93,1.316113,65664,4104,53.010645742424856,424.08516593939885
0,94,1.313713,65664,4104,53.10748999210634,424.8599199368507
0,95,1.3222559999999999,65664,4104,52.764366355683016,422.11493084546413
0,96,1.314384,65664,4104,53.08037833692437,424.64302669539495
0,97,1.314193,65664,4104,53.08809284481046,424.7047427584837
0,98,1.31352,65664,4104,53.11529325781107,424.92234606248854
0,99,1.3153119999999998,65664,4104,53.042928217791676,424.3434257423334
0,100,1.386674,65664,4104,50.31319545906247,402.50556367249976
0,101,1.2643039999999999,65664,4104,55.182930687556166,441.4634455004493
0,102,1.3418729999999999,65664,4104,51.99299784703918,415.9439827763134
0,103,1.30472,65664,4104,53.47354221595438,427.78833772763505
0,104,1.3204639999999999,65664,4104,52.83597280955785,422.6877824764628
0,105,1.3305770000000001,65664,4104,52.434395003070094,419.47516002456075
0,106,1.315953,65664,4104,53.01709103592606,424.13672828740846
0,107,1.353585,65664,4104,51.54312436972927,412.34499495783416
0,108,1.302737,65664,4104,53.55493856396187,428.43950851169495
0,109,1.3436649999999999,65664,4104,51.92365656618279,415.38925252946234
0,110,1.306672,65664,4104,53.39365961771584,427.1492769417267
0,111,1.345904,65664,4104,51.837278141680244,414.69822513344195
0,112,1.3142880000000001,65664,4104,53.0842555056426,424.6740440451408
0,113,1.344369,65664,4104,51.896465925649885,415.1717274051991
0,114,1.302705,65664,4104,53.55625410204153,428.4500328163322
0,115,1.347825,65664,4104,51.76339658338434,414.10717266707474
0,116,1.312593,65664,4104,53.152805172662056,425.22244138129645
0,117,1.342801,65664,4104,51.9570658645622,415.6565269164976
0,118,1.31032,65664,4104,53.245008852799316,425.9600708223945
0,119,1.3374890000000001,65664,4104,52.163419661769176,417.3073572941534
0,120,1.310225,65664,4104,53.24886946898434,425.9909557518747
0,121,1.339377,65664,4104,52.08988955312805,416.7191164250244
0,122,1.306448,65664,4104,53.402814348523634,427.2225147881891
0,123,1.3461930000000002,65664,4104,51.8261497422732,414.6091979381856
0,124,1.31272,65664,4104,53.14766286793832,425.1813029435066
0,125,1.5044030000000002,65664,4104,46.37587135893772,371.0069708715018
0,126,1.255439,65664,4104,55.572592535360144,444.58074028288115
0,127,1.316432,65664,4104,52.99780011424821,423.98240091398566
0,128,1.323409,65664,4104,52.718396202534514,421.7471696202761
0,129,1.343377,65664,4104,51.93478822400562,415.478305792045
0,130,1.304273,65664,4104,53.49186865019823,427.9349492015858
0,131,1.317744,65664,4104,52.94503332969074,423.5602666375259
0,132,1.311153,65664,4104,53.21118130378377,425.68945043027014
0,133,1.3371050000000002,65664,4104,52.1784003500099,417.4272028000792
0,134,1.294992,65664,4104,53.87523629489603,431.0018903591682
0,135,1.3339999999999999,65664,4104,52.29985007496252,418.39880059970017
0,136,1.300272,65664,4104,53.656465724094645,429.25172579275716
0,137,1.3312490000000001,65664,4104,52.40792669140033,419.2634135312026
0,138,1.2980319999999999,65664,4104,53.749060115621184,429.99248092496947
0,139,1.334417,65664,4104,52.28350658002708,418.26805264021664
0,140,1.3059370000000001,65664,4104,53.423710332121686,427.3896826569735
0,141,1.333521,65664,4104,52.31863615196161,418.5490892156929
0,142,1.308208,65664,4104,53.33096877560755,426.6477502048604
0,143,1.335824,65664,4104,52.22843727916253,417.8274982333002
0,144,1.302673,65664,4104,53.55756970475323,428.4605576380258
0,145,1.337201,65664,4104,52.17465437133235,417.3972349706588
0,146,1.297552,65664,4104,53.768943364119515,430.1515469129561
0,147,1.3324960000000001,65664,4104,52.35888137750507,418.87105102004057
0,148,1.2985769999999999,65664,4104,53.72650216352207,429.81201730817656
0,149,1.333553,65664,4104,52.31738071152778,418.53904569222226
0,150,1.297488,65664,4104,53.771595575450405,430.17276460360324
0,151,1.337521,65664,4104,52.162171659360865,417.2973732748869
0,152,1.3043690000000001,65664,4104,53.4879317125752,427.9034537006016
0,153,1.332241,65664,4104,52.368903223966235,418.9512257917299
0,154,1.4251699999999998,65664,4104,48.95415985461384,391.63327883691073
0,155,1.333777,65664,4104,52.308594315241606,418.46875452193285
0,156,1.2980319999999999,65664,4104,53.749060115621184,429.99248092496947
0,157,1.4619380000000002,65664,4104,47.722954051403,381.783632411224
0,158,1.398994,65664,4104,49.87012095834579,398.9609676667663
0,159,3.692686,65664,4104,18.893564196901657,151.14851357521326
0,160,1.324465,65664,4104,52.676363663818975,421.4109093105518
0,161,1.355857,65664,4104,51.4567539202143,411.6540313617144
0,162,1.480499,65664,4104,47.124651891017834,376.99721512814267
0,163,1.28728,65664,4104,54.19799888136225,433.583991050898
0,164,1.372753,65664,4104,50.82341834255689,406.58734674045513
