accepted,expected_hops,completed_hops,dropped_hops,late_hops,late_percent,age_p99_ms,age_max_ms,service_p95_ms,service_median_ms,replay_expected,replay_completed,replay_dropped,replay_late,people,beams_per_person,candidate_beams,selected_streams,origin_ns,elapsed_s,process_cpu_percent_one_core,shared_history_bytes,backend,threads,modeled_live_access_MB_s,sampled_rss_peak_bytes,sampled_rss_increase_bytes,cupy_reserved_bytes,cupy_used_bytes,directory
False,1500,1500,0,48,3.2,11.405665119999998,15.492884,5.050783199999916,2.004121,15,15,0,0,4,4,16,4,16121528539762,15.062526902,38.83874747129962,1169408,cpu,4,138.93764397009141,84111360,31825920,,,cpu_4t_people4_beams4_round1
False,1500,1500,0,52,3.466666666666667,11.604025399999998,14.794547,5.374497399999884,2.045482,15,15,0,0,4,4,16,4,16139005537975,15.06830166,39.66174110591202,1169408,cpu,4,138.88439767272354,87486464,35037184,,,cpu_4t_people4_beams4_round2
True,1500,1500,0,4,0.26666666666666666,7.574196619999996,12.762128,5.266634999999998,1.6996055,15,15,0,0,8,1,8,8,16156374500637,15.049456012,33.522913646539656,1169408,cpu,4,85.06035028636755,80650240,28758016,,,cpu_4t_people8_beams1_round0
True,1500,1500,0,0,0.0,7.054309859999997,9.071173,5.008875949999989,1.5155395,15,15,0,0,8,1,8,8,16173726808553,15.059838096,31.819968324298582,1169408,cpu,4,85.00171063193613,83095552,30195712,,,cpu_4t_people8_beams1_round1
True,1500,1500,0,3,0.2,7.190847619999999,12.99355,4.676414449999983,1.6146604999999998,15,15,0,0,8,1,8,8,16190989241696,15.052653717,32.387597859666926,1169408,cpu,4,85.04228052189104,82276352,30183424,,,cpu_4t_people8_beams1_round2
False,1500,1500,0,122,8.133333333333333,19.185424119999997,23.167338,7.8395688999999695,2.7516344999999998,15,15,0,0,8,4,32,8,16208734200427,15.100623734,51.48738603080933,1169408,cpu,4,260.8930643791644,105627648,53714944,,,cpu_4t_people8_beams4_round0
False,1500,1500,0,127,8.466666666666667,19.142564649999986,24.039842,7.417752299999948,2.9744375,15,15,0,0,8,4,32,8,16226567225997,15.092499857,53.31613614820587,1169408,cpu,4,261.0334959302826,105271296,53350400,,,cpu_4t_people8_beams4_round1
False,1500,1500,0,121,8.066666666666666,19.084646019999997,23.416016,6.669876899999936,2.9192045,15,15,0,0,8,4,32,8,16244355862235,15.096669769,52.51604832819407,1169408,cpu,4,260.9613948163458,105578496,52260864,,,cpu_4t_people8_beams4_round2
False,1500,1500,0,62,4.133333333333334,11.856409489999995,16.460128,5.242445249999925,2.4248145,15,15,0,0,16,1,16,16,16261883595363,15.078937325,44.139087052500564,1169408,cpu,4,153.48349489873618,91881472,40067072,,,cpu_4t_people16_beams1_round0
False,1500,1500,0,63,4.2,11.924027559999999,18.493264,5.319475449999894,2.8577805,15,15,0,0,16,1,16,16,16279414330898,15.089539832,45.06766665112467,1169408,cpu,4,153.3756513298026,95047680,40890368,,,cpu_4t_people16_beams1_round1
False,1500,1500,0,63,4.2,11.747596679999997,17.364727,5.564549499999919,2.1140585,15,15,0,0,16,1,16,16,16296946490867,15.080367948,42.536004240734414,1169408,cpu,4,153.46893444380035,94797824,42659840,,,cpu_4t_people16_beams1_round2
False,1500,1500,0,190,12.666666666666666,26.108983569999996,34.877713,12.278016549999872,3.51926,15,15,0,0,16,4,64,16,16315519046999,15.177036055,67.6240595924694,1169408,cpu,4,502.9598646492772,142512128,90329088,,,cpu_4t_people16_beams4_round0
False,1500,1500,0,177,11.8,25.84672765,27.893815,9.134702299999708,3.4965405,15,15,0,0,16,4,64,16,16334130077281,15.158991834,66.23795132481494,1169408,cpu,4,503.5585534704893,139636736,87580672,,,cpu_4t_people16_beams4_round1
False,1500,1500,0,194,12.933333333333334,26.1639374,28.58224,15.167287999999925,3.485484,15,15,0,0,16,4,64,16,16352644490600,15.164570695,66.59201342650832,1169408,cpu,4,503.3733004071699,138465280,86368256,,,cpu_4t_people16_beams4_round2
False,1500,1500,0,143,9.533333333333333,19.27751754,27.122282,14.321245049999995,3.2290970000000003,15,15,0,0,32,1,32,32,16370749374777,15.121048139,62.19545846502042,1169408,cpu,4,289.8529228734968,124424192,70995968,,,cpu_4t_people32_beams1_round0
False,1500,1500,0,148,9.866666666666667,19.7803004,24.137337,10.297134349999892,3.1890465,15,15,0,0,32,1,32,32,16388849408275,15.120430781,61.60164877917846,1169408,cpu,4,289.8647573921922,120344576,67076096,,,cpu_4t_people32_beams1_round1
False,1500,1500,0,139,9.266666666666667,19.30013611,21.52988,11.596644249999986,3.2366770000000002,15,15,0,0,32,1,32,32,16406994276579,15.122592185,62.124402297707974,1169408,cpu,4,289.82332832775523,126726144,74506240,,,cpu_4t_people32_beams1_round2
False,1500,1500,0,329,21.933333333333334,32.0183638,44.695039,11.212330399999146,4.259408499999999,15,15,0,0,32,4,128,32,16426659825397,15.26570868,86.81926660934634,1169408,cpu,4,983.9716134292169,210554880,158261248,,,cpu_4t_people32_beams4_round0
False,1500,1500,0,333,22.2,32.444537839999995,39.337355,16.951601749999423,4.5218925,15,15,0,0,32,4,128,32,16446568882370,15.270068686,87.63941240204437,1169408,cpu,4,983.6906636688327,213024768,159084544,,,cpu_4t_people32_beams4_round1
False,1500,1500,0,331,22.066666666666666,32.519624539999995,43.149845,15.639550849999353,4.389459,15,15,0,0,32,4,128,32,16466520445364,15.268906722,87.10626230810989,1169408,cpu,4,983.7655225411232,211509248,159453184,,,cpu_4t_people32_beams4_round2
False,1500,1500,0,159,10.6,22.939528,25.971521,15.360598899999998,3.7703635,15,15,0,0,64,1,64,64,16485700193174,15.197447579,74.76666171786678,1169408,cpu,4,560.6141396909898,187023360,134742016,,,cpu_4t_people64_beams1_round0
False,1500,1500,0,159,10.6,22.94951476,28.549809,15.187565849999997,3.7504755,15,15,0,0,64,1,64,64,16504855285870,15.192963529,74.58915375851385,1169408,cpu,4,560.7795993018341,184291328,132186112,,,cpu_4t_people64_beams1_round1
False,1500,1500,0,160,10.666666666666666,23.06348638,25.189292,15.201620199999999,3.7948125,15,15,0,0,64,1,64,64,16523947351843,15.194410216,74.97557317110181,1169408,cpu,4,560.7262064721921,183562240,131678208,,,cpu_4t_people64_beams1_round2
False,1500,1409,91,1105,73.66666666666667,61.64736512,68.818381,56.7285418,7.057267,15,15,0,0,64,4,256,64,16546455216613,15.519811096,148.78147163873592,1169408,cpu,4,1803.4083133404656,363139072,309116928,,,cpu_4t_people64_beams4_round0
False,1500,1401,99,1099,73.26666666666667,63.874348,70.964793,56.664345,7.065139,15,15,0,0,64,4,256,64,16569395382739,15.529820151,148.53347861345284,1169408,cpu,4,1792.0132401667245,333139968,280924160,,,cpu_4t_people64_beams4_round1
False,1500,1405,95,1130,75.33333333333333,65.08883640000002,71.984713,56.6615172,7.130228,15,15,0,0,64,4,256,64,16592479972798,15.529557866,148.9714409075131,1169408,cpu,4,1797.1599758872364,354222080,301903872,,,cpu_4t_people64_beams4_round2
True,1500,1500,0,0,0.0,3.5916714399999994,6.301872,2.0587823999999997,1.1192294999999999,15,15,0,0,1,1,1,1,16610216901385,15.00943562,20.04121341700055,1169408,cpu,8,24.993478069230694,72839168,17358848,,,cpu_8t_people1_beams1_round0
True,1500,1500,0,0,0.0,3.9740947199999996,7.91981,2.1025001999999997,1.153662,15,15,0,0,1,1,1,1,16627225909674,15.012283282,19.35878247280464,1169408,cpu,8,24.988737086369618,77688832,17358848,,,cpu_8t_people1_beams1_round1
True,1500,1500,0,0,0.0,3.9623552799999975,6.983811,2.3712759999999995,1.617907,15,15,0,0,1,1,1,1,16644106938169,15.010411162,22.73073325273933,1169408,cpu,8,24.991853717484464,73826304,17502208,,,cpu_8t_people1_beams1_round2
True,1500,1500,0,0,0.0,5.41820165,8.523994,3.0644119999999995,1.3287520000000002,15,15,0,0,1,4,4,1,16661072748665,15.02541629,25.369900707398642,1169408,cpu,8,47.092206055610056,72749056,18841600,,,cpu_8t_people1_beams4_round0
True,1500,1500,0,0,0.0,5.045220659999998,8.179422,3.235038049999997,1.779285,15,15,0,0,1,4,4,1,16678103386902,15.023644667,26.56536507568452,1169408,cpu,8,47.097759277695516,74514432,18698240,,,cpu_8t_people1_beams4_round1
True,1500,1500,0,0,0.0,5.1890335599999995,8.168829,3.3047061999999996,1.8026775,15,15,0,0,1,4,4,1,16695049501659,15.025870232,27.701621728843755,1169408,cpu,8,47.09078336728178,75091968,20889600,,,cpu_8t_people1_beams4_round2
True,1500,1500,0,0,0.0,4.55507305,7.687899,2.7126303999999997,1.6720355,15,15,0,0,2,1,2,2,16711997686751,15.0181453,24.170752853040245,1169408,cpu,8,33.58736980657658,73994240,18595840,,,cpu_8t_people2_beams1_round0
True,1500,1500,0,0,0.0,4.352011759999999,6.798354,2.5239371999999993,1.5444505,15,15,0,0,2,1,2,2,16728947898133,15.021560269,23.712969541388627,1169408,cpu,8,33.579734126618774,77733888,18792448,,,cpu_8t_people2_beams1_round1
True,1500,1500,0,0,0.0,4.598166679999999,6.463792,2.87033415,1.801734,15,15,0,0,2,1,2,2,16746002098454,15.023007238,25.04590371642997,1169408,cpu,8,33.57649983181084,77033472,20983808,,,cpu_8t_people2_beams1_round2
True,1500,1500,0,3,0.2,7.343718639999999,12.189955,4.474118699999994,2.2219949999999997,15,15,0,0,2,4,8,2,16763114579355,15.044973453,33.586783784587546,1169408,cpu,8,77.72057582240785,76345344,23932928,,,cpu_8t_people2_beams4_round0
True,1500,1500,0,1,0.06666666666666667,7.127749439999996,13.392906,5.182655649999998,1.6216995,15,15,0,0,2,4,8,2,16780239003409,15.043243985,31.695118721689436,1169408,cpu,8,77.72951107925542,74866688,21225472,,,cpu_8t_people2_beams4_round1
True,1500,1500,0,1,0.06666666666666667,7.68232461,10.164333,3.9577386499999645,2.00092,15,15,0,0,2,4,8,2,16797320102489,15.043406627,31.837321015415586,1169408,cpu,8,77.72867070556518,79687680,23891968,,,cpu_8t_people2_beams4_round2
True,1500,1500,0,0,0.0,5.113816359999999,6.66448,3.52892845,1.928407,15,15,0,0,4,1,4,4,16814386546240,15.033187665,27.873472248546744,1169408,cpu,8,50.75330774832045,85893120,21295104,,,cpu_8t_people4_beams1_round0
True,1500,1500,0,0,0.0,5.044462209999998,8.048386,3.2270396499999983,1.474434,15,15,0,0,4,1,4,4,16831459630461,15.031335066,25.901462429586203,1169408,cpu,8,50.75956304944763,82894848,22364160,,,cpu_8t_people4_beams1_round1
True,1500,1500,0,0,0.0,5.418262119999999,8.605185,3.2365510499999983,1.422209,15,15,0,0,4,1,4,4,16848510806575,15.028455536,26.470600934363496,1169408,cpu,8,50.7692888449053,75915264,19439616,,,cpu_8t_people4_beams1_round2
False,1500,1500,0,64,4.266666666666667,11.938755169999999,17.469136,4.948574949999793,2.4769259999999997,15,15,0,0,4,4,16,4,16865816023338,15.065701189,40.94493725837835,1169408,cpu,8,138.90837032716354,87719936,34381824,,,cpu_8t_people4_beams4_round0
False,1500,1500,0,64,4.266666666666667,11.6868886,15.070504,5.042112449999906,2.489182,15,15,0,0,4,4,16,4,16883086415572,15.06398371,40.44918267283219,1169408,cpu,8,138.9242075859892,92422144,32075776,,,cpu_8t_people4_beams4_round1
False,1500,1500,0,50,3.3333333333333335,11.981965649999998,14.831293,5.108341349999902,2.0993375,15,15,0,0,4,4,16,4,16900424299992,15.066718086,40.07569281595981,1169408,cpu,8,138.8989949937794,88158208,31145984,,,cpu_8t_people4_beams4_round2
True,1500,1500,0,1,0.06666666666666667,7.661305109999999,11.168196,5.280535049999998,2.234683,15,15,0,0,8,1,8,8,16917624613568,15.054700853,35.23126456981809,1169408,cpu,8,85.03071648513745,81887232,25161728,,,cpu_8t_people8_beams1_round0
True,1500,1500,0,1,0.06666666666666667,7.779187889999999,10.154115,5.016227449999995,2.2709395,15,15,0,0,8,1,8,8,16934888573380,15.053152763,36.61962870129515,1169408,cpu,8,85.03946117828951,87273472,24973312,,,cpu_8t_people8_beams1_round1
True,1500,1500,0,0,0.0,7.785279449999996,9.570792,5.540794999999998,2.249099,15,15,0,0,8,1,8,8,16952132642859,15.054776129,36.75027554590776,1169408,cpu,8,85.03029131958473,87547904,26918912,,,cpu_8t_people8_beams1_round2
False,1500,1500,0,142,9.466666666666667,19.832222429999998,22.724813,6.300704749999856,3.297176,15,15,0,0,8,4,32,8,16969740579097,15.095953094,54.54683798851067,1169408,cpu,8,260.97378386568005,112189440,53932032,,,cpu_8t_people8_beams4_round0
False,1500,1500,0,138,9.2,19.41468817,22.756968,6.232848449999875,3.398425,15,15,0,0,8,4,32,8,16987438198549,15.098428368,55.36232731387465,1169408,cpu,8,260.9309991727213,112369664,51273728,,,cpu_8t_people8_beams4_round1
False,1500,1500,0,143,9.533333333333333,19.974948599999998,23.914969,5.831707549999871,3.372809,15,15,0,0,8,4,32,8,17005144219616,15.095794582,54.77614055230687,1169408,cpu,8,260.97652419685,104148992,48201728,,,cpu_8t_people8_beams4_round2
False,1500,1500,0,70,4.666666666666667,11.862019509999996,15.385851,7.192283949999991,2.814162,15,15,0,0,16,1,16,16,17022577104276,15.075282491,46.70586729341107,1169408,cpu,8,153.52070525920072,96411648,36356096,,,cpu_8t_people16_beams1_round0
False,1500,1500,0,66,4.4,12.332544259999999,17.681024,7.292233749999994,2.6876325000000003,15,15,0,0,16,1,16,16,17040098583571,15.086279066,44.4568262163937,1169408,cpu,8,153.40880212244645,93650944,36593664,,,cpu_8t_people16_beams1_round1
False,1500,1500,0,68,4.533333333333333,11.75092949,15.748415,7.591840199999998,2.8300989999999997,15,15,0,0,16,1,16,16,17057599733260,15.080371463,44.70092521217567,1169408,cpu,8,153.4688986725791,102416384,35815424,,,cpu_8t_people16_beams1_round2
False,1500,1500,0,223,14.866666666666667,27.11721343,37.812782,10.33011444999943,3.841183,15,15,0,0,16,4,64,16,17075981910563,15.167161663,69.1374153011783,1169408,cpu,8,503.2873104149493,136105984,80465920,,,cpu_8t_people16_beams4_round0
False,1500,1500,0,221,14.733333333333333,27.56657189,40.01569,12.589577399999822,3.9538884999999997,15,15,0,0,16,4,64,16,17094498330612,15.165707137,69.82720243191284,1169408,cpu,8,503.3355801376768,140996608,83030016,,,cpu_8t_people16_beams4_round1
False,1500,1500,0,221,14.733333333333333,27.02239132,30.580881,10.829538499999698,3.8724635000000003,15,15,0,0,16,4,64,16,17112975942527,15.161856062,69.42027211511488,1169408,cpu,8,503.46342616532354,146481152,80543744,,,cpu_8t_people16_beams4_round2
False,1500,1500,0,155,10.333333333333334,20.040118019999998,22.791307,13.944728449999923,3.9707525,15,15,0,0,32,1,32,32,17130960770160,15.118132685,64.68547043831452,1169408,cpu,8,289.9088195163568,127410176,71016448,,,cpu_8t_people32_beams1_round0
False,1500,1500,0,163,10.866666666666667,20.010834009999996,23.791363,14.642987149999989,3.8352465000000002,15,15,0,0,32,1,32,32,17148984089844,15.116366295,64.41415074631756,1169408,cpu,8,289.9426961788901,130613248,75624448,,,cpu_8t_people32_beams1_round1
False,1500,1500,0,152,10.133333333333333,19.903629499999997,23.526775,9.988538199999837,3.6272765,15,15,0,0,32,1,32,32,17166902261385,15.131937297,63.378830697063705,1169408,cpu,8,289.64434057421937,132816896,71892992,,,cpu_8t_people32_beams1_round2
False,1500,1500,0,340,22.666666666666668,32.18858257,45.504785,10.537524349999096,4.5983125000000005,15,15,0,0,32,4,128,32,17186493843828,15.265314676,88.10500598557861,1169408,cpu,8,983.9970101380177,209555456,152920064,,,cpu_8t_people32_beams4_round0
False,1500,1499,1,334,22.266666666666666,32.44058604,59.363068,11.837485499998245,4.59548,15,15,0,0,32,4,128,32,17206706037721,15.316622474,90.75123941904162,1169408,cpu,8,980.047005107113,211505152,152170496,,,cpu_8t_people32_beams4_round1
False,1500,1498,2,336,22.4,32.74991779,61.814523,13.049652749997406,4.351558000000001,15,15,0,0,32,4,128,32,17226629266257,15.266387486,88.16287227221694,1169408,cpu,8,982.6159582125518,204824576,146767872,,,cpu_8t_people32_beams4_round2
False,1500,1500,0,195,13.0,24.091657169999998,41.936743,11.304956449999787,4.281764,15,15,0,0,64,1,64,64,17245832181062,15.207304506,79.84088142967552,1169408,cpu,8,560.2507661129883,183406592,129449984,,,cpu_8t_people64_beams1_round0
False,1500,1500,0,203,13.533333333333333,24.360028759999995,42.901716,16.09147234999999,4.379302,15,15,0,0,64,1,64,64,17264855833488,15.189258698,79.49037406648795,1169408,cpu,8,560.9163797520832,188497920,128208896,,,cpu_8t_people64_beams1_round1
False,1500,1500,0,194,12.933333333333334,24.71155012,39.232667,15.565570449999981,4.314741,15,15,0,0,64,1,64,64,17283832733347,15.19559648,79.05030423578415,1169408,cpu,8,560.6824326516993,189755392,133722112,,,cpu_8t_people64_beams1_round2
False,1500,1415,85,1183,78.86666666666666,60.59484253999998,73.519726,56.62098039999999,7.218201,15,15,0,0,64,4,256,64,17306218358933,15.522744587,151.5786675889183,1169408,cpu,8,1810.745578042925,356077568,297717760,,,cpu_8t_people64_beams4_round0
False,1500,1402,98,1170,78.0,68.23441631,86.903316,56.7976589,7.272346000000001,15,15,0,0,64,4,256,64,17329720439410,15.594604441,156.67126273748912,1169408,cpu,8,1785.842504782004,358158336,294506496,,,cpu_8t_people64_beams4_round1
False,1500,1404,96,1182,78.8,64.70220515000001,72.300267,56.67587704999999,7.2956415,15,15,0,0,64,4,256,64,17353288772884,15.589881779,156.6747247469715,1169408,cpu,8,1788.9318281789388,345124864,292380672,,,cpu_8t_people64_beams4_round2
False,1500,1500,0,25,1.6666666666666667,12.849426579999998,42.189578,6.21973045,4.104594499999999,15,15,0,0,1,1,1,1,17373801640182,15.1234689,44.11549372207168,1169408,gpu,4,24.805023403063302,1378910208,1253642240,11369472,0,gpu_4t_people1_beams1_round0
False,1500,1500,0,24,1.6,13.772023099999998,36.757262,6.3057228,4.097618000000001,15,15,0,0,1,1,1,1,17393911948312,15.122572594,44.36851524218188,1169408,gpu,4,24.806493582238712,1377693696,1253642240,11369472,0,gpu_4t_people1_beams1_round1
False,1500,1500,0,17,1.1333333333333333,10.065794079999996,17.715412,6.296057149999999,4.1595075,15,15,0,0,1,1,1,1,17414170452465,15.131614039,44.48322871765505,1169408,gpu,4,24.791671201309047,1375453184,1250197504,11369472,0,gpu_4t_people1_beams1_round2
False,1500,1500,0,17,1.1333333333333333,10.546942849999999,16.597442,6.092100599999998,4.0630745,15,15,0,0,1,4,4,1,17434193529319,15.134141639,44.143589063895455,1169408,gpu,4,46.75389043383857,1383624704,1256026112,11893760,0,gpu_4t_people1_beams4_round0
False,1500,1500,0,20,1.3333333333333333,11.748946879999997,17.129641,6.107647149999999,4.014721,15,15,0,0,1,4,4,1,17454225438644,15.133247691,43.861415946915805,1169408,gpu,4,46.75665226974445,1375698944,1250131968,11893760,0,gpu_4t_people1_beams4_round1
False,1500,1500,0,21,1.4,11.669758589999999,19.729263,6.2221138,4.0849779999999996,15,15,0,0,1,4,4,1,17474130955281,15.134214562,44.240488650702986,1169408,gpu,4,46.7536651539644,1376329728,1250250752,11893760,0,gpu_4t_people1_beams4_round2
False,1500,1500,0,21,1.4,11.060286469999994,18.268663,6.215244999999999,4.0230255,15,15,0,0,2,1,2,2,17493975156155,15.133945863,44.26106908334411,1169408,gpu,4,33.33036899736926,1375412224,1249431552,14029312,0,gpu_4t_people2_beams1_round0
False,1500,1500,0,18,1.2,11.297887919999999,17.916109,6.312458799999999,3.9409289999999997,15,15,0,0,2,1,2,2,17514195706570,15.121090702,43.69156387105489,1169408,gpu,4,33.358704735054765,1373294592,1248006144,14029312,0,gpu_4t_people2_beams1_round1
False,1500,1500,0,21,1.4,11.653728119999998,18.692921,6.481686399999999,4.091459,15,15,0,0,2,1,2,2,17534141883129,15.130875242,44.553933262604964,1169408,gpu,4,33.33713297693715,1382563840,1259360256,14029312,0,gpu_4t_people2_beams1_round2
False,1500,1500,0,22,1.4666666666666666,10.82452165,14.979111,6.293302,4.099507,15,15,0,0,2,4,8,2,17554384353485,15.129765854,44.95053935368824,1169408,gpu,4,77.28500303862006,1386127360,1256448000,15076352,0,gpu_4t_people2_beams4_round0
False,1500,1500,0,21,1.4,11.342448229999997,16.11445,6.236640249999999,3.9865775,15,15,0,0,2,4,8,2,17574841358611,15.122766278,43.73006724304858,1169408,gpu,4,77.32077442081857,1378377728,1250250752,15076352,0,gpu_4t_people2_beams4_round1
False,1500,1500,0,18,1.2,10.721373959999994,17.365448,6.3286934,4.07757,15,15,0,0,2,4,8,2,17595356303258,15.123180489,44.698073241248196,1169408,gpu,4,77.31865667083093,1385791488,1257099264,15076352,0,gpu_4t_people2_beams4_round2
False,1500,1500,0,24,1.6,12.609068859999997,18.262211,6.190243399999999,4.109347,15,15,0,0,4,1,4,4,17615400693591,15.127109651,44.23109418305935,1169408,gpu,4,50.438187968681895,1378103296,1249488896,14389760,0,gpu_4t_people4_beams1_round0
False,1500,1500,0,26,1.7333333333333334,11.222150899999999,16.183547,6.315757399999999,4.064194499999999,15,15,0,0,4,1,4,4,17635414176578,15.125916027,44.444710869511454,1169408,gpu,4,50.44216817269522,1376800768,1249923072,14389760,0,gpu_4t_people4_beams1_round1
False,1500,1500,0,22,1.4666666666666666,11.661200519999996,20.832353,6.310119649999998,4.037314,15,15,0,0,4,1,4,4,17655485638626,15.118358387,44.18937509905237,1169408,gpu,4,50.46738412128634,1380880384,1249333248,14389760,0,gpu_4t_people4_beams1_round2
False,1500,1500,0,23,1.5333333333333334,12.786131119999999,21.062474,6.302774,4.04205,15,15,0,0,4,4,16,4,17676131996565,15.129577842,44.46517608233231,1169408,gpu,4,138.32190308644834,1383911424,1256722432,24041984,0,gpu_4t_people4_beams4_round0
False,1500,1500,0,25,1.6666666666666667,13.51074727,21.53016,6.3406716,4.1241635,15,15,0,0,4,4,16,4,17696338373831,15.123312821,45.684036451198395,1169408,gpu,4,138.37920466037286,1377705984,1251131392,24041984,0,gpu_4t_people4_beams4_round1
False,1500,1500,0,25,1.6666666666666667,12.161103799999989,21.989873,6.3350348,4.0615380000000005,15,15,0,0,4,4,16,4,17716783781706,15.122638686,44.62443900577044,1169408,gpu,4,138.3853733103731,1374404608,1250381824,24041984,0,gpu_4t_people4_beams4_round2
False,1500,1500,0,21,1.4,11.90855738,19.992249,6.04750055,4.222037,15,15,0,0,8,1,8,8,17736720505776,15.127702473,45.90483955258911,1169408,gpu,4,84.62038450880101,1385648128,1258958848,17572352,0,gpu_4t_people8_beams1_round0
False,1500,1500,0,21,1.4,11.441078899999997,18.132853,6.3497340499999995,4.035266,15,15,0,0,8,1,8,8,17756851602842,15.131173855,44.875743503564536,1169408,gpu,4,84.60097096676971,1386172416,1256361984,17572352,0,gpu_4t_people8_beams1_round1
False,1500,1500,0,24,1.6,11.62010872,18.835166,6.2274754,4.040098,15,15,0,0,8,1,8,8,17776883032937,15.135695618,44.58271432739052,1169408,gpu,4,84.57569657238862,1381638144,1256087552,17572352,0,gpu_4t_people8_beams1_round2
False,1500,1500,0,26,1.7333333333333334,12.233135709999999,18.633588,6.1980417999999995,4.295605,15,15,0,0,8,4,32,8,17797568006550,15.130350121,47.28005880490983,1169408,gpu,4,260.3804914290787,1384517632,1257172992,46897152,0,gpu_4t_people8_beams4_round0
