stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,17696338373831,17696338636085,17696338898488,17696344549726,6.175895,0.262403,5.651238,1920
live,1,17696348373831,17696348588720,17696348868500,17696354935679,6.561848,0.27978,6.067179,1920
live,2,17696358373831,17696358536939,17696358823855,17696364804025,6.430194,0.286916,5.98017,1920
live,3,17696368373831,17696368520583,17696368812331,17696375213882,6.840051,0.291748,6.401551,1920
live,4,17696378373831,17696378478978,17696378753350,17696384947922,6.574091,0.274372,6.194572,1920
live,5,17696388373831,17696388504670,17696388784034,17696395011151,6.63732,0.279364,6.227117,1920
live,6,17696398373831,17696398507354,17696398593179,17696406449917,8.076086,0.085825,7.856738,1920
live,7,17696408373831,17696408535702,17696408637080,17696413996474,5.622643,0.101378,5.359394,1920
live,8,17696418373831,17696418516850,17696418614355,17696424235481,5.86165,0.097505,5.621126,1920
live,9,17696428373831,17696428510606,17696428594127,17696433454251,5.08042,0.083521,4.860124,1920
live,10,17696438373831,17696438504809,17696438594091,17696443248612,4.874781,0.089282,4.654521,1920
live,11,17696448373831,17696448495653,17696448568326,17696453191967,4.818136,0.072673,4.623641,1920
live,12,17696458373831,17696458528161,17696458628835,17696463114682,4.740851,0.100674,4.485847,1920
live,13,17696468373831,17696468510973,17696468779232,17696473328729,4.954898,0.268259,4.549497,1920
live,14,17696478373831,17696478498425,17696478582682,17696483001808,4.627977,0.084257,4.419126,1920
live,15,17696488373831,17696488500660,17696488583926,17696493185903,4.812072,0.083266,4.601977,1920
live,16,17696498373831,17696498503024,17696498762964,17696503250795,4.876964,0.25994,4.487831,1920
live,17,17696508373831,17696508514604,17696508611630,17696513089413,4.715582,0.097026,4.477783,1920
live,18,17696518373831,17696518507176,17696518592105,17696523017792,4.643961,0.084929,4.425687,1920
live,19,17696528373831,17696528498212,17696528574597,17696532948635,4.574804,0.076385,4.374038,1920
live,20,17696538373831,17696538499616,17696538581569,17696544607563,6.233732,0.081953,6.025994,1920
live,21,17696548373831,17696548502299,17696548580892,17696553232662,4.858831,0.078593,4.65177,1920
live,22,17696558373831,17696558524312,17696558605177,17696563008943,4.635112,0.080865,4.403766,1920
live,23,17696568373831,17696568502483,17696568567156,17696572810888,4.437057,0.064673,4.243732,1920
live,24,17696578373831,17696578495215,17696578565328,17696582776388,4.402557,0.070113,4.21106,1920
live,25,17696588373831,17696588489259,17696588549323,17696592618430,4.244599,0.060064,4.069107,1920
live,26,17696598373831,17696598510887,17696598589512,17696602950462,4.576631,0.078625,4.36095,1920
live,27,17696608373831,17696608510050,17696608589891,17696612642390,4.268559,0.079841,4.052499,1920
live,28,17696618373831,17696618499998,17696618577631,17696622648274,4.274443,0.077633,4.070643,1920
live,29,17696628373831,17696628496218,17696628572987,17696632595341,4.22151,0.076769,4.022354,1920
live,30,17696638373831,17696638491734,17696638564695,17696642584616,4.210785,0.072961,4.019921,1920
live,31,17696648373831,17696648489649,17696648562290,17696652634373,4.260542,0.072641,4.072083,1920
live,32,17696658373831,17696658519534,17696658616271,17696662631489,4.257658,0.096737,4.015218,1920
live,33,17696668373831,17696668502857,17696668578986,17696672557307,4.183476,0.076129,3.978321,1920
live,34,17696678373831,17696678500453,17696678577990,17696682589496,4.215665,0.077537,4.011506,1920
live,35,17696688373831,17696688492513,17696688567874,17696692795030,4.421199,0.075361,4.227156,1920
live,36,17696698373831,17696698496605,17696698572286,17696702906675,4.532844,0.075681,4.334389,1920
live,37,17696708373831,17696708973022,17696709071680,17696713430518,5.056687,0.098658,4.358838,1920
live,38,17696718373831,17696718517365,17696718605878,17696722947307,4.573476,0.088513,4.341429,1920
