09-13-2026 11:56:51 RAM 3588/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [28%@1728,40%@1728,4%@1728,50%@1603,4%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@665 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.218C Tboard@35C SOC2@41.906C Tdiode@36.25C SOC0@42.281C CV1@-256C GPU@-256C tj@45.218C SOC1@41.718C CV2@-256C VDD_GPU_SOC 2395mW/2395mW VDD_CPU_CV 798mW/798mW VIN_SYS_5V0 2918mW/2918mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:56:51 RAM 3587/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [8%@1728,76%@1728,26%@1728,9%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@665 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.218C Tboard@35C SOC2@41.875C Tdiode@36C SOC0@42.343C CV1@-256C GPU@-256C tj@45.218C SOC1@41.75C CV2@-256C VDD_GPU_SOC 2395mW/2395mW VDD_CPU_CV 798mW/798mW VIN_SYS_5V0 3019mW/2968mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:56:51 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,0%@729,36%@729,9%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 6%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.156C Tboard@35C SOC2@41.656C Tdiode@36C SOC0@42.406C CV1@-256C GPU@-256C tj@45.156C SOC1@41.625C CV2@-256C VDD_GPU_SOC 2395mW/2395mW VDD_CPU_CV 798mW/798mW VIN_SYS_5V0 2918mW/2951mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:56:51 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [21%@729,0%@729,0%@729,16%@729,0%@729,8%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 5%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.062C Tboard@35C SOC2@41.718C Tdiode@36C SOC0@42.343C CV1@-256C GPU@-256C tj@45.062C SOC1@41.656C CV2@-256C VDD_GPU_SOC 1996mW/2295mW VDD_CPU_CV 399mW/698mW VIN_SYS_5V0 2717mW/2893mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/578mW NC 0mW/0mW
09-13-2026 11:56:52 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,0%@729,0%@729,27%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.156C Tboard@35C SOC2@41.718C Tdiode@36.25C SOC0@42.437C CV1@-256C GPU@-256C tj@45.156C SOC1@41.562C CV2@-256C VDD_GPU_SOC 1996mW/2235mW VDD_CPU_CV 399mW/638mW VIN_SYS_5V0 2616mW/2837mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/542mW NC 0mW/0mW
09-13-2026 11:56:52 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [8%@729,4%@729,0%@729,27%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.281C Tboard@35C SOC2@41.75C Tdiode@36C SOC0@42.375C CV1@-256C GPU@-256C tj@45.062C SOC1@41.687C CV2@-256C VDD_GPU_SOC 1996mW/2195mW VDD_CPU_CV 399mW/598mW VIN_SYS_5V0 2612mW/2800mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/519mW NC 0mW/0mW
09-13-2026 11:56:52 RAM 3585/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,0%@729,0%@729,27%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 3%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.062C Tboard@35C SOC2@41.75C Tdiode@36.25C SOC0@42.406C CV1@-256C GPU@-256C tj@45C SOC1@41.687C CV2@-256C VDD_GPU_SOC 1995mW/2166mW VDD_CPU_CV 0mW/513mW VIN_SYS_5V0 2512mW/2758mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/502mW NC 0mW/0mW
09-13-2026 11:56:52 RAM 3584/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [13%@729,12%@729,33%@729,29%@729,4%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 3%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.187C Tboard@35C SOC2@41.687C Tdiode@36C SOC0@42.468C CV1@-256C GPU@-256C tj@45.187C SOC1@41.687C CV2@-256C VDD_GPU_SOC 1996mW/2145mW VDD_CPU_CV 399mW/498mW VIN_SYS_5V0 2616mW/2741mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/490mW NC 0mW/0mW
09-13-2026 11:56:52 RAM 3584/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [26%@729,0%@729,0%@729,0%@729,0%@729,0%@729,4%@729,0%@729,off,off,off,off] EMC_FREQ 3%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.062C Tboard@35C SOC2@41.812C Tdiode@36C SOC0@42.437C CV1@-256C GPU@-256C tj@45.062C SOC1@41.718C CV2@-256C VDD_GPU_SOC 1996mW/2128mW VDD_CPU_CV 399mW/487mW VIN_SYS_5V0 2616mW/2727mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/480mW NC 0mW/0mW
09-13-2026 11:56:53 RAM 3584/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [27%@729,0%@729,0%@729,8%@729,4%@729,0%@729,0%@729,4%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@44.937C Tboard@35C SOC2@41.718C Tdiode@36C SOC0@42.343C CV1@-256C GPU@-256C tj@44.937C SOC1@41.718C CV2@-256C VDD_GPU_SOC 1996mW/2115mW VDD_CPU_CV 0mW/438mW VIN_SYS_5V0 2512mW/2705mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/472mW NC 0mW/0mW
09-13-2026 11:56:53 RAM 3584/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [22%@729,4%@729,0%@729,4%@729,0%@729,0%@729,0%@729,4%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.093C Tboard@35C SOC2@41.718C Tdiode@36.25C SOC0@42.375C CV1@-256C GPU@-256C tj@45C SOC1@41.75C CV2@-256C VDD_GPU_SOC 1996mW/2104mW VDD_CPU_CV 0mW/399mW VIN_SYS_5V0 2512mW/2688mW NC 0mW/0mW VDDQ_VDD2_1V8AO 301mW/456mW NC 0mW/0mW
