stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,15157223723467,15157223952890,15157224058908,15157228469589,4.746122,0.106018,4.410681,960
live,1,15157233723467,15157233913660,15157234167743,15157237498987,3.77552,0.254083,3.331244,960
live,2,15157243723467,15157243865054,15157244109633,15157247769201,4.045734,0.244579,3.659568,960
live,3,15157253723467,15157253844352,15157254089219,15157257376174,3.652707,0.244867,3.286955,960
live,4,15157263723467,15157263835651,15157263909764,15157266700424,2.976957,0.074113,2.79066,960
live,5,15157273723467,15157273837285,15157273900038,15157277586614,3.863147,0.062753,3.686576,960
live,6,15157283723467,15157283835816,15157283910601,15157287585337,3.86187,0.074785,3.674736,960
live,7,15157293723467,15157293858410,15157293945356,15157297960608,4.237141,0.086946,4.015252,960
live,8,15157303723467,15157303844653,15157303917518,15157307845153,4.121686,0.072865,3.927635,960
live,9,15157313723467,15157313838799,15157313908528,15157317984517,4.26105,0.069729,4.075989,960
live,10,15157323723467,15157323842674,15157323926547,15157328442894,4.719427,0.083873,4.516347,960
live,11,15157333723467,15157333841780,15157333917877,15157338217645,4.494178,0.076097,4.299768,960
live,12,15157343723467,15157343862647,15157343946648,15157348259760,4.536293,0.084001,4.313112,960
live,13,15157353723467,15157353851385,15157353935034,15157358510678,4.787211,0.083649,4.575644,960
live,14,15157363723467,15157363848508,15157363919229,15157368377623,4.654156,0.070721,4.458394,960
live,15,15157373723467,15157373848478,15157374109570,15157378551836,4.828369,0.261092,4.442266,960
live,16,15157383723467,15157383840481,15157383900385,15157388250170,4.526703,0.059904,4.349785,960
live,17,15157393723467,15157394079974,15157394223848,15157399466029,5.742562,0.143874,5.242181,960
live,18,15157403723467,15157403875622,15157403962311,15157408406433,4.682966,0.086689,4.444122,960
live,19,15157413723467,15157413866024,15157413952042,15157418542086,4.818619,0.086018,4.590044,960
live,20,15157423723467,15157423863371,15157423950316,15157430770821,7.047354,0.086945,6.820505,960
live,21,15157433723467,15157433853869,15157433965263,15157438551819,4.828352,0.111394,4.586556,960
live,22,15157443723467,15157443851440,15157443945457,15157449056724,5.333257,0.094017,5.111267,960
live,23,15157453723467,15157453845010,15157453916339,15157458329645,4.606178,0.071329,4.413306,960
live,24,15157463723467,15157463845845,15157463943030,15157468165613,4.442146,0.097185,4.222583,960
live,25,15157473723467,15157473845591,15157473915480,15157478351506,4.628039,0.069889,4.436026,960
live,26,15157483723467,15157483847834,15157483953243,15157487878254,4.154787,0.105409,3.925011,960
live,27,15157493723467,15157493847324,15157493949758,15157499295491,5.572024,0.102434,5.345733,960
live,28,15157503723467,15157503841343,15157503913056,15157508583581,4.860114,0.071713,4.670525,960
live,29,15157513723467,15157513849313,15157513924418,15157518641920,4.918453,0.075105,4.717502,960
live,30,15157523723467,15157523848036,15157523951813,15157528396127,4.67266,0.103777,4.444314,960
live,31,15157533723467,15157533839110,15157533914887,15157538267232,4.543765,0.075777,4.352345,960
live,32,15157543723467,15157543835305,15157543906826,15157548323555,4.600088,0.071521,4.416729,960
live,33,15157553723467,15157553843787,15157553914252,15157558397735,4.674268,0.070465,4.483483,960
live,34,15157563723467,15157563850318,15157563954447,15157567881378,4.157911,0.104129,3.926931,960
