timestamp_ns,emc_percent,emc_mhz,gpu_percent,ram_reported_mb,swap_reported_mb
15155677295201,1.0,665.0,15.0,2700.0,0.0
15155899199121,2.0,665.0,13.0,2760.0,0.0
15156120493241,2.0,665.0,15.0,2855.0,0.0
15156343415831,3.0,665.0,19.0,2968.0,0.0
15156563733490,1.0,2133.0,28.0,3058.0,0.0
15156784374321,1.0,2133.0,0.0,3182.0,0.0
15157004108741,1.0,2133.0,45.0,3255.0,0.0
15157225160586,1.0,2133.0,0.0,3261.0,0.0
15157446666485,1.0,2133.0,26.0,3261.0,0.0
15157669285838,0.0,2133.0,25.0,3261.0,0.0
15157890652375,0.0,2133.0,30.0,3261.0,0.0
15158114115195,0.0,2133.0,33.0,3261.0,0.0
15158338090085,0.0,2133.0,30.0,3261.0,0.0
15158561330182,0.0,2133.0,26.0,3261.0,0.0
15158815417882,6.0,204.0,15.0,3261.0,0.0
15159079042186,1.0,665.0,20.0,3262.0,0.0
15159333705285,5.0,204.0,19.0,3262.0,0.0
15159574273064,4.0,204.0,24.0,3262.0,0.0
15159837716213,1.0,665.0,21.0,3262.0,0.0
15160088787905,4.0,204.0,30.0,3262.0,0.0
15160333550715,1.0,665.0,11.0,3262.0,0.0
15160573498453,1.0,665.0,17.0,3262.0,0.0
15160829541378,3.0,204.0,21.0,3262.0,0.0
15161079165723,3.0,204.0,23.0,3262.0,0.0
15161313013830,1.0,665.0,19.0,3262.0,0.0
15161555031739,0.0,665.0,13.0,3262.0,0.0
15161798635013,0.0,665.0,15.0,3262.0,0.0
15162055713279,3.0,204.0,16.0,3262.0,0.0
15162305963360,3.0,204.0,25.0,3262.0,0.0
15162588614535,2.0,204.0,19.0,3262.0,0.0
15162837389076,0.0,665.0,30.0,3262.0,0.0
15163107683994,0.0,665.0,24.0,3262.0,0.0
15163438958460,0.0,665.0,23.0,3262.0,0.0
15163692453158,2.0,204.0,27.0,3262.0,0.0
15163941597848,2.0,204.0,29.0,3262.0,0.0
15164230862358,0.0,665.0,13.0,3262.0,0.0
15164479787012,2.0,204.0,16.0,3262.0,0.0
15164713806609,0.0,665.0,18.0,3262.0,0.0
15164997265186,2.0,204.0,20.0,3262.0,0.0
15165279027005,0.0,665.0,14.0,3262.0,0.0
15165516283700,0.0,665.0,14.0,3262.0,0.0
15165765371013,2.0,204.0,32.0,3262.0,0.0
15166019949309,2.0,204.0,21.0,3262.0,0.0
15166273056674,2.0,204.0,30.0,3262.0,0.0
15166521121573,0.0,665.0,19.0,3262.0,0.0
15166758839874,0.0,665.0,18.0,3262.0,0.0
15167007510605,0.0,665.0,13.0,3262.0,0.0
15167261120472,2.0,204.0,31.0,3262.0,0.0
15167517230596,2.0,204.0,20.0,3262.0,0.0
15167763745555,0.0,665.0,17.0,3262.0,0.0
15167990248797,2.0,204.0,25.0,3262.0,0.0
15168228712290,2.0,204.0,19.0,3262.0,0.0
15168499076360,0.0,665.0,20.0,3262.0,0.0
15168753438109,2.0,204.0,35.0,3262.0,0.0
15169003733405,2.0,204.0,38.0,3262.0,0.0
15169255811284,0.0,665.0,21.0,3262.0,0.0
15169516865600,0.0,665.0,25.0,3262.0,0.0
15169755630825,0.0,665.0,19.0,3262.0,0.0
15170019392568,0.0,665.0,15.0,3262.0,0.0
15170255898948,0.0,665.0,21.0,3262.0,0.0
15170539667864,2.0,204.0,21.0,3262.0,0.0
15170793435301,2.0,204.0,15.0,3262.0,0.0
15171050603550,0.0,665.0,18.0,3262.0,0.0
15171336084168,2.0,204.0,19.0,3262.0,0.0
15171586507976,2.0,204.0,44.0,3262.0,0.0
15171825198256,0.0,665.0,23.0,3262.0,0.0
15172079206560,2.0,204.0,27.0,3262.0,0.0
15172314924161,3.0,204.0,0.0,3262.0,0.0
