stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,17595356303258,17595356553831,17595356838827,17595362478608,6.17535,0.284996,5.639781,960
live,1,17595366303258,17595366523458,17595366799942,17595372956370,6.653112,0.276484,6.156428,960
live,2,17595376303258,17595376497630,17595376630303,17595382441703,6.138445,0.132673,5.8114,960
live,3,17595386303258,17595386627611,17595386718236,17595392603653,6.300395,0.090625,5.885417,960
live,4,17595396303258,17595396447604,17595396539797,17595402660225,6.356967,0.092193,6.120428,960
live,5,17595406303258,17595406508177,17595406595762,17595409238354,2.935096,0.087585,2.642592,960
live,6,17595416303258,17595416457004,17595416555341,17595421788046,5.484788,0.098337,5.232705,960
live,7,17595426303258,17595426446695,17595426544872,17595431524838,5.22158,0.098177,4.979966,960
live,8,17595436303258,17595436431619,17595436510916,17595441341535,5.038277,0.079297,4.830619,960
live,9,17595446303258,17595446435198,17595446510335,17595451474845,5.171587,0.075137,4.96451,960
live,10,17595456303258,17595456457690,17595456746782,17595461857021,5.553763,0.289092,5.110239,960
live,11,17595466303258,17595466437942,17595466711833,17595471577525,5.274267,0.273891,4.865692,960
live,12,17595476303258,17595476436465,17595476701589,17595481471856,5.168598,0.265124,4.770267,960
live,13,17595486303258,17595486431629,17595486695408,17595491203112,4.899854,0.263779,4.507704,960
live,14,17595496303258,17595496424808,17595496509514,17595500912224,4.608966,0.084706,4.40271,960
live,15,17595506303258,17595506449828,17595506546054,17595511111838,4.80858,0.096226,4.565784,960
live,16,17595516303258,17595516438240,17595516707523,17595521238523,4.935265,0.269283,4.531,960
live,17,17595526303258,17595526425403,17595526510236,17595530874642,4.571384,0.084833,4.364406,960
live,18,17595536303258,17595536428823,17595536694906,17595541210002,4.906744,0.266083,4.515096,960
live,19,17595546303258,17595546424435,17595546509268,17595550961835,4.658577,0.084833,4.452567,960
live,20,17595556303258,17595556446639,17595556533040,17595562686460,6.383202,0.086401,6.15342,960
live,21,17595566303258,17595566427146,17595566683277,17595571265126,4.961868,0.256131,4.581849,960
live,22,17595576303258,17595576401029,17595576468934,17595580403575,4.100317,0.067905,3.934641,960
live,23,17595586303258,17595586422849,17595586501122,17595590540660,4.237402,0.078273,4.039538,960
live,24,17595596303258,17595596423165,17595596509342,17595600600241,4.296983,0.086177,4.090899,960
live,25,17595606303258,17595606452345,17595606549626,17595611144851,4.841593,0.097281,4.595225,960
live,26,17595616303258,17595616430836,17595616696920,17595621092910,4.789652,0.266084,4.39599,960
live,27,17595626303258,17595626422512,17595626510833,17595630863943,4.560685,0.088321,4.35311,960
live,28,17595636303258,17595636408011,17595636473836,17595640349340,4.046082,0.065825,3.875504,960
live,29,17595646303258,17595646413031,17595646654442,17595650731292,4.428034,0.241411,4.07685,960
live,30,17595656303258,17595656671814,17595656781799,17595661838086,5.534828,0.109985,5.056287,960
live,31,17595666303258,17595666448575,17595666529504,17595670948534,4.645276,0.080929,4.41903,960
live,32,17595676303258,17595676429946,17595676507515,17595680697103,4.393845,0.077569,4.189588,960
live,33,17595686303258,17595686423478,17595686502007,17595691509461,5.206203,0.078529,5.007454,960
live,34,17595696303258,17595696403025,17595696474322,17595700922377,4.619119,0.071297,4.448055,960
live,35,17595706303258,17595706418989,17595706496238,17595711372298,5.06904,0.077249,4.87606,960
live,36,17595716303258,17595716427305,17595716506154,17595720670653,4.367395,0.078849,4.164499,960
live,37,17595726303258,17595726421732,17595726676967,17595730733049,4.429791,0.255235,4.056082,960
live,38,17595736303258,17595736415040,17595736491297,17595740513938,4.21068,0.076257,4.022641,960
live,39,17595746303258,17595746421115,17595746502044,17595751587995,5.284737,0.080929,5.085951,960
live,40,17595756303258,17595756419831,17595756503704,17595763207531,6.904273,0.083873,6.703827,960
live,41,17595766303258,17595766421331,17595766494356,17595770725736,4.422478,0.073025,4.23138,960
live,42,17595776303258,17595776413774,17595776478703,17595780375839,4.072581,0.064929,3.897136,960
live,43,17595786303258,17595786417994,17595786666477,17595791194693,4.891435,0.248483,4.528216,960
live,44,17595796303258,17595796398533,17595796463366,17595800732219,4.428961,0.064833,4.268853,960
live,45,17595806303258,17595806419969,17595806497218,17595810660150,4.356892,0.077249,4.162932,960
live,46,17595816303258,17595816458301,17595816566207,17595820748498,4.44524,0.107906,4.182291,960
live,47,17595826303258,17595826442713,17595826536090,17595832313345,6.010087,0.093377,5.777255,960
live,48,17595836303258,17595836431316,17595836510389,17595840931660,4.628402,0.079073,4.421271,960
live,49,17595846303258,17595846430128,17595846694259,17595851102506,4.799248,0.264131,4.408247,960
live,50,17595856303258,17595856421388,17595856499084,17595860716961,4.413703,0.077696,4.217877,960
live,51,17595866303258,17595866424455,17595866510440,17595870837630,4.534372,0.085985,4.32719,960
live,52,17595876303258,17595876422787,17595876676230,17595881167805,4.864547,0.253443,4.491575,960
live,53,17595886303258,17595886420766,17595886504127,17595890991415,4.688157,0.083361,4.487288,960
live,54,17595896303258,17595896418618,17595896479771,17595900683279,4.380021,0.061153,4.203508,960
live,55,17595906303258,17595906417942,17595906498199,17595910943086,4.639828,0.080257,4.444887,960
live,56,17595916303258,17595916424881,17595916509810,17595920969866,4.666608,0.084929,4.460056,960
live,57,17595926303258,17595926424877,17595926684912,17595931127687,4.824429,0.260035,4.442775,960
live,58,17595936303258,17595936414633,17595936495434,17595940725758,4.4225,0.080801,4.230324,960
live,59,17595946303258,17595946420964,17595946500997,17595950787290,4.484032,0.080033,4.286293,960
live,60,17595956303258,17595956406432,17595956655747,17595962617933,6.314675,0.249315,5.962186,960
live,61,17595966303258,17595966417692,17595966491836,17595971780926,5.477668,0.074144,5.28909,960
live,62,17595976303258,17595976421463,17595976495864,17595980808653,4.505395,0.074401,4.312789,960
live,63,17595986303258,17595986416403,17595986491060,17595991011852,4.708594,0.074657,4.520792,960
live,64,17595996303258,17595996399822,17595996466607,17596000739460,4.436202,0.066785,4.272853,960
live,65,17596006303258,17596006423594,17596006502027,17596010857761,4.554503,0.078433,4.355734,960
live,66,17596016303258,17596016423782,17596016499335,17596020888797,4.585539,0.075553,4.389462,960
live,67,17596026303258,17596026422561,17596026503522,17596030782775,4.479517,0.080961,4.279253,960
live,68,17596036303258,17596036416029,17596036487742,17596040471023,4.167765,0.071713,3.983281,960
live,69,17596046303258,17596046418649,17596046493786,17596050610476,4.307218,0.075137,4.11669,960
live,70,17596056303258,17596056418868,17596056498677,17596060587976,4.284718,0.079809,4.089299,960
live,71,17596066303258,17596066420080,17596066500721,17596071074506,4.771248,0.080641,4.573785,960
live,72,17596076303258,17596076401579,17596076452524,17596080708033,4.404775,0.050945,4.255509,960
live,73,17596086303258,17596086421319,17596086481256,17596091149922,4.846664,0.059937,4.668666,960
live,74,17596096303258,17596096416355,17596096674022,17596101078493,4.775235,0.257667,4.404471,960
live,75,17596106303258,17596106415998,17596106495967,17596110835061,4.531803,0.079969,4.339094,960
live,76,17596116303258,17596116457659,17596116539964,17596120912626,4.609368,0.082305,4.372662,960
live,77,17596126303258,17596126443958,17596126524023,17596130689227,4.385969,0.080065,4.165204,960
live,78,17596136303258,17596136426834,17596136686517,17596141272333,4.969075,0.259683,4.585816,960
live,79,17596146303258,17596146417837,17596146494606,17596150511296,4.208038,0.076769,4.01669,960
live,80,17596156303258,17596156418761,17596156493642,17596162014670,5.711412,0.074881,5.521028,960
live,81,17596166303258,17596166515718,17596166639431,17596171155807,4.852549,0.123713,4.516376,960
live,82,17596176303258,17596176416704,17596176488769,17596180428082,4.124824,0.072065,3.939313,960
live,83,17596186303258,17596186421244,17596186498973,17596190850994,4.547736,0.077729,4.352021,960
live,84,17596196303258,17596196417111,17596196492280,17596200754349,4.451091,0.075169,4.262069,960
live,85,17596206303258,17596206417107,17596206491540,17596210958891,4.655633,0.074433,4.467351,960
live,86,17596216303258,17596216416047,17596216482575,17596221607439,5.304181,0.066528,5.124864,960
live,87,17596226303258,17596226420202,17596226500843,17596230855809,4.552551,0.080641,4.354966,960
live,88,17596236303258,17596236402854,17596236469511,17596240707803,4.404545,0.066657,4.238292,960
live,89,17596246303258,17596246421026,17596246501955,17596250914041,4.610783,0.080929,4.412086,960
live,90,17596256303258,17596256421917,17596256495006,17596259954601,3.651343,0.073089,3.459595,960
live,91,17596266303258,17596266428185,17596266510906,17596271476567,5.173309,0.082721,4.965661,960
live,92,17596276303258,17596276423157,17596276499509,17596280773322,4.470064,0.076352,4.273813,960
live,93,17596286303258,17596286422352,17596286504273,17596290850215,4.546957,0.081921,4.345942,960
live,94,17596296303258,17596296414124,17596296659663,17596300723105,4.419847,0.245539,4.063442,960
live,95,17596306303258,17596306420775,17596306494472,17596311088705,4.785447,0.073697,4.594233,960
live,96,17596316303258,17596316417795,17596316494884,17596320827994,4.524736,0.077089,4.33311,960
live,97,17596326303258,17596326422303,17596326684418,17596331662624,5.359366,0.262115,4.978206,960
live,98,17596336303258,17596336415674,17596336492475,17596340796176,4.492918,0.076801,4.303701,960
live,99,17596346303258,17596346679417,17596346801435,17596358136391,11.833133,0.122018,11.334956,960
replay,99,17596346303258,17596346724858,17596347026333,17596358040486,11.737228,0.301475,11.014153,73088
live,100,17596356303258,17596356897880,17596358243624,17596364629047,8.325789,1.345744,6.385423,960
live,101,17596366303258,17596366445518,17596366547695,17596371093255,4.789997,0.102177,4.54556,960
live,102,17596376303258,17596376424553,17596376494282,17596380836832,4.533574,0.069729,4.34255,960
live,103,17596386303258,17596386424133,17596386513446,17596391019453,4.716195,0.089313,4.506007,960
live,104,17596396303258,17596396420448,17596396486657,17596400452978,4.14972,0.066209,3.966321,960
live,105,17596406303258,17596406421404,17596406496093,17596411032053,4.728795,0.074689,4.53596,960
live,106,17596416303258,17596416400183,17596416458776,17596420478890,4.175632,0.058593,4.020114,960
live,107,17596426303258,17596426421875,17596426498068,17596431200622,4.897364,0.076193,4.702554,960
live,108,17596436303258,17596436424207,17596436496592,17596440835749,4.532491,0.072385,4.339157,960
live,109,17596446303258,17596446420682,17596446487275,17596451067172,4.763914,0.066593,4.579897,960
live,110,17596456303258,17596456404326,17596456464071,17596460872829,4.569571,0.059745,4.408758,960
live,111,17596466303258,17596466423170,17596466485507,17596471267262,4.964004,0.062337,4.781755,960
live,112,17596476303258,17596476425437,17596476507582,17596482487336,6.184078,0.082145,5.979754,960
live,113,17596486303258,17596486422265,17596486501594,17596491171092,4.867834,0.079329,4.669498,960
live,114,17596496303258,17596496419637,17596496500214,17596501570324,5.267066,0.080577,5.07011,960
live,115,17596506303258,17596506418224,17596506487601,17596511032745,4.729487,0.069377,4.545144,960
live,116,17596516303258,17596516417484,17596516481581,17596520947140,4.643882,0.064097,4.465559,960
live,117,17596526303258,17596526424488,17596526496265,17596531362341,5.059083,0.071777,4.866076,960
live,118,17596536303258,17596536417411,17596536485028,17596541357792,5.054534,0.067617,4.872764,960
live,119,17596546303258,17596546422079,17596546492576,17596551231354,4.928096,0.070497,4.738778,960
live,120,17596556303258,17596556401498,17596556462555,17596562467717,6.164459,0.061057,6.005162,960
live,121,17596566303258,17596566417718,17596566490839,17596571000591,4.697333,0.073121,4.509752,960
live,122,17596576303258,17596576416562,17596576485811,17596580527397,4.224139,0.069249,4.041586,960
live,123,17596586303258,17596586420877,17596586492686,17596591099335,4.796077,0.071809,4.606649,960
live,124,17596596303258,17596596418089,17596596492778,17596600873792,4.570534,0.074689,4.381014,960
live,125,17596606303258,17596606421349,17596606494182,17596611117247,4.813989,0.072833,4.623065,960
