stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,12089083494498,12089083647736,12089083738713,12089084520290,0.090977,0.781577,1.025792,0.153238,0.760352,0,480
live,1,12089093494498,12089093604303,12089093644943,12089094029268,0.04064,0.384325,0.53477,0.109805,0.3872,0,480
live,2,12089103494498,12089103615302,12089103656103,12089104060843,0.040801,0.40474,0.566345,0.120804,0.384512,0,480
live,3,12089113494498,12089113598301,12089113632574,12089113971650,0.034273,0.339076,0.477152,0.103803,0.342208,0,480
live,4,12089123494498,12089123635317,12089123693398,12089124237180,0.058081,0.543782,0.742682,0.140819,0.536704,0,480
live,5,12089133494498,12089133611116,12089133649868,12089133993872,0.038752,0.344004,0.499374,0.116618,0.347008,0,480
live,6,12089143494498,12089143637891,12089143710212,12089144430733,0.072321,0.720521,0.936235,0.143393,0.710656,0,480
live,7,12089153494498,12089153624571,12089153668763,12089154075360,0.044192,0.406597,0.580862,0.130073,0.409888,0,480
live,8,12089163494498,12089163619730,12089163669874,12089164172280,0.050144,0.502406,0.677782,0.125232,0.493408,0,480
live,9,12089173494498,12089173650633,12089173727530,12089174472755,0.076897,0.745225,0.978257,0.156135,0.751136,0,480
live,10,12089183494498,12089183662785,12089183739138,12089184639981,0.076353,0.900843,1.145483,0.168287,0.888576,0,480
live,11,12089193494498,12089193662232,12089193739033,12089194480706,0.076801,0.741673,0.986208,0.167734,0.74768,0,480
live,12,12089203494498,12089203661199,12089203736912,12089204501241,0.075713,0.764329,1.006743,0.166701,0.750144,0,480
live,13,12089213494498,12089213658247,12089213732423,12089214465136,0.074176,0.732713,0.970638,0.163749,0.738368,0,480
live,14,12089223494498,12089223662078,12089223737247,12089224513096,0.075169,0.775849,1.018598,0.16758,0.758528,0,480
live,15,12089233494498,12089233661269,12089233736566,12089234464927,0.075297,0.728361,0.970429,0.166771,0.734592,0,480
live,16,12089243494498,12089243661132,12089243736333,12089244499254,0.075201,0.762921,1.004756,0.166634,0.749856,0,480
live,17,12089253494498,12089253659748,12089253732901,12089254492942,0.073153,0.760041,0.998444,0.16525,0.76576,0,480
live,18,12089263494498,12089263661307,12089263733788,12089264511781,0.072481,0.777993,1.017283,0.166809,0.764768,0,480
live,19,12089273494498,12089273663218,12089273736403,12089274466684,0.073185,0.730281,0.972186,0.16872,0.736736,0,480
live,20,12089283494498,12089283677738,12089283771115,12089286286793,0.093377,2.515678,2.792295,0.18324,1.878432,0,480
live,21,12089293494498,12089293683105,12089293772802,12089295349173,0.089697,1.576371,1.854675,0.188607,0.971072,0,480
live,22,12089303494498,12089303687480,12089303900571,12089306652188,0.213091,2.751617,3.15769,0.192982,1.0144,0,480
live,23,12089313494498,12089313671312,12089313755825,12089314534138,0.084513,0.778313,1.03964,0.176814,0.78464,0,480
live,24,12089323494498,12089323659847,12089323736200,12089324635250,0.076353,0.89905,1.140752,0.165349,0.887456,0,480
live,25,12089333494498,12089333663006,12089333737375,12089334477096,0.074369,0.739721,0.982598,0.168508,0.74608,0,480
