stage,sequence,release_ns,queued_ns,start_ns,end_ns,queue_ms,service_ms,age_ms,dispatch_lag_ms,thread_cpu_ms,beam_index,output_samples
live,0,12134823659313,12134823828232,12134823889384,12134825999810,0.061152,2.110426,2.340497,0.168919,2.017088,3,480
live,1,12134833659313,12134833793151,12134833843359,12134834464903,0.050208,0.621544,0.80559,0.133838,0.577152,0,480
live,2,12134843659313,12134843791030,12134843843254,12134844891747,0.052224,1.048493,1.232434,0.131717,0.690368,0,480
live,3,12134853659313,12134853817453,12134853886894,12134854547478,0.069441,0.660584,0.888165,0.15814,0.665984,3,480
live,4,12134863659313,12134863843685,12134866682759,12134867443952,2.839074,0.761193,3.784639,0.184372,0.766944,0,480
live,5,12134873659313,12134873825948,12134874061151,12134874895209,0.235203,0.834058,1.235896,0.166635,0.830176,0,480
live,6,12134883659313,12134883891284,12134884387866,12134885274532,0.496582,0.886666,1.615219,0.231971,0.892448,3,480
live,7,12134893659313,12134893841771,12134893921131,12134894811350,0.07936,0.890219,1.152037,0.182458,0.896864,2,480
live,8,12134903659313,12134903857698,12134903941603,12134904905614,0.083905,0.964011,1.246301,0.198385,0.958912,2,480
live,9,12134913659313,12134913828313,12134913907450,12134914840357,0.079137,0.932907,1.181044,0.169,0.940224,3,480
live,10,12134923659313,12134923830448,12134923910353,12134924864188,0.079905,0.953835,1.204875,0.171135,0.94592,0,480
live,11,12134933659313,12134933835303,12134933911624,12134934834771,0.076321,0.923147,1.175458,0.17599,0.929504,0,480
live,12,12134943659313,12134943836863,12134943917088,12134944862955,0.080225,0.945867,1.203642,0.17755,0.935328,1,480
live,13,12134953659313,12134953836726,12134953916471,12134954839394,0.079745,0.922923,1.180081,0.177413,0.929344,0,480
live,14,12134963659313,12134963828589,12134963909710,12134964845785,0.081121,0.936075,1.186472,0.169276,0.927712,1,480
live,15,12134973659313,12134973836612,12134973968742,12134974874993,0.13213,0.906251,1.21568,0.177299,0.912192,3,480
live,16,12134983659313,12134983829308,12134983905052,12134984837544,0.075744,0.932492,1.178231,0.169995,0.922912,3,480
live,17,12134993659313,12134993830771,12134993907028,12134994807262,0.076257,0.900234,1.147949,0.171458,0.90736,2,480
live,18,12135003659313,12135003834058,12135003910795,12135004845046,0.076737,0.934251,1.185733,0.174745,0.92656,1,480
live,19,12135013659313,12135013833249,12135013907394,12135014814637,0.074145,0.907243,1.155324,0.173936,0.913056,0,480
live,20,12135023659313,12135023834553,12135023912121,12135027112640,0.077568,3.200519,3.453327,0.17524,3.191296,3,480
live,21,12135033659313,12135033840624,12135033922545,12135034835676,0.081921,0.913131,1.176363,0.181311,0.918816,3,480
live,22,12135043659313,12135043832903,12135043908808,12135044842579,0.075905,0.933771,1.183266,0.17359,0.919968,0,480
live,23,12135053659313,12135053830686,12135053905343,12135054806314,0.074657,0.900971,1.147001,0.171373,0.907456,2,480
live,24,12135063659313,12135063829845,12135063907030,12135064842626,0.077185,0.935596,1.183313,0.170532,0.922816,2,480
live,25,12135073659313,12135073836205,12135073912430,12135074806360,0.076225,0.89393,1.147047,0.176892,0.899712,3,480
live,26,12135083659313,12135083834884,12135083912261,12135085051635,0.077377,1.139374,1.392322,0.175571,0.96512,1,480
live,27,12135093659313,12135093952957,12135094747654,12135095934708,0.794697,1.187054,2.275395,0.293644,1.07344,0,480
live,28,12135103659313,12135103902835,12135104073909,12135105541319,0.171074,1.46741,1.882006,0.243522,1.111296,2,480
live,29,12135113659313,12135113863434,12135113965643,12135114981047,0.102209,1.015404,1.321734,0.204121,1.021792,3,480
live,30,12135123659313,12135123836897,12135123919874,12135124892750,0.082977,0.972876,1.233437,0.177584,0.964544,2,480
live,31,12135133659313,12135133837112,12135133915801,12135134855012,0.078689,0.939211,1.195699,0.177799,0.945568,3,480
live,32,12135143659313,12135143839632,12135143914256,12135144874108,0.074624,0.959852,1.214795,0.180319,0.952256,3,480
live,33,12135153659313,12135153847911,12135153925096,12135154852179,0.077185,0.927083,1.192866,0.188598,0.933312,2,480
live,34,12135163659313,12135163846078,12135163926111,12135164866250,0.080033,0.940139,1.206937,0.186765,0.930048,2,480
live,35,12135173659313,12135173838517,12135173917750,12135174964963,0.079233,1.047213,1.30565,0.179204,0.966656,0,480
