frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568730481071742,568730513215193,0.389842,24.190141,32.143451,28475,28814,25,1200,568730514252357,33.180615,33.570457000000005
1,440000000,568730520880147,568730562564575,0.190312,33.800623,41.684428,24495,24792,22,1200,568730563481482,42.601335,42.791647
2,480000000,568730560886987,568730597459675,0.200575,28.234829,36.572688,24535,24832,22,1200,568730598332357,37.44537,37.645945
3,520000000,568730600886851,568730631384363,0.203255,21.51555,30.497512,21136,21391,19,1200,568730632239957,31.353106,31.556361
4,560000000,568730640924955,568730683891894,0.249744,34.057362,42.966939,21040,21295,19,1200,568730684975939,44.050984,44.300728
5,600000000,568730680897811,568730707913457,0.212743,18.112533,27.015646,21151,21406,19,1200,568730708850972,27.953161,28.165904
6,640000000,568730720882570,568730760032888,0.198783,30.774859,39.150318,21135,21390,19,1200,568730760956771,40.074201,40.272984
7,680000000,568730761075364,568730809951013,0.386201,40.931331,48.875649,18107,18334,17,1200,568730810802895,49.727531,50.113732
8,720000000,568730800868218,568730846584981,0.177646,37.98464,45.716763,18144,18371,17,1200,568730847856036,46.987818,47.165464
9,760000000,568730840877618,568730891407174,0.18919,41.830382,50.529556,17955,18182,17,1200,568730892295120,51.417502,51.606692
10,800000000,568730880859849,568730924409131,0.174269,36.056649,43.549282,18194,18421,17,1200,568730925203476,44.343627,44.517896
11,840000000,568730920882465,568730954513934,0.206774,25.014247,33.631469,18103,18330,17,1200,568730955272471,34.390006,34.59678
12,880000000,568730960860185,568730995417488,0.179917,26.754971,34.557303,18105,18332,17,1200,568730996236570,35.376385,35.556302
13,920000000,568731000888625,568731041757299,0.202533,32.295005,40.868674,18254,18481,17,1200,568731042537564,41.648939,41.851472
14,960000000,568731040844904,568731083874212,0.16022,35.643589,43.029308,18123,18350,17,1200,568731084766414,43.92151,44.08173
15,1000000000,568731080866496,568731115289590,0.176212,26.176149,34.423094,28708,29077,28,1200,568731116507204,35.640708,35.816919999999996
16,1040000000,568731120861432,568731175372091,0.169612,46.555045,54.510659,18280,18507,17,1200,568731176348294,55.486862,55.656474
17,1080000000,568731160980529,568731213934882,0.308197,44.332875,52.954353,18173,18400,17,1200,568731214708427,53.727898,54.036095
18,1120000000,568731200858887,568731251198873,0.164956,42.71564,50.339986,18161,18388,17,1200,568731252163141,51.304254,51.46921
19,1160000000,568731240879935,568731273602177,0.193396,24.213021,32.722242,18027,18254,17,1200,568731274404843,33.524908,33.718304
20,1200000000,568731280870679,568731320719949,0.180107,31.146735,39.84927,18103,18330,17,1200,568731321734617,40.863938,41.044045
21,1240000000,568731320882191,568731375951289,0.192835,46.8042,55.069098,18093,18320,17,1200,568731376888996,56.006805,56.19964
22,1280000000,568731360852038,568731417742341,0.156155,49.35735,56.890303,18131,18358,17,1200,568731418505742,57.653704,57.809858999999996
23,1320000000,568731400868734,568731456285132,0.177971,47.186092,55.416398,18109,18336,17,1200,568731457170263,56.301529,56.4795
24,1360000000,568731440850326,568731485420868,0.154794,37.09535,44.570542,18167,18394,17,1200,568731486287118,45.436792,45.591586
25,1400000000,568731480853454,568731512613828,0.159202,24.250686,31.760374,18123,18350,17,1200,568731513440654,32.5872,32.746402
26,1440000000,568731520866918,568731572571176,0.175034,43.777861,51.704258,18181,18408,17,1200,568731573375121,52.508203,52.683237
27,1480000000,568731560866462,568731603866681,0.172594,34.838395,43.000219,17946,18173,17,1200,568731604658978,43.792516,43.965109999999996
28,1520000000,568731600851061,568731632175623,0.153769,23.963611,31.324562,18089,18316,17,1200,568731632963920,32.112859,32.266628
29,1560000000,568731640866861,568731689806958,0.172673,40.714752,48.940097,18084,18311,17,1200,568731690626552,49.759691,49.932364
30,1600000000,568731680872453,568731713893482,0.183481,24.738819,33.021029,18140,18367,17,1200,568731714746005,33.873552,34.057033
31,1640000000,568731720859741,568731769419289,0.168113,40.429628,48.559548,18002,18229,17,1200,568731770286052,49.426311,49.594424
32,1680000000,568731760881205,568731793525846,0.289258,24.209566,32.644641,18189,18416,17,1200,568731794373440,33.492235,33.781493
33,1720000000,568731800863244,568731834760156,0.170304,26.031571,33.896912,18165,18392,17,1200,568731835495941,34.632697,34.803001
34,1760000000,568731840857412,568731881084318,0.165528,32.446462,40.226906,18064,18291,17,1200,568731881945193,41.087781,41.253309
35,1800000000,568731880869884,568731912961686,0.178512,24.115164,32.091802,18028,18255,17,1200,568731913737472,32.867588,33.046099999999996
36,1840000000,568731920877108,568731970553502,0.185096,41.643787,49.676394,18009,18236,17,1200,568731971458952,50.581844,50.76694
37,1880000000,568731960874412,568732004984148,0.186432,35.802567,44.109736,18349,18576,17,1200,568732005839518,44.965106,45.151538
38,1920000000,568732000869827,568732035579869,0.178519,25.995091,34.710042,18241,18468,17,1200,568732036497735,35.627908,35.806427
