frame,payload_bytes,encode_ms,decode_ms,roundtrip_service_ms
0,80,0.364069,0.035392,0.399461
1,80,0.45111,0.034912,0.486022
2,80,0.295108,0.036576,0.331684
3,80,0.440005,0.036769,0.476774
4,80,0.380388,0.037665,0.418053
5,80,0.441221,0.041248,0.482469
6,80,0.299492,0.0368,0.336292
7,80,0.296932,0.035584,0.332516
8,80,0.367941,0.03488,0.402821
9,80,0.514534,0.035169,0.549703
10,80,0.369316,0.035296,0.404612
11,80,0.370053,0.035456,0.405509
12,80,0.291748,0.345028,0.636776
13,80,0.459301,0.038497,0.497798
14,80,0.295875,0.035457,0.331332
15,80,0.215426,0.034881,0.250307
16,80,0.441285,0.0344,0.475685
17,80,0.432453,0.034209,0.466662
18,80,0.290083,0.033985,0.324068
19,80,0.373252,0.035136,0.408388
20,80,0.361317,0.0344,0.395717
21,80,0.512518,0.033825,0.546343
22,80,0.435877,0.034688,0.470565
23,80,0.45271,0.036768,0.489478
24,80,0.295299,0.035969,0.331268
25,80,0.35802,0.034369,0.392389
26,80,0.294403,0.034272,0.328675
27,80,0.292324,0.03568,0.328004
28,80,0.366661,0.03584,0.402501
29,80,0.292932,0.033984,0.326916
30,80,0.421413,0.033504,0.454917
31,80,0.442406,0.034144,0.47655
32,80,0.288995,0.041217,0.330212
33,80,0.308324,0.037344,0.345668
34,80,0.441125,0.035969,0.477094
35,80,0.212866,0.034785,0.247651
36,80,0.213026,0.033985,0.247011
37,80,0.56903,0.034113,0.603143
38,80,0.282435,0.034688,0.317123
39,80,0.287939,0.032896,0.320835
40,80,0.370117,0.036064,0.406181
41,80,0.363876,0.040097,0.403973
42,80,0.437285,0.034881,0.472166
43,80,0.298307,0.037248,0.335555
44,80,0.343364,0.034528,0.377892
45,80,0.364612,0.036033,0.400645
46,80,0.432197,0.034336,0.466533
47,80,0.286692,0.034208,0.3209
48,80,0.493638,0.034144,0.527782
49,80,0.496198,0.035617,0.531815
50,80,0.357604,0.039168,0.396772
51,80,0.217635,0.034912,0.252547
52,80,0.282628,0.03456,0.317188
53,80,0.375589,0.036192,0.411781
54,80,0.361476,0.034849,0.396325
55,80,0.358436,0.04224,0.400676
56,80,0.497734,0.035745,0.533479
57,80,0.285635,0.035521,0.321156
58,80,0.35258,0.034112,0.386692
59,80,0.361252,0.034625,0.395877
60,80,0.355876,0.034432,0.390308
61,80,0.357797,0.034368,0.392165
62,80,0.285795,0.039265,0.32506
63,80,0.435333,0.037761,0.473094
64,80,0.288739,0.035808,0.324547
65,80,0.358597,0.034112,0.392709
66,80,0.285955,0.040321,0.326276
67,80,0.200802,0.035649,0.236451
68,80,0.504198,0.03376,0.537958
69,80,0.360996,0.033729,0.394725
70,80,0.281699,0.038721,0.32042
71,80,0.348324,0.034784,0.383108
72,80,0.198403,0.034528,0.232931
73,80,0.218083,0.035136,0.253219
74,80,0.441925,0.037601,0.479526
75,80,0.365732,0.03456,0.400292
76,80,0.352005,0.034496,0.386501
77,80,0.361764,0.034657,0.396421
78,80,0.417669,0.039136,0.456805
79,80,0.348836,0.034273,0.383109
80,80,0.360292,0.03392,0.394212
81,80,0.358693,0.03904,0.397733
82,80,0.361924,0.035041,0.396965
83,80,0.356644,0.03824,0.394884
84,80,0.390277,0.047713,0.43799
85,80,0.291971,0.037345,0.329316
86,80,0.367748,0.036096,0.403844
87,80,0.282628,0.035744,0.318372
88,80,0.292644,0.034496,0.32714
89,80,0.213923,0.03456,0.248483
90,80,0.357764,0.033537,0.391301
91,80,0.354244,0.03376,0.388004
92,80,0.2825,0.034656,0.317156
93,80,0.434693,0.03488,0.469573
94,80,0.294723,0.036064,0.330787
95,80,0.287236,0.04896,0.336196
96,80,0.36842,0.035776,0.404196
97,80,0.360741,0.039744,0.400485
98,80,0.221123,0.034848,0.255971
99,80,0.365188,0.034049,0.399237
100,80,0.280419,0.034273,0.314692
101,80,0.216066,0.038369,0.254435
102,80,0.358948,0.034272,0.39322
103,80,0.293124,0.033952,0.327076
104,80,0.271107,0.043489,0.314596
105,80,0.361124,0.034817,0.395941
106,80,0.212866,0.034528,0.247394
107,80,0.370053,0.034752,0.404805
108,80,0.285508,0.03408,0.319588
109,80,0.391333,0.03616,0.427493
110,80,0.362052,0.034497,0.396549
111,80,0.360324,0.034336,0.39466
112,80,0.199587,0.038944,0.238531
113,80,0.360773,0.034592,0.395365
114,80,0.290499,0.033281,0.32378
115,80,0.356772,0.034688,0.39146
116,80,0.288772,0.033536,0.322308
117,80,0.29098,0.034816,0.325796
118,80,0.437797,0.035521,0.473318
119,80,0.430469,0.035328,0.465797
120,80,0.293764,0.032992,0.326756
121,80,0.366405,0.035904,0.402309
122,80,0.289443,0.034945,0.324388
123,80,0.21469,0.033153,0.247843
124,80,0.215714,0.039489,0.255203
125,80,0.359908,0.039329,0.399237
126,80,0.36378,0.035104,0.398884
127,80,0.435622,0.035232,0.470854
128,80,0.363524,0.039105,0.402629
129,80,0.247619,0.038816,0.286435
130,80,0.294756,0.034688,0.329444
131,80,0.437061,0.035009,0.47207
132,80,0.203138,0.035808,0.238946
133,80,0.287332,0.034496,0.321828
134,80,0.361509,0.033664,0.395173
135,80,0.281859,0.033729,0.315588
136,80,0.283331,0.034016,0.317347
137,80,0.292324,0.033312,0.325636
138,80,0.2865,0.03312,0.31962
139,80,0.355044,0.034433,0.389477
140,80,0.289091,0.035265,0.324356
141,80,0.369764,0.035936,0.4057
142,80,0.360357,0.034816,0.395173
143,80,0.289956,0.037952,0.327908
144,80,0.288995,0.034241,0.323236
145,80,0.357188,0.033536,0.390724
146,80,0.290467,0.03872,0.329187
147,80,0.342468,0.039585,0.382053
148,80,0.365252,0.034657,0.399909
149,80,0.364932,0.033536,0.398468
150,80,0.429349,0.033409,0.462758
151,80,0.303875,0.035297,0.339172
152,80,0.36106,0.033889,0.394949
153,80,0.289699,0.034432,0.324131
154,80,0.43111,0.033856,0.464966
155,80,0.351332,0.034304,0.385636
156,80,0.362693,0.034912,0.397605
157,80,0.361188,0.033793,0.394981
158,80,0.36378,0.034081,0.397861
159,80,0.287715,0.039616,0.327331
160,80,0.291492,0.03424,0.325732
161,80,0.538023,0.039712,0.577735
162,80,0.272643,0.035265,0.307908
163,80,0.411269,0.034816,0.446085
164,80,0.214147,0.033952,0.248099
165,80,0.287107,0.033377,0.320484
166,80,0.435109,0.033632,0.468741
167,80,0.476134,0.033024,0.509158
168,80,0.28522,0.033984,0.319204
169,80,0.366789,0.0328,0.399589
170,80,0.427525,0.03344,0.460965
171,80,0.373541,0.037088,0.410629
172,80,0.267299,0.035873,0.303172
173,80,0.36234,0.034305,0.396645
174,80,0.287139,0.03472,0.321859
175,80,0.278532,0.033856,0.312388
176,80,0.435077,0.033985,0.469062
177,80,0.285539,0.033888,0.319427
178,80,0.358149,0.034336,0.392485
179,80,0.287139,0.033601,0.32074
180,80,0.423973,0.033568,0.457541
181,80,0.51303,0.033537,0.546567
182,80,0.372228,0.036865,0.409093
183,80,0.291171,0.035904,0.327075
184,80,0.288548,0.035616,0.324164
185,80,0.211075,0.03472,0.245795
186,80,0.426181,0.033121,0.459302
187,80,0.284227,0.032928,0.317155
188,80,0.283108,0.033792,0.3169
189,80,0.360164,0.033697,0.393861
190,80,0.290243,0.034849,0.325092
191,80,0.288387,0.034945,0.323332
192,80,0.3625,0.034528,0.397028
193,80,0.29322,0.036256,0.329476
194,80,0.272451,0.033985,0.306436
195,80,0.282403,0.034433,0.316836
196,80,0.431653,0.034208,0.465861
197,80,0.282211,0.033601,0.315812
198,80,0.343556,0.033728,0.377284
199,80,0.284388,0.035712,0.3201
200,80,0.35914,0.034305,0.393445
201,80,0.356964,0.033504,0.390468
202,80,0.285092,0.033472,0.318564
203,80,0.363268,0.033249,0.396517
204,80,0.363748,0.036545,0.400293
205,80,0.363044,0.03408,0.397124
206,80,0.49543,0.034561,0.529991
207,80,0.289635,0.034688,0.324323
208,80,0.353509,0.03424,0.387749
209,80,0.286403,0.033729,0.320132
210,80,0.353604,0.0336,0.387204
211,80,0.354853,0.034816,0.389669
212,80,0.285411,0.033665,0.319076
213,80,0.410661,0.033824,0.444485
214,80,0.369956,0.036737,0.406693
215,80,0.359332,0.034465,0.393797
216,80,0.35882,0.03488,0.3937
217,80,0.270499,0.034753,0.305252
218,80,0.288163,0.033985,0.322148
219,80,0.286179,0.032896,0.319075
220,80,0.418981,0.033505,0.452486
221,80,0.272963,0.032928,0.305891
222,80,0.343076,0.033217,0.376293
223,80,0.289987,0.034305,0.324292
224,80,0.20989,0.034273,0.244163
225,80,0.286851,0.033536,0.320387
226,80,0.355877,0.03552,0.391397
227,80,0.361316,0.035681,0.396997
228,80,0.344164,0.034912,0.379076
229,80,0.418213,0.033761,0.451974
230,80,0.362436,0.03392,0.396356
231,80,0.284548,0.033632,0.31818
232,80,0.359428,0.033953,0.393381
233,80,0.3553,0.033632,0.388932
234,80,0.359781,0.034432,0.394213
235,80,0.286019,0.033697,0.319716
236,80,0.364132,0.034592,0.398724
237,80,0.283107,0.035296,0.318403
238,80,0.366213,0.033728,0.399941
239,80,0.212003,0.033376,0.245379
240,80,0.282403,0.032993,0.315396
241,80,0.353444,0.0336,0.387044
242,80,0.428997,0.034721,0.463718
243,80,0.35818,0.034528,0.392708
244,80,0.434278,0.033024,0.467302
245,80,0.359172,0.034369,0.393541
246,80,0.290787,0.033216,0.324003
247,80,0.45063,0.037056,0.487686
248,80,0.512966,0.034817,0.547783
249,80,0.436933,0.033792,0.470725
250,80,0.281028,0.034432,0.31546
251,80,0.366916,0.033537,0.400453
252,80,0.356804,0.03296,0.389764
253,80,0.440774,0.034304,0.475078
254,80,0.340004,0.033408,0.373412
255,80,0.43623,0.033824,0.470054
256,80,0.221027,0.03728,0.258307
257,80,0.36186,0.034401,0.396261
258,80,0.360036,0.034144,0.39418
259,80,0.497286,0.034689,0.531975
260,80,0.289667,0.034177,0.323844
261,80,0.359556,0.033568,0.393124
262,80,0.273795,0.033665,0.30746
263,80,0.359108,0.033216,0.392324
264,80,0.289251,0.033056,0.322307
265,80,0.355909,0.034176,0.390085
266,80,0.288291,0.043425,0.331716
267,80,0.373092,0.036865,0.409957
268,80,0.286915,0.034561,0.321476
269,80,0.362148,0.035072,0.39722
270,80,0.292452,0.033792,0.326244
271,80,0.363716,0.034849,0.398565
272,80,0.214818,0.034017,0.248835
273,80,0.503494,0.033024,0.536518
274,80,0.28666,0.03344,0.3201
275,80,0.357572,0.033089,0.390661
276,80,0.285827,0.039552,0.325379
277,80,0.363524,0.04416,0.407684
278,80,0.365381,0.034464,0.399845
279,80,0.284387,0.034593,0.31898
280,80,0.288259,0.032865,0.321124
281,80,0.505702,0.033568,0.53927
282,80,0.267779,0.034369,0.302148
283,80,0.286179,0.033344,0.319523
284,80,0.363429,0.039584,0.403013
285,80,0.284548,0.035008,0.319556
286,80,0.429733,0.034048,0.463781
287,80,0.364548,0.039104,0.403652
288,80,0.378789,0.03808,0.416869
289,80,0.359908,0.035425,0.395333
290,80,0.286691,0.033857,0.320548
291,80,0.35242,0.038496,0.390916
292,80,0.362245,0.035456,0.397701
293,80,0.292164,0.033568,0.325732
294,80,0.288451,0.034337,0.322788
295,80,0.357988,0.03424,0.392228
296,80,0.287492,0.033408,0.3209
297,80,0.267363,0.034209,0.301572
298,80,0.433125,0.034176,0.467301
299,80,0.374629,0.036352,0.410981
