frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568637788471938,568637809956607,0.200715,21.368092,21.484669,9185,9324,12,1200,568637811673075,23.201137,23.401851999999998
1,440000000,568637828473817,568637848722536,0.160002,20.182062,20.248719,9230,9369,12,1200,568637850238649,21.764832,21.924833999999997
2,480000000,568637868516945,568637894970441,0.224026,26.343479,26.453496,9358,9497,12,1200,568637896625980,28.109035,28.333060999999997
3,520000000,568637910259805,568637931123571,1.939462,20.80431,20.863766,9471,9610,12,1200,568637932172671,21.912866,23.852328
4,560000000,568637948631425,568637965998253,0.342474,17.227467,17.366828,9197,9336,12,1200,568637966972153,18.340728,18.683201999999998
5,600000000,568637988498071,568638005022841,0.193408,16.440609,16.52477,9336,9475,12,1200,568638005959076,17.461005,17.654413
6,640000000,568638028493966,568638047459373,0.180311,18.895358,18.965407,9193,9332,12,1200,568638049343620,20.849654,21.029965
7,680000000,568638068468517,568638088266286,0.149582,19.734088,19.797769,9293,9432,12,1200,568638090004067,21.53555,21.685132
8,720000000,568638108525437,568638127143192,0.231527,18.49721,18.617755,9282,9421,12,1200,568638129102255,20.576818,20.808345
9,760000000,568638148477044,568638165093847,0.161725,16.548546,16.616803,9273,9412,12,1200,568638166033923,17.556879,17.718604
10,800000000,568638188491531,568638207453707,0.175221,18.893599,18.962176,9251,9390,12,1200,568638209727525,21.235994,21.411215000000002
11,840000000,568638228484290,568638247083198,0.180076,18.512347,18.598908,9137,9276,12,1200,568638248797394,20.313104,20.49318
12,880000000,568638268508058,568638286553199,0.204004,17.958932,18.045141,9147,9286,12,1200,568638287579451,19.071393,19.275397
13,920000000,568638308556594,568638326693000,0.253339,18.043893,18.136406,9401,9540,12,1200,568638327618547,19.061953,19.315292
14,960000000,568638348523497,568638370942257,0.204818,22.351623,22.41876,9192,9331,12,1200,568638373568176,25.044679,25.249496999999998
15,1000000000,568638388510400,568638424164516,0.25217,35.494178,35.654116,37911,38391,37,1200,568638426556128,38.045728,38.297897999999996
16,1040000000,568638438872498,568638462042467,10.563643,23.097105,23.169969,17129,17352,18,1200,568638464112059,25.239561,35.803204
17,1080000000,568638477341783,568638499043991,9.034368,21.626975,21.702208,16230,16453,18,1200,568638500177156,22.835373,31.869741
18,1120000000,568638513551906,568638528605139,5.240491,14.983281,15.053233,11693,11860,14,1200,568638529729728,16.177822,21.418312999999998
19,1160000000,568638548659551,568638568627659,0.379945,19.81537,19.968108,11611,11778,14,1200,568638569743000,21.083449,21.463394
20,1200000000,568638588525461,568638609250665,0.264991,20.555986,20.725204,11559,11726,14,1200,568638611055870,22.530409,22.795399999999997
21,1240000000,568638628470796,568638646101371,0.164629,17.553198,17.630575,7826,7951,11,1200,568638647782319,19.311523,19.476152000000003
22,1280000000,568638668472003,568638688127307,0.153356,19.592935,19.655304,8121,8246,11,1200,568638689064406,20.592403,20.745759
23,1320000000,568638708546107,568638728683017,0.243589,20.040045,20.13691,8040,8165,11,1200,568638729663604,21.117497,21.361086
24,1360000000,568638748493522,568638769874606,0.232476,21.230842,21.381084,8071,8196,11,1200,568638771795077,23.301555,23.534031
25,1400000000,568638788495945,568638803335192,0.190643,14.756206,14.839247,6281,6392,10,1200,568638804150722,15.654777,15.845419999999999
26,1440000000,568638828484161,568638848569485,0.168362,20.019436,20.085324,6223,6320,9,1200,568638849454552,20.970391,21.138752999999998
27,1480000000,568638868488632,568638889087051,0.181889,20.516466,20.598419,6317,6414,9,1200,568638890087862,21.59923,21.781119
28,1520000000,568638908644625,568638931315100,0.392251,22.484169,22.670475,6098,6195,9,1200,568638933013840,24.369215,24.761466000000002
29,1560000000,568638948467366,568638966583356,0.162192,18.037525,18.11599,5541,5638,9,1200,568638967388261,18.920895,19.083087000000003
30,1600000000,568638988463326,568639005936268,0.149991,17.404558,17.472942,5443,5540,9,1200,568639006732277,18.268951,18.418942
31,1640000000,568639028468053,568639044669300,0.151454,16.138718,16.201247,5408,5505,9,1200,568639046415049,17.946996,18.09845
32,1680000000,568639068512301,568639088386039,0.211958,19.780937,19.873738,5358,5455,9,1200,568639089364387,20.852086,21.064044
33,1720000000,568639108473892,568639124363903,0.165677,15.813306,15.890011,5308,5405,9,1200,568639125877041,17.403149,17.568825999999998
34,1760000000,568639148473371,568639172600695,0.156068,24.061883,24.127324,7812,7937,11,1200,568639174153994,25.680623,25.836691000000002
35,1800000000,568639188473106,568639209866223,0.155964,21.332988,21.393117,5869,5966,9,1200,568639211485954,23.012848,23.168812000000003
36,1840000000,568639228573579,568639253624338,0.316853,24.879717,25.050759,5580,5677,9,1200,568639255126052,26.552473,26.869325999999997
37,1880000000,568639268528738,568639294762871,0.221291,26.158356,26.234133,11434,11601,14,1200,568639295672578,27.14384,27.365131
38,1920000000,568639308460888,568639333480159,0.146082,24.956326,25.019271,12483,12664,15,1200,568639334478603,26.017715,26.163797
39,1960000000,568639348474736,568639372252712,0.168985,23.700599,23.777976,12437,12618,15,1200,568639373193043,24.718307,24.887292
40,2000000000,568639388474919,568639427176367,0.157201,38.637639,38.701448,38943,39437,38,1200,568639429292808,40.817889,40.97509
41,2040000000,568639447491935,568639469610371,19.203688,22.000323,22.118436,17816,18053,19,1200,568639470538510,23.046575,42.250263000000004
42,2080000000,568639481210892,568639499183872,12.904181,17.897971,17.97298,16182,16405,18,1200,568639500065674,18.854782,31.758963
43,2120000000,568639510266690,568639527285675,1.950924,16.948712,17.018985,11729,11896,14,1200,568639528192214,17.925524,19.876448
44,2160000000,568639548469989,568639563807417,0.149582,15.282708,15.337428,11565,11732,14,1200,568639564690020,16.220031,16.369612999999998
45,2200000000,568639588468668,568639610685986,0.147141,22.16311,22.217318,11607,11774,14,1200,568639611677133,23.208465,23.355606
46,2240000000,568639628466867,568639649597548,0.150204,21.068792,21.130681,11524,11691,14,1200,568639651266144,22.799277,22.949481
47,2280000000,568639668650573,568639688593208,0.364726,19.788714,19.942635,7742,7867,11,1200,568639689611012,20.960439,21.325165000000002
48,2320000000,568639708518658,568639728938931,0.196908,20.35656,20.420273,8112,8237,11,1200,568639730653383,22.134725,22.331633
49,2360000000,568639748560186,568639766125769,0.297252,17.408973,17.565583,8162,8287,11,1200,568639767736476,19.17629,19.473542000000002
50,2400000000,568639788465649,568639808350171,0.15785,19.811402,19.884522,8252,8377,11,1200,568639809362503,20.896854,21.054704
51,2440000000,568639828468232,568639849314942,0.154161,20.779061,20.84671,6206,6317,10,1200,568639850787823,22.319591,22.473751999999998
52,2480000000,568639868647265,568639890065758,0.365451,21.275835,21.418493,6050,6147,9,1200,568639891604720,22.957455,23.322906
53,2520000000,568639908514295,568639929355661,0.195744,20.771509,20.841366,6275,6372,9,1200,568639930985184,22.470889,22.666633
54,2560000000,568639948545039,568639970643507,0.271737,21.962179,22.098468,5810,5907,9,1200,568639972065732,23.520693,23.792430000000003
55,2600000000,568639988460133,568640009616094,0.143087,21.09484,21.155961,5277,5374,9,1200,568640011184465,22.724332,22.867419
56,2640000000,568640028489437,568640050220573,0.19351,21.621535,21.731136,4606,4689,8,1200,568640051743247,23.25381,23.44732
57,2680000000,568640068507796,568640083048576,0.213054,14.429034,14.54078,5237,5334,9,1200,568640083975627,15.467831,15.680885
58,2720000000,568640108538540,568640132514215,0.232726,23.893338,23.975675,7749,7874,11,1200,568640134092121,25.553581,25.786307
59,2760000000,568640148476419,568640168923604,0.167116,20.371504,20.447185,5678,5775,9,1200,568640169719357,21.242938,21.410054
60,2800000000,568640188485050,568640208958059,0.17178,20.404688,20.473009,5519,5616,9,1200,568640210281723,21.796673,21.968452999999997
