frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568762315351171,568762338367475,0.245106,14.628941,23.016304,39364,39843,35,1200,568762339565825,24.214654,24.45976
1,440000000,568762355298075,568762391739049,0.155945,28.809268,36.440974,39306,39785,35,1200,568762392300047,37.001972,37.157917000000005
2,480000000,568762395322483,568762429910443,0.184641,27.136576,34.58796,39351,39830,35,1200,568762431080313,35.75783,35.942471
3,520000000,568762435313643,568762470893582,0.176345,27.143232,35.579939,39375,39854,35,1200,568762471565558,36.251915,36.428259999999995
4,560000000,568762475335427,568762510441633,0.199825,27.234081,35.106206,39202,39681,35,1200,568762511713328,36.377901,36.577726
5,600000000,568762515330971,568762555477524,0.200489,31.58818,40.146553,39592,40071,35,1200,568762556180445,40.849474,41.049963
6,640000000,568762555352659,568762592468745,0.237345,28.881365,37.116086,42810,43331,38,1200,568762593256850,37.904191,38.141535999999995
7,680000000,568762595320138,568762647013516,0.192537,42.541782,51.693378,39331,39810,35,1200,568762647817686,52.497548,52.690085
8,720000000,568762635323906,568762673636614,0.191793,29.993793,38.312708,39338,39817,35,1200,568762674232461,38.908555,39.100348
9,760000000,568762675304410,568762726453558,0.169032,42.665464,51.149148,39237,39716,35,1200,568762727064253,51.759843,51.928875
10,800000000,568762715306098,568762747263659,0.167872,24.403424,31.957561,39591,40070,35,1200,568762747817714,32.511616,32.679488
11,840000000,568762755327690,568762792447680,0.203385,29.163384,37.11999,39605,40084,35,1200,568762793064135,37.736445,37.93983
12,880000000,568762795307106,568762831437836,0.176592,28.179116,36.13073,39395,39874,35,1200,568762832088532,36.781426,36.958018
13,920000000,568762835312986,568762879116127,0.178216,35.388994,43.803141,39338,39817,35,1200,568762879762438,44.449452,44.627668
14,960000000,568762875348146,568762908783485,0.217536,25.213802,33.435339,39286,39765,35,1200,568762909449893,34.101747,34.319283000000006
15,1000000000,568762915294793,568762974800456,0.15372,51.700322,59.505663,47292,47871,43,1200,568762975616145,60.321352,60.475072
16,1040000000,568762955321058,568762995054390,0.189744,31.41797,39.733332,40025,40504,35,1200,568762995764319,40.443261,40.633005
17,1080000000,568762995311354,568763050963306,0.178856,47.083883,55.651952,39439,39918,35,1200,568763051639474,56.32812,56.506976
18,1120000000,568763035338258,568763087320855,0.20496,43.809861,51.982597,39305,39784,35,1200,568763087936126,52.597868,52.802828
19,1160000000,568763075315113,568763127413936,0.179544,43.379264,52.098823,39159,39638,35,1200,568763128061336,52.746223,52.925767
20,1200000000,568763115328481,568763167864045,0.201008,44.146089,52.535564,39344,39823,35,1200,568763168482069,53.153588,53.354596
