frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568746178227520,568746201316880,0.18872,14.44401,23.08936,39364,39843,35,1200,568746202635872,24.408352,24.597072
1,440000000,568746218242232,568746265058240,0.199048,38.486662,46.816008,39306,39785,35,1200,568746266318031,48.075799,48.274847
2,480000000,568746258231568,568746289921542,0.179648,23.506646,31.689974,39351,39830,35,1200,568746291164820,32.933252,33.1129
3,520000000,568746298213191,568746333112195,0.161368,27.421827,34.899004,39375,39854,35,1200,568746334422579,36.209388,36.370756
4,560000000,568746338213599,568746372734711,0.164112,26.161813,34.521112,39202,39681,35,1200,568746374356746,36.143147,36.307259
5,600000000,568746378236311,568746415074026,0.194056,28.972246,36.837715,39592,40071,35,1200,568746416461466,38.225155,38.419211000000004
6,640000000,568746418206991,568746455058850,0.158687,28.813876,36.851859,42810,43331,38,1200,568746456457362,38.250371,38.409058
7,680000000,568746458208935,568746498324032,0.152951,32.657889,40.115097,39331,39810,35,1200,568746499646768,41.437833,41.590784
8,720000000,568746498227871,568746536110782,0.174703,29.860192,37.882911,39338,39817,35,1200,568746537317484,39.089613,39.264316
9,760000000,568746538214743,568746570017294,0.158375,24.41328,31.802551,39237,39716,35,1200,568746571273021,33.058278,33.216653
10,800000000,568746578221966,568746626822796,0.169567,40.611615,48.60083,39591,40070,35,1200,568746628227644,50.005678,50.175245000000004
11,840000000,568746618240871,568746661116064,0.203863,34.629624,42.875193,39605,40084,35,1200,568746662388847,44.147976,44.351839
12,880000000,568746658220830,568746695801369,0.169838,29.74003,37.580539,39395,39874,35,1200,568746697066472,38.845642,39.01548
13,920000000,568746698203990,568746735693136,0.148646,30.055042,37.489146,39338,39817,35,1200,568746737016512,38.812522,38.961168
14,960000000,568746738206158,568746770808622,0.150366,25.175945,32.602464,39286,39765,35,1200,568746772118238,33.91208,34.062446
15,1000000000,568746778225798,568746824700778,0.172374,38.314084,46.47498,47292,47871,43,1200,568746826415870,48.190072,48.362446
16,1040000000,568746818221502,568746861985346,0.16827,35.488899,43.763844,40025,40504,35,1200,568746863219952,44.99845,45.16672
17,1080000000,568746858218069,568746898323151,0.164326,32.426815,40.105082,39439,39918,35,1200,568746899672702,41.454633,41.618959000000004
18,1120000000,568746898222573,568746941328554,0.172094,35.140415,43.105981,39305,39784,35,1200,568746942639161,44.416588,44.588682
19,1160000000,568746938233669,568746980675738,0.18143,34.27938,42.442069,39159,39638,35,1200,568746981968489,43.73482,43.91625
20,1200000000,568746978232029,568747019961097,0.178157,34.056369,41.729068,39344,39823,35,1200,568747021365146,43.133117,43.311274
21,1240000000,568747018252949,568747062319581,0.206918,35.971528,44.066632,39361,39840,35,1200,568747063644845,45.391896,45.598814000000004
22,1280000000,568747058236173,568747101395050,0.188605,34.992381,43.158877,39261,39740,35,1200,568747102688857,44.452684,44.641289
23,1320000000,568747098222085,568747138502752,0.168309,32.741666,40.280667,39349,39828,35,1200,568747139806831,41.584746,41.753055
24,1360000000,568747138212540,568747180444047,0.157709,34.287221,42.231507,39308,39787,35,1200,568747181740030,43.52749,43.685199
25,1400000000,568747178225524,568747222302428,0.172581,36.484782,44.076904,35012,35435,31,1200,568747223565739,45.340215,45.512796
26,1440000000,568747218244524,568747253688431,0.193693,27.24333,35.443907,34873,35296,31,1200,568747254880797,36.636273,36.829966000000006
27,1480000000,568747258197700,568747293212993,0.149204,27.028575,35.015293,34916,35339,31,1200,568747294364238,36.166538,36.315742
28,1520000000,568747298225276,568747338350165,0.172908,32.438846,40.124889,35229,35652,31,1200,568747339581796,41.35652,41.529428
29,1560000000,568747338247124,568747370555665,0.204324,24.251838,32.308541,35211,35634,31,1200,568747371808000,33.560876,33.7652
30,1600000000,568747378233964,568747421782605,0.184028,35.302208,43.548641,35317,35740,31,1200,568747422945915,44.711951,44.895979
31,1640000000,568747418205731,568747455452443,0.149971,29.812384,37.246712,35256,35679,31,1200,568747456643625,38.437894,38.587865
32,1680000000,568747458212955,568747499663524,0.166411,33.552556,41.450569,35327,35750,31,1200,568747500892115,42.67916,42.845571
33,1720000000,568747498215155,568747543335783,0.157827,37.720701,45.120628,35338,35761,31,1200,568747544607478,46.392323,46.550149999999995
34,1760000000,568747538219627,568747583308063,0.298909,36.402382,45.088436,35317,35740,31,1200,568747584488301,46.268674,46.567583
35,1800000000,568747578234147,568747614596112,0.183603,28.073163,36.361965,35221,35644,31,1200,568747615943136,37.708989,37.892592
36,1840000000,568747618202138,568747656487678,0.145643,30.050498,38.28554,35279,35702,31,1200,568747657643692,39.441554,39.587196999999996
37,1880000000,568747658229683,568747711055906,0.180099,44.990963,52.826223,35348,35771,31,1200,568747712277872,54.048189,54.228288
38,1920000000,568747698231371,568747754130014,0.182427,47.392847,55.898643,35371,35794,31,1200,568747755458318,57.226947,57.409374
39,1960000000,568747738212066,568747773553379,0.160786,27.897705,35.341313,35327,35750,31,1200,568747774693361,36.481295,36.642081000000005
40,2000000000,568747778228922,568747821096564,0.178154,35.138367,42.867642,50163,50784,46,1200,568747822775848,44.546926,44.72508
41,2040000000,568747818205554,568747854718689,0.150146,29.157208,36.513135,39740,40219,35,1200,568747855874574,37.66902,37.819166
42,2080000000,568747858213898,568747899516273,0.159674,33.566028,41.302375,39487,39966,35,1200,568747900794560,42.580662,42.740336
43,2120000000,568747898209794,568747943360470,0.153138,37.961248,45.150676,39326,39805,35,1200,568747944763111,46.553317,46.706455
44,2160000000,568747938215257,568747973238775,0.161546,26.786012,35.023518,39511,39990,35,1200,568747974454149,36.238892,36.400438
45,2200000000,568747978203889,568748013669588,0.147201,27.502117,35.465699,39341,39820,35,1200,568748014710880,36.506991,36.654192
46,2240000000,568748018177897,568748052271515,0.120921,25.526317,34.093618,39490,39969,35,1200,568748052963395,34.785498,34.906419
47,2280000000,568748058199905,568748109087001,0.153233,42.849433,50.887096,39238,39717,35,1200,568748110014084,51.814179,51.967412
48,2320000000,568748098246521,568748140179304,0.195657,33.370026,41.932783,39146,39611,34,1200,568748140825072,42.578551,42.774207999999994
49,2360000000,568748138218193,568748171736092,0.173473,25.450412,33.517899,39294,39773,35,1200,568748172587942,34.369749,34.543222
50,2400000000,568748178178664,568748217992254,0.124536,31.911897,39.81359,39438,39917,35,1200,568748219294573,41.115909,41.240445
51,2440000000,568748218195520,568748255566585,0.141392,30.069443,37.371065,39347,39826,35,1200,568748256872456,38.676936,38.818328
52,2480000000,568748258220600,568748298532212,0.168457,32.167452,40.311612,39372,39851,35,1200,568748299772355,41.551755,41.720212
53,2520000000,568748298186832,568748333923477,0.131232,28.434831,35.736645,39304,39783,35,1200,568748335177092,36.99026,37.121491999999996
54,2560000000,568748338215528,568748373030627,0.161592,27.174593,34.815099,39415,39894,35,1200,568748374305170,36.089642,36.251234
55,2600000000,568748378231648,568748420139406,0.183504,34.040657,41.907758,39460,39939,35,1200,568748421422942,43.191294,43.374798
56,2640000000,568748418219256,568748461416789,0.169832,34.881787,43.197533,39332,39811,35,1200,568748462684516,44.46526,44.635092
57,2680000000,568748458217776,568748505781313,0.168128,39.850998,47.563537,39223,39702,35,1200,568748507345907,49.128131,49.296259000000006
58,2720000000,568748498219272,568748538658277,0.165464,31.410067,40.439005,39434,39913,35,1200,568748539905427,41.686155,41.851619
59,2760000000,568748538215647,568748581357532,0.166,35.110206,43.141885,39346,39825,35,1200,568748582665676,44.450029,44.616029
60,2800000000,568748578230135,568748611134204,0.183944,24.74282,32.904069,39463,39942,35,1200,568748612493260,34.263125,34.447069
61,2840000000,568748618198831,568748664982103,0.142879,39.396465,46.783272,39620,40099,35,1200,568748666352775,48.153944,48.296823
62,2880000000,568748658245031,568748698483362,0.196728,31.881048,40.238331,39350,39829,35,1200,568748699829874,41.584843,41.781571
