frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568630324190131,568630338511868,0.170251,14.250888,14.321737,9151,9290,12,1200,568630339310885,15.120754,15.291005
1,440000000,568630364217259,568630378703989,0.195843,14.415498,14.48673,9180,9319,12,1200,568630379420350,15.203091,15.398934
2,480000000,568630404204482,568630418356745,0.173754,14.093095,14.152263,9365,9504,12,1200,568630419205843,15.001361,15.175115
3,520000000,568630444224569,568630461976554,0.202098,17.676432,17.751985,9277,9416,12,1200,568630462748788,18.524219,18.726316999999998
4,560000000,568630484234449,568630499186241,0.218665,14.859375,14.951792,9205,9344,12,1200,568630499902249,15.6678,15.886465
5,600000000,568630524198408,568630544039793,0.177408,19.775209,19.841385,9304,9443,12,1200,568630545312384,21.113976,21.291384
6,640000000,568630564198367,568630578290725,0.178775,14.019461,14.092358,9219,9358,12,1200,568630579020334,14.821967,15.000742
7,680000000,568630604213686,568630618662305,0.191567,14.377642,14.448619,9277,9416,12,1200,568630619435530,15.221844,15.413411
8,720000000,568630644211822,568630658826138,0.191974,14.535915,14.614316,9268,9407,12,1200,568630659740581,15.528759,15.720733000000001
9,760000000,568630684198821,568630704052815,0.179741,19.776009,19.853994,9398,9537,12,1200,568630705344318,21.145497,21.325238
10,800000000,568630724196700,568630741429031,0.175348,17.163754,17.232331,9275,9414,12,1200,568630743164956,18.968256,19.143604
11,840000000,568630764213908,568630778327418,0.197132,14.035398,14.11351,9152,9291,12,1200,568630779161060,14.947152,15.144284
12,880000000,568630804197355,568630819640897,0.174083,15.373622,15.443542,9157,9296,12,1200,568630820514699,16.317344,16.491426999999998
13,920000000,568630844209442,568630858259944,0.187546,13.975781,14.050502,9631,9770,12,1200,568630858999536,14.790094,14.97764
14,960000000,568630884203545,568630903767680,0.17653,19.500422,19.564135,12601,12782,15,1200,568630905103696,20.900151,21.076681
15,1000000000,568630924202417,568630954632951,0.175625,30.36631,30.430534,39782,40276,38,1200,568630955768069,31.565652,31.741277
16,1040000000,568630965834651,568630982643713,1.815924,16.737029,16.809062,17344,17581,19,1200,568630983491659,17.657008,19.472932
17,1080000000,568631004199967,568631021976337,0.183896,17.697169,17.77637,16232,16455,18,1200,568631022775546,18.575579,18.759475000000002
18,1120000000,568631044195318,568631058615904,0.175535,14.350249,14.420586,11672,11839,14,1200,568631059826511,15.631193,15.806728
19,1160000000,568631084203214,568631099435297,0.184198,15.15589,15.232083,11606,11773,14,1200,568631100328428,16.125214,16.309412
20,1200000000,568631124194309,568631138147401,0.177661,13.878211,13.953092,7775,7900,11,1200,568631138972627,14.778318,14.955979000000001
21,1240000000,568631164194556,568631177242582,0.178293,12.969049,13.048026,8093,8218,11,1200,568631178047808,13.853252,14.031545
22,1280000000,568631204198228,568631219000258,0.179404,14.711789,14.80203,8131,8256,11,1200,568631219799627,15.601399,15.780803
23,1320000000,568631244207499,568631259141979,0.182179,14.870671,14.93448,8037,8162,11,1200,568631260168711,15.961212,16.143391
