frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568689290507742,568689337422087,439.572426,46.847112,46.914345,49821,50437,46,1200,568689339084026,48.576284,488.14871
1,440000000,568689354409231,568689396059482,463.473371,41.580522,41.650251,46549,47137,44,1200,568689397820271,43.41104,506.884411
2,480000000,568689414175344,568689452771831,483.242972,38.524294,38.596487,43644,44190,41,1200,568689454569068,40.393724,523.636696
3,520000000,568689470926733,568689509621717,499.999001,38.613735,38.694984,43544,44090,41,1200,568689511481899,40.555166,540.554167
4,560000000,568689529027930,568689562301090,518.093734,33.200231,33.27316,40418,40936,39,1200,568689563849716,34.821786,552.91552
5,600000000,568689577968635,568689611343492,527.041063,33.291144,33.374857,40493,41011,39,1200,568689612741973,34.773338,561.814401
6,640000000,568689625187752,568689658800372,534.259188,33.531947,33.61262,40455,40973,39,1200,568689660277381,35.089629,569.348817
7,680000000,568689673572706,568689707618163,542.650639,33.959088,34.045457,40528,41031,38,1200,568689709046980,35.474274,578.124913
8,720000000,568689723228299,568689752658310,552.288792,29.363994,29.430011,36470,36917,34,1200,568689754088407,30.860108,583.1488999999999
9,760000000,568689766454825,568689811012950,555.528342,44.482316,44.558125,36246,36693,34,1200,568689813214000,46.759175,602.287517
10,800000000,568689825682947,568689854596632,574.756464,28.834548,28.913685,36193,36640,34,1200,568689855918856,30.235909,604.992373
11,840000000,568689869142756,568689895387257,578.215536,26.167348,26.244501,32822,33227,31,1200,568689896810026,27.66727,605.8828060000001
12,880000000,568689909953605,568689947444255,579.023761,37.415545,37.49065,32938,33343,31,1200,568689949553368,39.599763,618.6235240000001
13,920000000,568689962356399,568689992709461,591.419867,30.283461,30.353062,32882,33302,32,1200,568689994071493,31.715094,623.134961
14,960000000,568690008218603,568690036074836,597.276472,27.79316,27.856233,32826,33231,31,1200,568690037413764,29.195161,626.471633
15,1000000000,568690051612523,568690107660128,600.675191,55.976596,56.047605,63058,63832,58,1200,568690109731032,58.118509,658.7937000000001
16,1040000000,568690125688916,568690155555381,634.752737,29.792704,29.866465,36443,36890,34,1200,568690157145799,31.456883,666.20962
17,1080000000,568690174243313,568690221580767,643.305789,47.271757,47.337454,36367,36814,34,1200,568690223675160,49.431847,692.737636
18,1120000000,568690239232591,568690273383554,668.356476,33.981169,34.150963,36703,37150,34,1200,568690274766578,35.533987,703.8904630000001
19,1160000000,568690288844440,568690322238722,677.90986,33.324297,33.394282,32993,33413,32,1200,568690323407856,34.563416,712.4732759999999
20,1200000000,568690334846454,568690363189573,683.905059,28.280686,28.343119,32886,33291,31,1200,568690364492532,29.646078,713.551137
21,1240000000,568690377069704,568690407759602,686.126772,30.629769,30.689898,33160,33565,31,1200,568690408882015,31.812311,717.939083
22,1280000000,568690420578729,568690450223047,689.644278,29.578621,29.644318,32976,33396,32,1200,568690451532342,30.953613,720.597891
23,1320000000,568690464072298,568690496585449,693.13263,32.449438,32.513151,36711,37158,34,1200,568690497685526,33.613228,726.745858
24,1360000000,568690508275731,568690540355821,697.338751,32.015577,32.08009,36924,37400,36,1200,568690541615004,33.339273,730.678024
25,1400000000,568690551009547,568690587762780,700.081719,36.679824,36.753233,37112,37588,36,1200,568690589094060,38.084513,738.166232
26,1440000000,568690601194619,568690631873156,710.264167,30.604137,30.678537,37004,37480,36,1200,568690633335062,32.140443,742.40461
27,1480000000,568690645796520,568690676171119,714.858261,30.310854,30.374599,37028,37504,36,1200,568690677599999,31.803479,746.66174
