frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568722655301780,568722676830450,0.17912,13.424351,21.52867,28475,28814,25,1200,568722677839518,22.537738,22.716858000000002
1,440000000,568722695314828,568722718676159,0.187176,14.952144,23.361331,24495,24792,22,1200,568722719554698,24.23987,24.427046
2,480000000,568722735292227,568722759504865,0.168031,16.139295,24.212638,24535,24832,22,1200,568722760431020,25.138793,25.306824
3,520000000,568722775300347,568722813819777,0.172855,30.334085,38.51943,21136,21391,19,1200,568722814710796,39.410449,39.583304
4,560000000,568722815367860,568722850347888,0.236592,27.115296,34.980028,21040,21295,19,1200,568722851252955,35.885095,36.121687
5,600000000,568722855305579,568722903263488,0.177351,39.870838,47.957909,21151,21406,19,1200,568722904312557,49.006978,49.184329
6,640000000,568722895333955,568722931661455,0.221119,28.006634,36.3275,21135,21390,19,1200,568722932530137,37.196182,37.417301
7,680000000,568722935286650,568722962636604,0.157974,19.850826,27.349954,18107,18334,17,1200,568722963518311,28.231661,28.389635
8,720000000,568722975296498,568723005415093,0.16955,21.691936,30.118595,18144,18371,17,1200,568723006836166,31.539668,31.709218
9,760000000,568723015294121,568723046022036,0.163974,23.058128,30.727915,17955,18182,17,1200,568723046899550,31.605429,31.769403
10,800000000,568723055282657,568723086544754,0.151325,23.907514,31.262097,18194,18421,17,1200,568723087365371,32.082714,32.234039
11,840000000,568723095314585,568723142969451,0.205782,38.520486,47.654866,18103,18330,17,1200,568723143937367,48.622782,48.828564
12,880000000,568723135338641,568723174523295,0.223246,30.810539,39.184654,18105,18332,17,1200,568723175517867,40.179226,40.402472
13,920000000,568723175603980,568723217627676,0.473288,34.137267,42.023696,18254,18481,17,1200,568723218508038,42.904058,43.377345999999996
14,960000000,568723215325249,568723270857039,0.196765,47.368494,55.53179,18123,18350,17,1200,568723271730266,56.405017,56.601782
15,1000000000,568723255297496,568723295981592,0.167188,32.601825,40.684096,28708,29077,28,1200,568723297182342,41.884846,42.052034000000006
16,1040000000,568723295291696,568723327051046,0.164716,24.530433,31.75935,18280,18507,17,1200,568723327890256,32.59856,32.763276
17,1080000000,568723335328104,568723399089592,0.205476,55.536111,63.761488,18173,18400,17,1200,568723399903841,64.575737,64.78121300000001
18,1120000000,568723375295135,568723426070294,0.166459,43.132829,50.775159,18161,18388,17,1200,568723426861983,51.566848,51.733307
19,1160000000,568723415320375,568723472667100,0.195187,48.646366,57.346725,18027,18254,17,1200,568723473560486,58.240111,58.435297999999996
20,1200000000,568723455293167,568723499487512,0.163819,36.840915,44.194345,18103,18330,17,1200,568723500345090,45.051923,45.215742
21,1240000000,568723495289126,568723527010716,0.156995,24.321854,31.72159,18093,18320,17,1200,568723527813798,32.524672,32.681667000000004
22,1280000000,568723535299614,568723574863697,0.171546,31.415347,39.564083,18131,18358,17,1200,568723575765275,40.465661,40.637207
23,1320000000,568723575306390,568723629018160,0.176402,45.837693,53.71177,18109,18336,17,1200,568723629882170,54.57578,54.752182000000005
24,1360000000,568723615286222,568723661589168,0.154186,38.931019,46.302946,18167,18394,17,1200,568723662572219,47.285997,47.440183000000005
25,1400000000,568723655315814,568723711593437,0.192322,47.647378,56.277623,18123,18350,17,1200,568723712678410,57.362596,57.554918
26,1440000000,568723695285373,568723749355963,0.157977,46.655654,54.07059,18181,18408,17,1200,568723750145316,54.859943,55.017920000000004
27,1480000000,568723735319573,568723767497265,0.195345,24.057948,32.177692,17946,18173,17,1200,568723768426556,33.106983,33.302328
28,1520000000,568723775321197,568723830140276,0.196617,46.60167,54.819079,18089,18316,17,1200,568723831040350,55.719153,55.91577
29,1560000000,568723815319845,568723848276969,0.194465,24.494112,32.957124,18084,18311,17,1200,568723848962481,33.642636,33.837101000000004
30,1600000000,568723855272860,568723894522411,0.14652,31.316178,39.249551,18140,18367,17,1200,568723895069265,39.796405,39.942925
31,1640000000,568723895248563,568723936920959,0.120912,33.719886,41.672396,18002,18229,17,1200,568723937681128,42.432565,42.553476999999994
32,1680000000,568723935290348,568723975500294,0.168296,32.363614,40.209946,18189,18416,17,1200,568723976426353,41.136005,41.304300999999995
33,1720000000,568723975309988,568724016365064,0.182016,32.192796,41.055076,18165,18392,17,1200,568724016997615,41.687627,41.869642999999996
34,1760000000,568724015315931,568724057878769,0.198136,34.463734,42.562838,18064,18291,17,1200,568724058507705,43.191774,43.38991
35,1800000000,568724055288115,568724107389977,0.158863,44.47934,52.101862,18028,18255,17,1200,568724107875999,52.587884,52.746747
36,1840000000,568724095311947,568724133847601,0.182951,30.281509,38.535654,18009,18236,17,1200,568724134451961,39.140014,39.322965
37,1880000000,568724135252034,568724189224830,0.117502,45.984894,53.972796,18349,18576,17,1200,568724189836422,54.584388,54.70189
38,1920000000,568724175284474,568724228831218,0.151894,46.032639,53.546744,18241,18468,17,1200,568724229359160,54.074686,54.22658
39,1960000000,568724215284882,568724267031860,0.155406,43.196125,51.746978,18182,18409,17,1200,568724267525370,52.240488,52.395894
40,2000000000,568724255289418,568724308379676,0.168262,44.601486,53.090258,28705,29074,28,1200,568724309119141,53.829723,53.997985
41,2040000000,568724295322690,568724335016182,0.197598,31.066446,39.693492,18137,18364,17,1200,568724335625277,40.302587,40.500185
42,2080000000,568724335279833,568724378495607,0.158741,35.138495,43.215774,18134,18361,17,1200,568724379100862,43.821029,43.97977
43,2120000000,568724375305137,568724428321954,0.176141,45.532953,53.016817,18139,18366,17,1200,568724428838824,53.533687,53.709828
44,2160000000,568724415302281,568724456615376,0.175173,32.464191,41.313095,18075,18302,17,1200,568724457326744,42.024463,42.199636
45,2200000000,568724455293504,568724494472719,0.164797,30.855724,39.179215,18174,18401,17,1200,568724494980437,39.686933,39.85173
46,2240000000,568724495241880,568724538033264,0.109236,34.887835,42.791384,18101,18328,17,1200,568724538561527,43.319647,43.428883000000006
47,2280000000,568724535292752,568724567349162,0.16974,23.643159,32.05641,18030,18257,17,1200,568724567947025,32.654273,32.824013
48,2320000000,568724575249479,568724608533936,0.118275,25.867793,33.284457,18066,18293,17,1200,568724609174679,33.9252,34.043474999999994
49,2360000000,568724615283135,568724659112388,0.155964,35.334336,43.829253,18044,18271,17,1200,568724659771308,44.488173,44.644137
50,2400000000,568724655279063,568724687153615,0.150003,24.522625,31.874552,18234,18461,17,1200,568724687630997,32.351934,32.501937
51,2440000000,568724695275599,568724733445841,0.146059,30.094179,38.170242,18083,18310,17,1200,568724734151321,38.875722,39.021781000000004
52,2480000000,568724735253894,568724788940063,0.128131,45.739835,53.686169,18080,18307,17,1200,568724789782505,54.528611,54.656742
53,2520000000,568724775295423,568724807444410,0.167739,24.466369,32.148987,18010,18237,17,1200,568724807905567,32.610144,32.777882999999996
54,2560000000,568724815255350,568724846819274,0.123506,24.099132,31.563924,18233,18460,17,1200,568724847482354,32.227004,32.35051
55,2600000000,568724855289934,568724894822848,0.16929,30.89966,39.532914,18049,18276,17,1200,568724895492072,40.202138,40.371427999999995
56,2640000000,568724895284070,568724937157876,0.164386,33.614253,41.873806,18090,18317,17,1200,568724937799483,42.515413,42.679799
57,2680000000,568724935288189,568724974174376,0.156122,31.387314,38.886187,18129,18356,17,1200,568724974900753,39.612564,39.768686
58,2720000000,568724975267893,568725028073956,0.144081,44.411532,52.806063,18103,18330,17,1200,568725028692107,53.424214,53.568295
59,2760000000,568725015312077,568725054647005,0.185802,31.740054,39.334928,18048,18275,17,1200,568725055060834,39.748757,39.934559
60,2800000000,568725055245380,568725087136220,0.112896,24.683331,31.89084,18175,18402,17,1200,568725087739139,32.493759,32.606654999999996
61,2840000000,568725095252412,568725126475564,0.1174,23.530677,31.223152,18212,18439,17,1200,568725126929330,31.676918,31.794318
62,2880000000,568725135278036,568725174192351,0.15112,31.141007,38.914315,18110,18337,17,1200,568725174724133,39.446097,39.597217
63,2920000000,568725175262604,568725217440029,0.138312,33.95224,42.177425,18208,18435,17,1200,568725218403273,43.140669,43.278981
64,2960000000,568725215304004,568725268492247,0.18048,45.286454,53.188243,18246,18473,17,1200,568725269368098,54.064094,54.244574
65,3000000000,568725255331036,568725308942324,0.206232,45.245845,53.611288,28694,29063,28,1200,568725310280836,54.9498,55.156032
66,3040000000,568725295320884,568725345336066,0.196272,41.629483,50.015182,18300,18527,17,1200,568725346128875,50.807991,51.004263
67,3080000000,568725335326188,568725385293593,0.199144,40.945859,49.967405,18116,18343,17,1200,568725386168995,50.842807,51.041951
68,3120000000,568725375320579,568725415182009,0.199072,31.147759,39.86143,18195,18422,17,1200,568725416033667,40.713088,40.91216
69,3160000000,568725415371996,568725471583891,0.242552,48.014103,56.211895,18179,18406,17,1200,568725472509309,57.137313,57.379865
70,3200000000,568725455295282,568725488844350,0.167631,26.059283,33.549068,18056,18283,17,1200,568725489640840,34.345558,34.513189
71,3240000000,568725495299690,568725544109450,0.17127,40.787297,48.80976,18106,18333,17,1200,568725544951636,49.651946,49.823216
72,3280000000,568725535316162,568725577110735,0.19379,33.623532,41.794573,18202,18429,17,1200,568725577910265,42.594103,42.787893
73,3320000000,568725575302266,568725614765291,0.172598,31.59426,39.463025,18030,18257,17,1200,568725615847768,40.545502,40.7181
74,3360000000,568725615392147,568725671214437,0.278767,47.817588,55.82229,18206,18433,17,1200,568725672044367,56.65222,56.930987
75,3400000000,568725655306921,568725693707374,0.225286,30.317317,38.400453,18081,18308,17,1200,568725694561432,39.254511,39.479797
76,3440000000,568725695286497,568725737318321,0.160733,34.119027,42.031824,18194,18421,17,1200,568725738076154,42.789657,42.95039
77,3480000000,568725735303097,568725767146224,0.173525,23.478325,31.843127,18187,18414,17,1200,568725767927290,32.624193,32.797717999999996
