frame,payload_bytes,encode_ms,decode_ms,roundtrip_service_ms
0,2321,0.168098,0.074688,0.242786
1,2329,0.167906,0.069569,0.237475
2,2334,0.167554,0.070561,0.238115
3,2348,0.188866,0.071873,0.260739
4,2358,0.169026,0.073153,0.242179
5,2352,0.168866,0.067713,0.236579
6,2359,0.16925,0.066976,0.236226
7,2351,0.169762,0.066176,0.235938
8,2354,0.167298,0.06624,0.233538
9,2347,0.169378,0.066144,0.235522
10,2342,0.16765,0.068608,0.236258
11,2317,0.166786,0.069281,0.236067
12,2335,0.169954,0.069505,0.239459
13,2343,0.165826,0.074113,0.239939
14,2344,0.172706,0.067649,0.240355
15,2355,0.556807,0.074273,0.63108
16,2363,0.170434,0.082113,0.252547
17,2348,0.170978,0.068289,0.239267
18,2358,0.164546,0.067393,0.231939
19,2350,0.164994,0.067009,0.232003
20,2348,0.166306,0.070689,0.236995
21,2323,0.164258,0.069377,0.233635
22,2320,0.166434,0.070785,0.237219
23,2330,0.167554,0.069249,0.236803
24,2340,0.166146,0.069537,0.235683
25,2350,0.166914,0.069601,0.236515
26,2354,0.16541,0.066241,0.231651
27,2362,0.16909,0.066305,0.235395
28,2359,0.165282,0.065505,0.230787
29,2354,0.165154,0.065985,0.231139
30,2352,0.16381,0.066049,0.229859
31,2336,0.164482,0.068577,0.233059
32,2331,0.197507,0.076929,0.274436
33,2323,0.167682,0.070145,0.237827
34,2326,0.165506,0.068641,0.234147
35,2346,0.166242,0.069185,0.235427
36,2351,0.16765,0.066753,0.234403
37,2350,0.164642,0.065889,0.230531
38,2360,0.16909,0.065601,0.234691
39,2359,0.168514,0.066881,0.235395
40,2356,0.164642,0.065441,0.230083
41,2350,0.165922,0.066241,0.232163
42,2339,0.165058,0.069345,0.234403
43,2326,0.16589,0.068417,0.234307
44,2325,0.175426,0.069665,0.245091
45,2344,0.164962,0.069537,0.234499
46,2339,0.164674,0.070049,0.234723
47,2353,0.169314,0.084673,0.253987
48,2353,0.166562,0.066592,0.233154
49,2364,0.168066,0.065088,0.233154
50,2356,0.166754,0.065696,0.23245
51,2350,0.167682,0.074817,0.242499
52,2356,0.174274,0.069953,0.244227
53,2348,0.165794,0.066433,0.232227
54,2319,0.166562,0.073537,0.240099
55,2270,0.166018,0.064449,0.230467
56,2278,0.165026,0.063681,0.228707
57,2289,0.165858,0.063649,0.229507
58,2290,0.165186,0.067009,0.232195
59,2278,0.164962,0.068385,0.233347
60,2283,0.167586,0.063649,0.231235
61,2271,0.163586,0.064513,0.228099
62,2267,0.165282,0.063521,0.228803
63,2286,0.21229,0.068513,0.280803
