frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568660570957225,568660606300906,33.935259,35.26464,35.343681,21651,21930,22,1200,568660608306914,37.349689,71.284948
1,440000000,568660624468096,568660656713020,47.474354,32.111066,32.244924,21638,21917,22,1200,568660658813269,34.345173,81.819527
2,480000000,568660673953415,568660706882188,56.975161,32.779075,32.928773,21713,21992,22,1200,568660708998884,35.045469,92.02063
3,520000000,568660722937961,568660749664580,65.911578,26.657338,26.726619,21208,21487,22,1200,568660750920627,27.982666,93.894244
4,560000000,568660765381629,568660794123056,68.355054,28.664626,28.741427,21208,21487,22,1200,568660795472768,30.091139,98.446193
5,600000000,568660810962934,568660836285313,73.95556,25.210409,25.322379,17667,17904,19,1200,568660838200663,27.237729,101.19328900000001
6,640000000,568660852800707,568660879596767,75.760949,26.736187,26.79606,17658,17895,19,1200,568660881872698,29.071991,104.83294
7,680000000,568660897198863,568660924071467,80.19312,26.760571,26.872604,17651,17888,19,1200,568660925859680,28.660817,108.853937
8,720000000,568660939614755,568660969277152,82.57506,29.606173,29.662397,17719,17956,19,1200,568660971528283,31.913528,114.488588
9,760000000,568660987115858,568661023791171,90.10954,36.555439,36.675313,21106,21371,21,1200,568661025688697,38.572839,128.682379
10,800000000,568661041181776,568661078132643,104.176033,36.840562,36.950867,21267,21546,22,1200,568661080159195,38.977419,143.15345200000002
11,840000000,568661093824348,568661125257391,116.807918,31.34613,31.433043,17703,17940,19,1200,568661127195237,33.370889,150.178807
12,880000000,568661144017804,568661176852495,127.02435,32.698274,32.834691,21229,21508,22,1200,568661178962760,34.944956,161.969306
13,920000000,568661194005305,568661226433143,137.030539,32.270076,32.427838,17864,18101,19,1200,568661227475203,33.469898,170.500437
14,960000000,568661240740352,568661270079066,143.769874,29.173048,29.338714,17651,17888,19,1200,568661271152230,30.411878,174.181752
15,1000000000,568661283623129,568661332144117,146.599243,48.441115,48.520988,53485,54147,50,1200,568661333916298,50.293169,196.892412
16,1040000000,568661345721077,568661366352744,168.694727,20.557362,20.631667,24219,24526,24,1200,568661367812633,22.091556,190.786283
17,1080000000,568661381824991,568661402600852,164.80072,20.70066,20.775861,24110,24417,24,1200,568661403705249,21.880258,186.680978
18,1120000000,568661416893436,568661434795407,159.861293,17.838226,17.901971,20191,20456,21,1200,568661435798459,18.905023,178.766316
19,1160000000,568661448049963,568661466658759,151.012029,18.552315,18.608796,20164,20429,21,1200,568661467703347,19.653384,170.665413
20,1200000000,568661479209658,568661497300240,142.17406,18.030197,18.090582,20107,20372,21,1200,568661498238267,19.028609,161.202669
21,1240000000,568661507903693,568661541224629,130.874814,33.250887,33.320936,20125,20390,21,1200,568661543274798,35.371105,166.245919
22,1280000000,568661555223418,568661589156522,138.197036,33.861871,33.933104,20129,20394,21,1200,568661591097761,35.874343,174.071379
23,1320000000,568661604420830,568661629148226,147.394704,24.649699,24.727396,20124,20389,21,1200,568661630158254,25.737424,173.132128
24,1360000000,568661644807802,568661677734558,147.80654,32.783842,32.926756,16212,16435,18,1200,568661679569108,34.761306,182.567846
25,1400000000,568661692984658,568661717790102,155.959492,24.730947,24.805444,16531,16754,18,1200,568661719740013,26.755355,182.71484700000002
26,1440000000,568661735007873,568661767031643,158.027731,31.8742,32.02377,16489,16712,18,1200,568661768828048,33.820175,191.847906
27,1480000000,568661781395844,568661807218453,164.372086,25.747344,25.822609,16437,16660,18,1200,568661808941769,27.545925,191.918011
28,1520000000,568661824265149,568661858067244,167.257615,33.681549,33.802095,16515,16738,18,1200,568661860099396,35.834247,203.091862
29,1560000000,568661873730116,568661905386074,176.690966,31.599829,31.655958,16916,17139,18,1200,568661907147694,33.417578,210.108544
30,1600000000,568661923736914,568661948122289,186.735748,24.259998,24.385375,13196,13377,15,1200,568661949949031,26.212117,212.947865
31,1640000000,568661965697440,568661999673105,188.685074,33.858767,33.975665,16748,16971,18,1200,568662001292452,35.595012,224.28008599999998
32,1680000000,568662015082342,568662042180166,198.0958,26.944126,27.097824,17296,17519,18,1200,568662043875546,28.793204,226.889004
33,1720000000,568662056854419,568662083375787,199.817668,26.458135,26.521368,17275,17498,18,1200,568662085421252,28.566833,228.384501
34,1760000000,568662098926051,568662120187133,201.900116,21.186009,21.261082,13769,13950,15,1200,568662121751760,22.825709,224.725825
35,1800000000,568662135036268,568662155903074,198.002814,20.798165,20.866806,17245,17468,18,1200,568662156800077,21.763809,219.766623
36,1840000000,568662167373193,568662200196620,190.334587,32.76893,32.823427,17232,17455,18,1200,568662202073250,34.700057,225.03464400000001
37,1880000000,568662214261394,568662237807656,197.237444,23.468341,23.546262,17432,17655,18,1200,568662239741438,25.480044,222.717488
38,1920000000,568662252933786,568662274545529,195.910379,21.534878,21.611743,17430,17653,18,1200,568662276387278,23.453492,219.36387100000002
39,1960000000,568662290034159,568662322167146,192.998625,32.069306,32.132987,17319,17542,18,1200,568662324407428,34.373269,227.371894
40,2000000000,568662337516959,568662386794308,200.479664,49.215812,49.277349,47215,47793,44,1200,568662388534328,51.017369,251.49703300000002
41,2040000000,568662402638814,568662436489997,225.612112,33.774286,33.851183,24142,24449,24,1200,568662438504709,35.865895,261.478007
42,2080000000,568662451854787,568662479001986,234.825844,27.076511,27.147199,24099,24406,24,1200,568662480055471,28.200684,263.026528
43,2120000000,568662490180902,568662512628495,233.155704,22.377096,22.447593,24033,24340,24,1200,568662513512921,23.332019,256.48772299999996
44,2160000000,568662522800967,568662551723228,225.76716,28.861749,28.922261,24050,24357,24,1200,568662552983050,30.182083,255.949243
45,2200000000,568662565938051,568662585101125,228.902676,19.098049,19.163074,20129,20394,21,1200,568662586018896,20.080845,248.98352100000002
46,2240000000,568662596992305,568662617453218,219.956867,20.39704,20.460913,20038,20303,21,1200,568662618348525,21.35622,241.313087
47,2280000000,568662627770908,568662646702683,210.737261,18.872542,18.931775,20046,20311,21,1200,568662647560165,19.789257,230.52651799999998
48,2320000000,568662656830322,568662675451566,199.796292,18.560859,18.621244,20034,20299,21,1200,568662676390873,19.560551,219.356843
49,2360000000,568662685690023,568662704957642,188.660504,19.203043,19.267619,20124,20389,21,1200,568662705926133,20.23611,208.896614
50,2400000000,568662715680712,568662734393093,178.65561,18.635868,18.712381,20245,20510,21,1200,568662735454257,19.773545,198.42915499999998
51,2440000000,568662744938817,568662763657694,167.912338,18.647676,18.718877,20198,20463,21,1200,568662764592617,19.6538,187.566138
52,2480000000,568662774318811,568662792067244,157.285549,17.686544,17.748433,20044,20309,21,1200,568662793036088,18.717277,176.002826
53,2520000000,568662802334373,568662821118883,145.296791,18.729053,18.78451,20058,20323,21,1200,568662821980237,19.645864,164.942655
54,2560000000,568662831293211,568662848976875,134.2539,17.627056,17.683664,20290,20555,21,1200,568662849855414,18.562203,152.816103
55,2600000000,568662859141891,568662876975541,122.106292,17.773745,17.83365,20026,20291,21,1200,568662877961473,18.819582,140.925874
56,2640000000,568662887259886,568662920432341,110.225856,33.102758,33.172455,20178,20443,21,1200,568662921554467,34.294581,144.520437
