frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568645338229895,568645374421105,93.762747,36.064553,36.19121,21651,21930,22,1200,568645376301799,38.071904,131.834651
1,440000000,568645389121823,568645418200085,104.61829,29.003606,29.078262,21638,21917,22,1200,568645420422927,31.301104,135.919394
2,480000000,568645435769316,568645466031305,111.292856,30.140291,30.261989,21713,21992,22,1200,568645467201591,31.432275,142.725131
3,520000000,568645481271484,568645515792819,116.813296,34.380213,34.521335,21208,21487,22,1200,568645517522088,36.250604,153.0639
4,560000000,568645530418304,568645557694497,125.906323,27.217025,27.276193,21208,21487,22,1200,568645559556279,29.137975,155.044298
5,600000000,568645573095415,568645602466833,128.58049,29.31673,29.371418,17667,17904,19,1200,568645604182149,31.086734,159.667224
6,640000000,568645619236086,568645650065890,134.741514,30.728682,30.829804,17658,17895,19,1200,568645652337788,33.101702,167.84321599999998
7,680000000,568645666237056,568645701801027,141.73458,35.491362,35.563971,17651,17888,19,1200,568645703546328,37.309272,179.043852
8,720000000,568645716587890,568645745310148,152.083397,28.649554,28.722258,17719,17956,19,1200,568645747320796,30.732906,182.816303
9,760000000,568645760215188,568645788073884,155.717799,27.764231,27.858696,21106,21371,21,1200,568645789820401,29.605213,185.323012
10,800000000,568645803360400,568645827744175,158.852835,24.309918,24.383775,21267,21546,22,1200,568645828926493,25.566093,184.418928
11,840000000,568645841985175,568645868202540,157.490923,26.130324,26.217365,17703,17940,19,1200,568645869813279,27.828104,185.319027
12,880000000,568645883363743,568645910905827,158.855474,27.472963,27.542084,21229,21508,22,1200,568645912822682,29.458939,188.314413
13,920000000,568645926104343,568645948781602,161.602602,22.602091,22.677259,17864,18101,19,1200,568645951031484,24.927141,186.529743
14,960000000,568645968696588,568645994149592,164.251073,25.285418,25.453004,17651,17888,19,1200,568645995185445,26.488857,190.73993
15,1000000000,568646006286247,568646054648865,161.783547,48.289561,48.362618,53485,54147,50,1200,568646056280661,49.994414,211.777961
16,1040000000,568646066968819,568646087459492,182.468166,20.415121,20.490673,24219,24526,24,1200,568646088613490,21.644671,204.11283699999998
17,1080000000,568646101025060,568646121559542,176.519159,20.463921,20.534482,24110,24417,24,1200,568646122636323,21.611263,198.130422
18,1120000000,568646134323756,568646153713329,169.812832,19.32986,19.389573,20191,20456,21,1200,568646154919711,20.595955,190.408787
19,1160000000,568646168250012,568646197643255,163.769744,29.286938,29.393243,20164,20429,21,1200,568646199815440,31.565428,195.335172
20,1200000000,568646214230394,568646239906217,169.720333,25.613422,25.675823,20107,20372,21,1200,568646240942869,26.712475,196.43280800000002
21,1240000000,568646252927554,568646273118128,168.430038,20.105037,20.190574,20125,20390,21,1200,568646274256925,21.329371,189.759409
22,1280000000,568646286517262,568646308910582,162.012353,22.315719,22.39332,20129,20394,21,1200,568646309923586,23.406324,185.418677
23,1320000000,568646323121213,568646349809560,158.645841,26.569945,26.688347,20124,20389,21,1200,568646351585581,28.464368,187.110209
24,1360000000,568646365450832,568646389951185,160.942307,24.426816,24.500353,16212,16435,18,1200,568646391252448,25.801616,186.743923
25,1400000000,568646404180440,568646433359376,159.730541,29.020534,29.178936,16531,16754,18,1200,568646435100069,30.919629,190.65017
26,1440000000,568646450600507,568646481430151,166.128591,30.702474,30.829644,16489,16712,18,1200,568646483396990,32.796483,198.925074
27,1480000000,568646498435055,568646530658635,173.960355,32.099994,32.22358,16437,16660,18,1200,568646532339295,33.90424,207.864595
28,1520000000,568646545839486,568646569464116,181.334865,23.554997,23.62463,16515,16738,18,1200,568646571211561,25.372075,206.70694
29,1560000000,568646586585726,568646615348689,182.129618,28.613745,28.762963,16916,17139,18,1200,568646617066309,30.480583,212.610201
30,1600000000,568646630396386,568646653255568,185.894262,22.785005,22.859182,13196,13377,15,1200,568646654838786,24.4424,210.336662
