frame,pts_ns,raw_ready_ns,encoded_ready_ns,source_schedule_lateness_ms,encoder_ms,encode_path_ms,payload_bytes,rtp_bytes,rtp_packets,max_rtp_packet_bytes,packet_ready_ns,packet_ready_ms,scheduled_packet_latency_ms
0,400000000,568754266086162,568754303265609,0.168273,29.682207,37.179447,39364,39843,35,1200,568754304556888,38.470726,38.638999
1,440000000,568754306108842,568754339744599,0.185609,25.080328,33.635757,39306,39785,35,1200,568754340481152,34.37231,34.557919
2,480000000,568754346088738,568754380538104,0.165249,27.066015,34.449366,39351,39830,35,1200,568754381128351,35.039613,35.204862000000006
3,520000000,568754386127482,568754430953547,0.207225,36.29774,44.826065,39375,39854,35,1200,568754432255802,46.12832,46.335545
4,560000000,568754426091154,568754452065540,0.163633,18.353081,25.974386,39202,39681,35,1200,568754452855821,26.764667,26.9283
5,600000000,568754466082121,568754495609510,0.152968,22.102565,29.527389,39592,40071,35,1200,568754496293326,30.211205,30.364173
6,640000000,568754506090593,568754537787031,0.162112,24.10294,31.696438,42810,43331,38,1200,568754538605505,32.514912,32.677024
7,680000000,568754546085689,568754587083517,0.162584,32.949573,40.997828,39331,39810,35,1200,568754587660644,41.574955,41.737539000000005
8,720000000,568754586118225,568754623540555,0.199633,29.396667,37.42233,39338,39817,35,1200,568754624249683,38.131458,38.331091
9,760000000,568754626121801,568754656299341,0.197545,21.810145,30.17754,39237,39716,35,1200,568754657009430,30.887629,31.085174000000002
10,800000000,568754666110017,568754700664985,0.188512,26.94339,34.554968,39591,40070,35,1200,568754701535619,35.425602,35.614114
11,840000000,568754706105497,568754746081584,0.19308,31.61186,39.976087,39605,40084,35,1200,568754746934587,40.82909,41.02217
12,880000000,568754746215090,568754783866094,0.305457,29.55222,37.651004,39395,39874,35,1200,568754785136125,38.921035,39.226492
13,920000000,568754786102665,568754820962404,0.17716,26.327575,34.859739,39338,39817,35,1200,568754821629932,35.527267,35.704427
14,960000000,568754826091200,568754874886720,0.1664,41.237222,48.79552,39286,39765,35,1200,568754875578280,49.48708,49.65348
15,1000000000,568754866099800,568754900670992,0.174872,26.442296,34.571192,47292,47871,43,1200,568754901482138,35.382338,35.55721
16,1040000000,568754906080624,568754947338359,0.150703,33.818095,41.257735,40025,40504,35,1200,568754948036511,41.955887,42.10659
17,1080000000,568754946108200,568754978930507,0.185447,24.576449,32.822307,39439,39918,35,1200,568754979583923,33.475723,33.661170000000006
18,1120000000,568754986094688,568755037631104,0.168383,43.741796,51.536416,39305,39784,35,1200,568755038288584,52.193896,52.362279
19,1160000000,568755026111000,568755059702628,0.186039,25.490764,33.591628,39159,39638,35,1200,568755060292075,34.181075,34.367114
20,1200000000,568755066084208,568755099475514,0.154511,25.900242,33.391306,39344,39823,35,1200,568755100755433,34.671225,34.825736
21,1240000000,568755106096200,568755138753417,0.169319,24.237022,32.657217,39361,39840,35,1200,568755139424753,33.328553,33.497872
22,1280000000,568755146104288,568755198212486,0.180543,44.420396,52.108198,39261,39740,35,1200,568755199076305,52.972017,53.15256
23,1320000000,568755186190361,568755227057243,0.270712,31.916793,40.866882,39349,39828,35,1200,568755227739619,41.549258,41.819970000000005
24,1360000000,568755226138864,568755259414232,0.234383,24.685731,33.275368,39308,39787,35,1200,568755260081664,33.9428,34.177183
25,1400000000,568755266105447,568755308445659,0.180455,34.362294,42.340212,35012,35435,31,1200,568755309120419,43.014972,43.195427
26,1440000000,568755306120703,568755339811949,0.200159,25.597806,33.691246,34873,35296,31,1200,568755340413652,34.292949,34.493108
27,1480000000,568755346105687,568755382367203,0.182294,27.494052,36.261516,34916,35339,31,1200,568755382907561,36.801874,36.984168
28,1520000000,568755386119567,568755427034162,0.200238,33.358442,40.914595,35229,35652,31,1200,568755427639225,41.519658,41.719896
29,1560000000,568755426134215,568755470867415,0.214918,35.567076,44.7332,35211,35634,31,1200,568755471459934,45.325719,45.540637
30,1600000000,568755466110239,568755502470668,0.190686,28.054379,36.360429,35317,35740,31,1200,568755503067283,36.957044,37.14773
31,1640000000,568755506088054,568755552486906,0.165366,38.843466,46.398852,35256,35679,31,1200,568755553019296,46.931242,47.096607999999996
32,1680000000,568755546082190,568755586524907,0.19611,32.995877,40.442717,35327,35750,31,1200,568755587105234,41.023044,41.219153999999996
33,1720000000,568755586134887,568755619405071,0.215782,24.475008,33.270184,35338,35761,31,1200,568755619969686,33.834799,34.050580999999994
34,1760000000,568755626104638,568755676020011,0.175869,42.322483,49.915373,35317,35740,31,1200,568755676658579,50.553941,50.72981
35,1800000000,568755666106870,568755700815664,0.179733,26.470265,34.708794,35221,35644,31,1200,568755701445783,35.338913,35.518646
36,1840000000,568755706082702,568755741503856,0.152333,27.977866,35.421154,35279,35702,31,1200,568755742583452,36.50075,36.653082999999995
37,1880000000,568755746101606,568755781359814,0.175237,26.769276,35.258208,35348,35771,31,1200,568755781943245,35.841639,36.016876
38,1920000000,568755786096894,568755837972290,0.170333,43.688676,51.875396,35371,35794,31,1200,568755838505192,52.408298,52.578631
39,1960000000,568755826111574,568755875047095,0.184181,40.528318,48.935521,35327,35750,31,1200,568755875605406,49.493832,49.678013
40,2000000000,568755866111598,568755903254116,0.192493,28.909141,37.142518,50163,50784,46,1200,568755904121486,38.009888,38.202380999999995
41,2040000000,568755906081605,568755948242871,0.15354,34.586456,42.161266,39740,40219,35,1200,568755948835422,42.753817,42.907357
42,2080000000,568755946125694,568756000167195,0.205277,45.779164,54.041501,39487,39966,35,1200,568756000842275,54.716581,54.921858
43,2120000000,568755986102965,568756028315047,0.174804,34.650041,42.212082,39326,39805,35,1200,568756029004687,42.901722,43.076526
44,2160000000,568756026092461,568756063276580,0.165804,29.058775,37.184119,39511,39990,35,1200,568756063848170,37.755709,37.921513000000004
