frame,payload_bytes,encode_ms,decode_ms,roundtrip_service_ms
0,80,0.474374,0.039904,0.514278
1,80,0.386437,0.039456,0.425893
2,80,0.393701,0.040929,0.43463
3,80,0.461861,0.043489,0.50535
4,80,0.480837,0.041441,0.522278
5,80,0.53863,0.039265,0.577895
6,80,0.466405,0.041633,0.508038
7,80,0.455141,0.038368,0.493509
8,80,0.462693,0.03872,0.501413
9,80,0.815498,0.085057,0.900555
10,80,0.283811,0.038337,0.322148
11,80,0.38058,0.038593,0.419173
12,80,0.278883,0.034753,0.313636
13,80,0.486501,0.035009,0.52151
14,80,0.538982,0.037985,0.576967
15,80,0.462853,0.037825,0.500678
16,80,0.537606,0.038432,0.576038
17,80,0.458598,0.038368,0.496966
18,80,0.378309,0.038784,0.417093
19,80,0.46503,0.049664,0.514694
20,80,0.31002,0.040001,0.350021
21,80,0.421477,0.034752,0.456229
22,80,0.279747,0.036353,0.3161
23,80,0.271299,0.0344,0.305699
24,80,0.344804,0.035201,0.380005
25,80,0.214338,0.033697,0.248035
26,80,0.37754,0.037537,0.415077
27,80,0.381668,0.037217,0.418885
28,80,0.374724,0.036545,0.411269
29,80,0.374948,0.037088,0.412036
30,80,0.47143,0.040769,0.512199
31,80,0.426021,0.035072,0.461093
32,80,0.349732,0.039553,0.389285
33,80,0.346244,0.034816,0.38106
34,80,0.19837,0.033601,0.231971
35,80,0.287683,0.034849,0.322532
36,80,0.290371,0.033825,0.324196
37,80,0.609511,0.04384,0.653351
38,80,0.475142,0.040832,0.515974
39,80,0.49143,0.044417,0.535847
40,80,0.460293,0.039393,0.499686
41,80,0.469029,0.040737,0.509766
42,80,0.349796,0.03472,0.384516
43,80,0.489446,0.035392,0.524838
44,80,0.422885,0.035104,0.457989
45,80,0.283075,0.035169,0.318244
46,80,0.344868,0.03536,0.380228
47,80,0.294564,0.042784,0.337348
48,80,0.482086,0.041793,0.523879
49,80,0.462917,0.038784,0.501701
50,80,0.458694,0.037856,0.49655
51,80,0.381125,0.038304,0.419429
52,80,0.539015,0.037728,0.576743
53,80,0.496294,0.035328,0.531622
54,80,0.350884,0.033344,0.384228
55,80,0.271683,0.034401,0.306084
56,80,0.200834,0.033536,0.23437
57,80,0.412261,0.045153,0.457414
58,80,0.363972,0.036065,0.400037
59,80,0.270499,0.034048,0.304547
60,80,0.484262,0.03376,0.518022
61,80,0.267972,0.034048,0.30202
62,80,0.271907,0.033121,0.305028
63,80,0.271587,0.039456,0.311043
64,80,0.27418,0.03456,0.30874
65,80,0.48199,0.034016,0.516006
66,80,0.344324,0.034657,0.378981
67,80,0.272611,0.033696,0.306307
68,80,0.455494,0.036352,0.491846
69,80,0.346532,0.035137,0.381669
70,80,0.265891,0.034016,0.299907
71,80,0.272163,0.032865,0.305028
72,80,0.409765,0.032544,0.442309
73,80,0.289763,0.033953,0.323716
74,80,0.496006,0.033984,0.52999
75,80,0.542534,0.038017,0.580551
76,80,0.530406,0.038465,0.568871
77,80,0.477765,0.039649,0.517414
78,80,0.38394,0.044001,0.427941
79,80,0.392805,0.03872,0.431525
80,80,0.54151,0.037473,0.578983
81,80,0.460421,0.037665,0.498086
82,80,0.453413,0.036417,0.48983
83,80,0.450949,0.042272,0.493221
84,80,0.632168,0.040416,0.672584
85,80,0.422597,0.040353,0.46295
86,80,0.463589,0.038241,0.50183
87,80,0.470213,0.037217,0.50743
88,80,0.465349,0.037345,0.502694
89,80,0.228418,0.036929,0.265347
90,80,0.385092,0.037761,0.422853
91,80,0.463525,0.038753,0.502278
92,80,0.53303,0.037601,0.570631
93,80,0.382148,0.037185,0.419333
94,80,0.40554,0.044737,0.450277
95,80,0.53927,0.038881,0.578151
96,80,0.452421,0.037409,0.48983
97,80,0.466853,0.040033,0.506886
98,80,0.460581,0.03728,0.497861
99,80,0.45447,0.037472,0.491942
100,80,0.51175,0.062017,0.573767
101,80,0.559591,0.043296,0.602887
102,80,0.467526,0.0392,0.506726
103,80,0.313316,0.03808,0.351396
104,80,0.382885,0.037408,0.420293
105,80,0.535207,0.036992,0.572199
106,80,0.603239,0.042625,0.645864
107,80,0.38138,0.039681,0.421061
108,80,0.382532,0.036833,0.419365
109,80,0.537382,0.044833,0.582215
110,80,0.387204,0.040545,0.427749
111,80,0.380004,0.037889,0.417893
112,80,0.3825,0.037473,0.419973
113,80,0.380676,0.036769,0.417445
114,80,0.465285,0.037409,0.502694
115,80,0.386596,0.036993,0.423589
116,80,0.385412,0.036929,0.422341
117,80,0.539174,0.037472,0.576646
118,80,0.471014,0.039392,0.510406
119,80,0.527175,0.043168,0.570343
120,80,0.392165,0.037376,0.429541
121,80,0.386341,0.038976,0.425317
122,80,0.473286,0.04096,0.514246
123,80,0.473222,0.04032,0.513542
124,80,0.379268,0.037824,0.417092
125,80,0.388997,0.042465,0.431462
126,80,0.54711,0.040416,0.587526
127,80,0.311075,0.038177,0.349252
128,80,0.382052,0.036641,0.418693
129,80,0.544838,0.045473,0.590311
130,80,0.39018,0.037121,0.427301
131,80,0.493093,0.034977,0.52807
132,80,0.218082,0.034145,0.252227
133,80,0.436709,0.034592,0.471301
134,80,0.461509,0.038496,0.500005
135,80,0.546823,0.040544,0.587367
136,80,0.384517,0.037632,0.422149
137,80,0.46551,0.038976,0.504486
138,80,0.46359,0.036768,0.500358
139,80,0.459558,0.037376,0.496934
140,80,0.442501,0.039329,0.48183
141,80,0.36138,0.035137,0.396517
142,80,0.22397,0.035297,0.259267
143,80,0.460005,0.037537,0.497542
144,80,0.623111,0.039616,0.662727
145,80,0.458534,0.038176,0.49671
146,80,0.545991,0.040128,0.586119
147,80,0.458886,0.040256,0.499142
148,80,0.458822,0.038048,0.49687
149,80,0.381509,0.036288,0.417797
150,80,0.497542,0.034176,0.531718
151,80,0.273956,0.033344,0.3073
152,80,0.445445,0.043521,0.488966
153,80,0.459109,0.038241,0.49735
154,80,0.38698,0.037729,0.424709
155,80,0.548294,0.079297,0.627591
156,80,0.46711,0.042016,0.509126
157,80,0.456037,0.037985,0.494022
158,80,0.532102,0.037921,0.570023
159,80,0.475301,0.040801,0.516102
160,80,0.468805,0.044097,0.512902
161,80,0.344644,0.036352,0.380996
162,80,0.3449,0.034401,0.379301
163,80,0.286627,0.034209,0.320836
164,80,0.459493,0.037761,0.497254
165,80,0.455589,0.037728,0.493317
166,80,0.533223,0.037216,0.570439
167,80,0.450725,0.037537,0.488262
168,80,0.386404,0.039329,0.425733
169,80,0.387173,0.037568,0.424741
170,80,0.448485,0.038273,0.486758
171,80,0.361124,0.034112,0.395236
172,80,0.340452,0.034593,0.375045
173,80,0.414501,0.033472,0.447973
174,80,0.287332,0.035008,0.32234
175,80,0.36202,0.033441,0.395461
176,80,0.37738,0.037025,0.414405
177,80,0.38314,0.036929,0.420069
178,80,0.387268,0.038561,0.425829
179,80,0.452517,0.037504,0.490021
180,80,0.382789,0.037696,0.420485
181,80,0.534247,0.037344,0.571591
182,80,0.341668,0.034177,0.375845
183,80,0.343428,0.034144,0.377572
184,80,0.344612,0.033409,0.378021
185,80,0.285571,0.034624,0.320195
186,80,0.288932,0.033312,0.322244
187,80,0.378693,0.037152,0.415845
188,80,0.482886,0.041664,0.52455
189,80,0.546023,0.040832,0.586855
190,80,0.458694,0.037472,0.496166
191,80,0.46247,0.037792,0.500262
192,80,0.452389,0.037249,0.489638
193,80,0.415877,0.03408,0.449957
194,80,0.494246,0.034432,0.528678
195,80,0.267588,0.033504,0.301092
196,80,0.348932,0.036321,0.385253
197,80,0.291779,0.034016,0.325795
198,80,0.311012,0.037633,0.348645
199,80,0.463269,0.037888,0.501157
200,80,0.528038,0.037408,0.565446
201,80,0.379429,0.036768,0.416197
202,80,0.459462,0.037472,0.496934
203,80,0.422181,0.033664,0.455845
204,80,0.34602,0.033761,0.379781
205,80,0.429733,0.035968,0.465701
206,80,0.34186,0.034337,0.376197
207,80,0.269891,0.033856,0.303747
208,80,0.352677,0.033856,0.386533
209,80,0.34074,0.033376,0.374116
210,80,0.412197,0.033185,0.445382
211,80,0.341604,0.034016,0.37562
212,80,0.341348,0.033057,0.374405
213,80,0.415621,0.032928,0.448549
214,80,0.341444,0.032768,0.374212
215,80,0.280516,0.035264,0.31578
216,80,0.417125,0.034368,0.451493
217,80,0.27178,0.033408,0.305188
218,80,0.337732,0.032992,0.370724
219,80,0.412997,0.033441,0.446438
220,80,0.263875,0.03216,0.296035
221,80,0.345284,0.033697,0.378981
222,80,0.338532,0.032992,0.371524
223,80,0.34026,0.033601,0.373861
224,80,0.340036,0.034112,0.374148
225,80,0.463045,0.036385,0.49943
226,80,0.617671,0.037889,0.65556
227,80,0.541894,0.037793,0.579687
228,80,0.382532,0.037152,0.419684
229,80,0.381988,0.037056,0.419044
230,80,0.456774,0.03696,0.493734
231,80,0.469254,0.03952,0.508774
232,80,0.377093,0.036608,0.413701
233,80,0.382437,0.0368,0.419237
234,80,0.480838,0.041248,0.522086
235,80,0.310596,0.03856,0.349156
236,80,0.462693,0.037696,0.500389
237,80,0.465446,0.037408,0.502854
238,80,0.462918,0.036896,0.499814
239,80,0.605031,0.037729,0.64276
240,80,0.378372,0.036641,0.415013
241,80,0.457701,0.037153,0.494854
242,80,0.467845,0.039585,0.50743
243,80,0.383172,0.037985,0.421157
244,80,0.3873,0.038113,0.425413
245,80,0.529414,0.03744,0.566854
246,80,0.455142,0.036,0.491142
247,80,0.540039,0.039232,0.579271
248,80,0.535398,0.036897,0.572295
249,80,0.449061,0.036673,0.485734
250,80,0.545894,0.04096,0.586854
251,80,0.455398,0.037664,0.493062
252,80,0.535399,0.037408,0.572807
253,80,0.534502,0.037313,0.571815
254,80,0.527878,0.037473,0.565351
255,80,0.455365,0.037152,0.492517
256,80,0.384069,0.037184,0.421253
257,80,0.385573,0.04912,0.434693
258,80,0.23469,0.038913,0.273603
259,80,0.373572,0.037441,0.411013
260,80,0.38922,0.040353,0.429573
261,80,0.535238,0.03744,0.572678
262,80,0.380325,0.037056,0.417381
263,80,0.382757,0.03712,0.419877
264,80,0.45591,0.036064,0.491974
265,80,0.463302,0.037248,0.50055
266,80,0.229571,0.03712,0.266691
267,80,0.552039,0.038528,0.590567
268,80,0.458918,0.037888,0.496806
269,80,0.523558,0.037473,0.561031
270,80,0.391365,0.04416,0.435525
271,80,0.379109,0.037824,0.416933
272,80,0.46727,0.044608,0.511878
273,80,0.472006,0.039712,0.511718
274,80,0.526502,0.037505,0.564007
275,80,0.324676,0.040224,0.3649
276,80,0.523878,0.038657,0.562535
277,80,0.308835,0.037953,0.346788
278,80,0.229763,0.037088,0.266851
279,80,0.540294,0.038785,0.579079
280,80,0.397893,0.037024,0.434917
281,80,0.231011,0.037824,0.268835
282,80,0.386117,0.039648,0.425765
