09-13-2026 11:54:30 RAM 3580/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [42%@1728,40%@1728,8%@1728,25%@1728,4%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@665 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.531C Tboard@36C SOC2@42.093C Tdiode@36.25C SOC0@42.625C CV1@-256C GPU@-256C tj@45.531C SOC1@41.812C CV2@-256C VDD_GPU_SOC 2394mW/2394mW VDD_CPU_CV 797mW/797mW VIN_SYS_5V0 2918mW/2918mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:54:30 RAM 3584/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [45%@1728,59%@1728,4%@1728,4%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@665 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.75C Tboard@36C SOC2@42C Tdiode@36.5C SOC0@42.531C CV1@-256C GPU@-256C tj@45.75C SOC1@41.875C CV2@-256C VDD_GPU_SOC 2394mW/2394mW VDD_CPU_CV 797mW/797mW VIN_SYS_5V0 2918mW/2918mW NC 0mW/0mW VDDQ_VDD2_1V8AO 603mW/603mW NC 0mW/0mW
09-13-2026 11:54:31 RAM 3581/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,12%@729,17%@729,0%@729,0%@729,0%@729,0%@729,13%@729,off,off,off,off] EMC_FREQ 4%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.281C Tboard@36C SOC2@41.812C Tdiode@36.25C SOC0@42.562C CV1@-256C GPU@-256C tj@45.281C SOC1@41.781C CV2@-256C VDD_GPU_SOC 1995mW/2261mW VDD_CPU_CV 798mW/797mW VIN_SYS_5V0 2817mW/2884mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/569mW NC 0mW/0mW
09-13-2026 11:54:31 RAM 3581/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [12%@729,4%@729,26%@729,12%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 3%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.125C Tboard@36C SOC2@41.875C Tdiode@36.25C SOC0@42.531C CV1@-256C GPU@-256C tj@45.125C SOC1@41.906C CV2@-256C VDD_GPU_SOC 1995mW/2194mW VDD_CPU_CV 399mW/697mW VIN_SYS_5V0 2717mW/2842mW NC 0mW/0mW VDDQ_VDD2_1V8AO 503mW/553mW NC 0mW/0mW
09-13-2026 11:54:31 RAM 3581/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,4%@729,23%@729,12%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 3%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.281C Tboard@36C SOC2@41.875C Tdiode@36.25C SOC0@42.593C CV1@-256C GPU@-256C tj@45.281C SOC1@41.812C CV2@-256C VDD_GPU_SOC 1995mW/2154mW VDD_CPU_CV 399mW/638mW VIN_SYS_5V0 2616mW/2797mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/522mW NC 0mW/0mW
09-13-2026 11:54:31 RAM 3581/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [0%@729,12%@729,27%@729,15%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.093C Tboard@36C SOC2@41.906C Tdiode@36.25C SOC0@42.468C CV1@-256C GPU@-256C tj@45.093C SOC1@41.812C CV2@-256C VDD_GPU_SOC 1995mW/2128mW VDD_CPU_CV 399mW/598mW VIN_SYS_5V0 2616mW/2767mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/502mW NC 0mW/0mW
09-13-2026 11:54:32 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [12%@1344,15%@1728,44%@1728,16%@1728,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.156C Tboard@36C SOC2@42.031C Tdiode@36.25C SOC0@42.531C CV1@-256C GPU@-256C tj@45.343C SOC1@41.906C CV2@-256C VDD_GPU_SOC 1995mW/2109mW VDD_CPU_CV 399mW/569mW VIN_SYS_5V0 2616mW/2745mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/488mW NC 0mW/0mW
09-13-2026 11:54:32 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [20%@729,7%@729,4%@729,7%@729,3%@729,0%@729,4%@729,0%@729,off,off,off,off] EMC_FREQ 0%@665 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.125C Tboard@36C SOC2@41.875C Tdiode@36.25C SOC0@42.437C CV1@-256C GPU@-256C tj@45.125C SOC1@42C CV2@-256C VDD_GPU_SOC 1995mW/2094mW VDD_CPU_CV 399mW/548mW VIN_SYS_5V0 2616mW/2729mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/477mW NC 0mW/0mW
09-13-2026 11:54:32 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [4%@729,18%@729,8%@729,4%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 2%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.375C Tboard@36C SOC2@41.875C Tdiode@36.25C SOC0@42.5C CV1@-256C GPU@-256C tj@45.375C SOC1@41.781C CV2@-256C VDD_GPU_SOC 1995mW/2083mW VDD_CPU_CV 0mW/487mW VIN_SYS_5V0 2516mW/2705mW NC 0mW/0mW VDDQ_VDD2_1V8AO 402mW/469mW NC 0mW/0mW
09-13-2026 11:54:32 RAM 3582/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [11%@729,14%@729,4%@729,12%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.156C Tboard@36C SOC2@41.906C Tdiode@36.25C SOC0@42.531C CV1@-256C GPU@-256C tj@45.156C SOC1@41.875C CV2@-256C VDD_GPU_SOC 1995mW/2074mW VDD_CPU_CV 0mW/438mW VIN_SYS_5V0 2512mW/2686mW NC 0mW/0mW VDDQ_VDD2_1V8AO 301mW/452mW NC 0mW/0mW
09-13-2026 11:54:33 RAM 3584/62801MB (lfb 13737x4MB) SWAP 0/31400MB (cached 0MB) CPU [0%@729,18%@729,8%@729,4%@729,0%@729,0%@729,0%@729,0%@729,off,off,off,off] EMC_FREQ 1%@204 GR3D_FREQ 0%@[0,0] VIC_FREQ 115 APE 174 CV0@-256C CPU@45.281C Tboard@36C SOC2@41.906C Tdiode@36.25C SOC0@42.531C CV1@-256C GPU@-256C tj@45.281C SOC1@41.843C CV2@-256C VDD_GPU_SOC 1995mW/2067mW VDD_CPU_CV 0mW/398mW VIN_SYS_5V0 2512mW/2670mW NC 0mW/0mW VDDQ_VDD2_1V8AO 301mW/438mW NC 0mW/0mW
