scenario,audio_profile,people,audio_streams,beams_per_person,cameras,payload_mbps,modeled_ipv4_mbps,recommended_link_mbps,reserve_factor,model_basis,video_profile
independent_robots,opus_mono_16k_24k_20ms/noise,3,3,1,3,11.624063999999997,12.307528,15.974199860388588,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_24k_20ms/noise,4,4,1,4,15.498751999999998,16.41003733333333,21.298933147184783,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_24k_20ms/noise,8,8,1,8,30.997503999999996,32.82007466666666,42.59786629436957,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_24k_20ms/noise,16,16,1,16,61.99500799999999,65.64014933333333,85.19573258873913,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_24k_20ms/noise,32,32,1,32,123.99001599999998,131.28029866666665,170.39146517747827,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_24k_20ms/noise,64,64,1,64,247.98003199999997,262.5605973333333,340.78293035495653,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,1,1,1,0,0.032,0.0544,0.06799999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,2,2,1,0,0.064,0.1088,0.13599999999999998,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,3,3,1,0,0.096,0.16319999999999998,0.204,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,4,4,1,0,0.128,0.2176,0.27199999999999996,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,8,8,1,0,0.256,0.4352,0.5439999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,16,16,1,0,0.512,0.8704,1.0879999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,32,32,1,0,1.024,1.7408,2.1759999999999997,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/speech_like,64,64,1,0,2.048,3.4816,4.351999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,1,1,1,1,3.8826879999999995,4.110509333333333,5.334733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,2,2,1,1,3.9146879999999995,4.164909333333332,5.402733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,3,3,1,1,3.9466879999999995,4.2193093333333325,5.470733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,4,4,1,1,3.9786879999999996,4.273709333333333,5.538733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,8,8,1,1,4.106687999999999,4.491309333333333,5.810733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,16,16,1,1,4.3626879999999995,4.926509333333333,6.354733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,32,32,1,1,4.874687999999999,5.796909333333333,7.442733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/speech_like,64,64,1,1,5.898688,7.537709333333332,9.618733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,1,4,4,1,3.9786879999999996,4.273709333333333,5.538733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,2,8,4,1,4.106687999999999,4.491309333333333,5.810733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,3,12,4,1,4.234687999999999,4.708909333333333,6.082733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,4,16,4,1,4.3626879999999995,4.926509333333333,6.354733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,8,32,4,1,4.874687999999999,5.796909333333333,7.442733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,16,64,4,1,5.898688,7.537709333333332,9.618733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,32,128,4,1,7.946688,11.019309333333332,13.970733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/speech_like,64,256,4,1,12.042688,17.982509333333333,22.674733286796194,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,1,1,1,1,3.8826879999999995,4.110509333333333,5.334733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,2,2,1,2,7.765375999999999,8.221018666666666,10.669466573592391,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,3,3,1,3,11.648063999999998,12.331527999999999,16.004199860388585,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,4,4,1,4,15.530751999999998,16.44203733333333,21.338933147184783,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,8,8,1,8,31.061503999999996,32.88407466666666,42.677866294369565,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,16,16,1,16,62.12300799999999,65.76814933333333,85.35573258873913,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,32,32,1,32,124.24601599999998,131.53629866666665,170.71146517747826,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/speech_like,64,64,1,64,248.49203199999997,263.0725973333333,341.4229303549565,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,1,1,1,0,0.032,0.0544,0.06799999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,2,2,1,0,0.064,0.1088,0.13599999999999998,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,3,3,1,0,0.096,0.16319999999999998,0.204,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,4,4,1,0,0.128,0.2176,0.27199999999999996,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,8,8,1,0,0.256,0.4352,0.5439999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,16,16,1,0,0.512,0.8704,1.0879999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,32,32,1,0,1.024,1.7408,2.1759999999999997,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,opus_mono_16k_32k_20ms/noise,64,64,1,0,2.048,3.4816,4.351999999999999,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,1,1,1,1,3.8826879999999995,4.110509333333333,5.334733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,2,2,1,1,3.9146879999999995,4.164909333333332,5.402733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,3,3,1,1,3.9466879999999995,4.2193093333333325,5.470733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,4,4,1,1,3.9786879999999996,4.273709333333333,5.538733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,8,8,1,1,4.106687999999999,4.491309333333333,5.810733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,16,16,1,1,4.3626879999999995,4.926509333333333,6.354733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,32,32,1,1,4.874687999999999,5.796909333333333,7.442733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,opus_mono_16k_32k_20ms/noise,64,64,1,1,5.898688,7.537709333333332,9.618733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,1,4,4,1,3.9786879999999996,4.273709333333333,5.538733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,2,8,4,1,4.106687999999999,4.491309333333333,5.810733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,3,12,4,1,4.234687999999999,4.708909333333333,6.082733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,4,16,4,1,4.3626879999999995,4.926509333333333,6.354733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,8,32,4,1,4.874687999999999,5.796909333333333,7.442733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,16,64,4,1,5.898688,7.537709333333332,9.618733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,32,128,4,1,7.946688,11.019309333333332,13.970733286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,opus_mono_16k_32k_20ms/noise,64,256,4,1,12.042688,17.982509333333333,22.674733286796194,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,1,1,1,1,3.8826879999999995,4.110509333333333,5.334733286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,2,2,1,2,7.765375999999999,8.221018666666666,10.669466573592391,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,3,3,1,3,11.648063999999998,12.331527999999999,16.004199860388585,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,4,4,1,4,15.530751999999998,16.44203733333333,21.338933147184783,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,8,8,1,8,31.061503999999996,32.88407466666666,42.677866294369565,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,16,16,1,16,62.12300799999999,65.76814933333333,85.35573258873913,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,32,32,1,32,124.24601599999998,131.53629866666665,170.71146517747826,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,opus_mono_16k_32k_20ms/noise,64,64,1,64,248.49203199999997,263.0725973333333,341.4229303549565,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,1,1,1,0,0.934576,0.995376,1.24422,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,2,2,1,0,1.869152,1.990752,2.48844,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,3,3,1,0,2.803728,2.986128,3.73266,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,4,4,1,0,3.738304,3.981504,4.97688,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,8,8,1,0,7.476608,7.963008,9.95376,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,16,16,1,0,14.953216,15.926016,19.90752,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,32,32,1,0,29.906432,31.852032,39.81504,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/speech_like,64,64,1,0,59.812864,63.704064,79.63008,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,1,1,1,1,4.785264,5.051485333333333,6.510953286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,2,2,1,1,5.71984,6.046861333333332,7.755173286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,3,3,1,1,6.654415999999999,7.042237333333333,8.999393286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,4,4,1,1,7.588991999999999,8.037613333333333,10.243613286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,8,8,1,1,11.327295999999999,12.019117333333334,15.220493286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,16,16,1,1,18.803904,19.982125333333332,25.174253286796198,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,32,32,1,1,33.75712,35.90814133333333,45.08177328679619,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/speech_like,64,64,1,1,63.663551999999996,67.76017333333334,84.8968132867962,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,1,4,4,1,7.588991999999999,8.037613333333333,10.243613286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,2,8,4,1,11.327295999999999,12.019117333333334,15.220493286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,3,12,4,1,15.0656,16.00062133333333,20.197373286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,4,16,4,1,18.803904,19.982125333333332,25.174253286796198,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,8,32,4,1,33.75712,35.90814133333333,45.08177328679619,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,16,64,4,1,63.663551999999996,67.76017333333334,84.8968132867962,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,32,128,4,1,123.476416,131.46423733333333,164.52689328679622,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/speech_like,64,256,4,1,243.10214399999998,258.87236533333333,323.7870532867962,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,1,1,1,1,4.785264,5.051485333333333,6.510953286796196,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,2,2,1,2,9.570528,10.102970666666666,13.021906573592393,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,3,3,1,3,14.355791999999997,15.154456,19.532859860388587,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,4,4,1,4,19.141056,20.20594133333333,26.043813147184785,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,8,8,1,8,38.282112,40.41188266666666,52.08762629436957,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,16,16,1,16,76.564224,80.82376533333333,104.17525258873914,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,32,32,1,32,153.128448,161.64753066666665,208.35050517747828,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
independent_robots,flac_1ch_48k24_20ms/speech_like,64,64,1,64,306.256896,323.2950613333333,416.70101035495657,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,1,1,1,0,1.0988373333333332,1.1900373333333332,1.4875466666666664,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,2,2,1,0,2.1976746666666664,2.3800746666666663,2.9750933333333327,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,3,3,1,0,3.296512,3.5701119999999995,4.4626399999999995,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,4,4,1,0,4.395349333333333,4.760149333333333,5.950186666666665,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,8,8,1,0,8.790698666666666,9.520298666666665,11.90037333333333,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,16,16,1,0,17.58139733333333,19.04059733333333,23.80074666666666,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,32,32,1,0,35.16279466666666,38.08119466666666,47.60149333333332,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_local_vision,flac_1ch_48k24_20ms/noise,64,64,1,0,70.32558933333333,76.16238933333332,95.20298666666665,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,none
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,1,1,1,1,4.949525333333333,5.246146666666666,6.754279953462863,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,2,2,1,1,6.048362666666666,6.436183999999999,8.24182662012953,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,3,3,1,1,7.1472,7.626221333333332,9.729373286796195,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,4,4,1,1,8.246037333333332,8.816258666666666,11.21691995346286,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,8,8,1,1,12.641386666666666,13.576407999999997,17.16710662012953,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,16,16,1,1,21.43208533333333,23.096706666666662,29.06747995346286,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,32,32,1,1,39.01348266666666,42.13730399999999,52.86822662012952,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
selected_beam_shared_camera,flac_1ch_48k24_20ms/noise,64,64,1,1,74.17627733333333,80.21849866666666,100.46971995346284,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/noise,1,4,4,1,8.246037333333332,8.816258666666666,11.21691995346286,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/noise,2,8,4,1,12.641386666666666,13.576407999999997,17.16710662012953,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/noise,3,12,4,1,17.036735999999998,18.33655733333333,23.11729328679619,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/noise,4,16,4,1,21.43208533333333,23.096706666666662,29.06747995346286,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/noise,8,32,4,1,39.01348266666666,42.13730399999999,52.86822662012952,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/noise,16,64,4,1,74.17627733333333,80.21849866666666,100.46971995346284,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
four_candidates_shared_camera,flac_1ch_48k24_20ms/noise,32,128,4,1,144.50186666666664,156.38088799999997,195.67270662012953,1.25,measured codec bytes; modeled IPv4/UDP/security headers; largest average bitrate round for this fixture,h264_nvenc_4M
