stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,17615400693591,17615400936005,17615401025606,17615406400552,5.706961,0.089601,5.374946,1920
live,1,17615410693591,17615410873664,17615410959681,17615413709091,3.0155,0.086017,2.74941,1920
live,2,17615420693591,17615420840219,17615420928892,17615423913857,3.220266,0.088673,2.984965,1920
live,3,17615430693591,17615430819798,17615430895895,17615434389282,3.695691,0.076097,3.493387,1920
live,4,17615440693591,17615440811538,17615440869395,17615444707970,4.014379,0.057857,3.838575,1920
live,5,17615450693591,17615450809422,17615450865486,17615453443502,2.749911,0.056064,2.578016,1920
live,6,17615460693591,17615460810441,17615460885322,17615465726278,5.032687,0.074881,4.840956,1920
live,7,17615470693591,17615470811749,17615470889094,17615474935320,4.241729,0.077345,4.046226,1920
live,8,17615480693591,17615480813281,17615480895650,17615485156182,4.462591,0.082369,4.260532,1920
live,9,17615490693591,17615490816412,17615490878141,17615495363349,4.669758,0.061729,4.485208,1920
live,10,17615500693591,17615500809656,17615500872505,17615505207982,4.514391,0.062849,4.335477,1920
live,11,17615510693591,17615510805716,17615510863348,17615515403180,4.709589,0.057632,4.539832,1920
live,12,17615520693591,17615520810319,17615520883408,17615525283815,4.590224,0.073089,4.400407,1920
live,13,17615530693591,17615530817227,17615530902956,17615535462917,4.769326,0.085729,4.559961,1920
live,14,17615540693591,17615540815271,17615540896680,17615545343775,4.650184,0.081409,4.447095,1920
live,15,17615550693591,17615550807330,17615550864035,17615553516004,2.822413,0.056705,2.651969,1920
live,16,17615560693591,17615560807198,17615560864415,17615564950993,4.257402,0.057217,4.086578,1920
live,17,17615570693591,17615570811386,17615570891035,17615575260337,4.566746,0.079649,4.369302,1920
live,18,17615580693591,17615580810037,17615580890806,17615585162955,4.469364,0.080769,4.272149,1920
live,19,17615590693591,17615590819729,17615590894482,17615595556460,4.862869,0.074753,4.661978,1920
live,20,17615600693591,17615600811853,17615600874542,17615606804855,6.111264,0.062689,5.930313,1920
live,21,17615610693591,17615610807720,17615610867241,17615614933691,4.2401,0.059521,4.06645,1920
live,22,17615620693591,17615620801956,17615620854309,17615625219195,4.525604,0.052353,4.364886,1920
live,23,17615630693591,17615630846016,17615630949154,17615635255031,4.56144,0.103138,4.305877,1920
live,24,17615640693591,17615640855964,17615640955837,17615645656119,4.962528,0.099873,4.700282,1920
live,25,17615650693591,17615650906616,17615650986297,17615654409828,3.716237,0.079681,3.423531,1920
live,26,17615660693591,17615660868212,17615660965813,17615665543821,4.85023,0.097601,4.578008,1920
live,27,17615670693591,17615670832847,17615670913808,17615675190949,4.497358,0.080961,4.277141,1920
live,28,17615680693591,17615680822058,17615681080078,17615685127392,4.433801,0.25802,4.047314,1920
live,29,17615690693591,17615690812134,17615691061609,17615694932345,4.238754,0.249475,3.870736,1920
live,30,17615700693591,17615700804129,17615700877474,17615704706738,4.013147,0.073345,3.829264,1920
live,31,17615710693591,17615710812157,17615710889438,17615714868239,4.174648,0.077281,3.978801,1920
live,32,17615720693591,17615720808249,17615720883386,17615725147215,4.453624,0.075137,4.263829,1920
live,33,17615730693591,17615730810645,17615730869429,17615735429710,4.736119,0.058784,4.560281,1920
live,34,17615740693591,17615740812368,17615740871697,17615745360713,4.667122,0.059329,4.489016,1920
live,35,17615750693591,17615750810188,17615750901805,17615754890654,4.197063,0.091617,3.988849,1920
live,36,17615760693591,17615760813704,17615761070027,17615765221950,4.528359,0.256323,4.151923,1920
live,37,17615770693591,17615770805347,17615770879652,17615774826325,4.132734,0.074305,3.946673,1920
live,38,17615780693591,17615780810911,17615780890560,17615785101652,4.408061,0.079649,4.211092,1920
live,39,17615790693591,17615790812571,17615790891804,17615795232337,4.538746,0.079233,4.340533,1920
live,40,17615800693591,17615800805430,17615800870199,17615806717183,6.023592,0.064769,5.846984,1920
live,41,17615810693591,17615810809042,17615810876243,17615814738179,4.044588,0.067201,3.861936,1920
live,42,17615820693591,17615820805038,17615820861134,17615825220196,4.526605,0.056096,4.359062,1920
live,43,17615830693591,17615830835306,17615830968235,17615836072170,5.378579,0.132929,5.103935,1920
