stage,sequence,release_ns,queued_ns,start_ns,end_ns,age_ms,queue_ms,service_ms,output_samples
live,0,15685792733492,15685792967061,15685793069238,15685799301573,6.568081,0.102177,6.232335,15360
live,1,15685802733492,15685802903091,15685802975860,15685806179709,3.446217,0.072769,3.203849,15360
live,2,15685812733492,15685812843506,15685812900275,15685816127868,3.394376,0.056769,3.227593,15360
live,3,15685822733492,15685822845682,15685822915251,15685825805271,3.071779,0.069569,2.89002,15360
live,4,15685832733492,15685832838609,15685832902674,15685837065735,4.332243,0.064065,4.163061,15360
live,5,15685842733492,15685842864433,15685842935954,15685847445580,4.712088,0.071521,4.509626,15360
live,6,15685852733492,15685852850192,15685852915217,15685856554816,3.821324,0.065025,3.639599,15360
live,7,15685862733492,15685862845552,15685862918449,15685866585440,3.851948,0.072897,3.666991,15360
live,8,15685872733492,15685872840687,15685872904880,15685876488542,3.75505,0.064193,3.583662,15360
live,9,15685882733492,15685882847055,15685882922096,15685886679712,3.94622,0.075041,3.757616,15360
live,10,15685892733492,15685892863887,15685892938512,15685897919311,5.185819,0.074625,4.980799,15360
live,11,15685902733492,15685902854606,15685902935759,15685907483465,4.749973,0.081153,4.547706,15360
live,12,15685912733492,15685912848750,15685912917199,15685916936802,4.20331,0.068449,4.019603,15360
live,13,15685922733492,15685922845357,15685922917102,15685926956162,4.22267,0.071745,4.03906,15360
live,14,15685932733492,15685932848973,15685932923246,15685937029442,4.29595,0.074273,4.106196,15360
live,15,15685942733492,15685942870861,15685942957486,15685947525128,4.791636,0.086625,4.567642,15360
live,16,15685952733492,15685952856652,15685952934957,15685957559112,4.82562,0.078305,4.624155,15360
live,17,15685962733492,15685962846860,15685962912940,15685967463718,4.730226,0.06608,4.550778,15360
live,18,15685972733492,15685972844299,15685972914764,15685977516615,4.783123,0.070465,4.601851,15360
live,19,15685982733492,15685982848811,15685982928332,15685987551879,4.818387,0.079521,4.623547,15360
live,20,15685992733492,15685992867723,15685992944939,15685998566291,5.832799,0.077216,5.621352,15360
live,21,15686002733492,15686002855306,15686002928203,15686007097440,4.363948,0.072897,4.169237,15360
live,22,15686012733492,15686012849513,15686012916874,15686017525541,4.792049,0.067361,4.608667,15360
live,23,15686022733492,15686022850601,15686022932170,15686027551109,4.817617,0.081569,4.618939,15360
live,24,15686032733492,15686032833608,15686032892041,15686037397187,4.663695,0.058433,4.505146,15360
live,25,15686042733492,15686042869384,15686042958121,15686047120607,4.387115,0.088737,4.162486,15360
live,26,15686052733492,15686052835623,15686052900008,15686057719782,4.98629,0.064385,4.819774,15360
live,27,15686062733492,15686062851975,15686062932328,15686067501027,4.767535,0.080353,4.568699,15360
live,28,15686072733492,15686072850055,15686072928744,15686077685636,4.952144,0.078689,4.756892,15360
live,29,15686082733492,15686082851814,15686082927655,15686087714116,4.980624,0.075841,4.786461,15360
live,30,15686092733492,15686092869894,15686092953447,15686097788421,5.054929,0.083553,4.834974,15360
live,31,15686102733492,15686102855877,15686102932806,15686107772036,5.038544,0.076929,4.83923,15360
live,32,15686112733492,15686112853093,15686112930182,15686117672290,4.938798,0.077089,4.742108,15360
