timestamp_ns,emc_percent,emc_mhz,gpu_percent,ram_reported_mb,swap_reported_mb
13276551859581,1.0,665.0,0.0,2248.0,0.0
13276773042189,1.0,665.0,0.0,2249.0,0.0
13276995102632,2.0,665.0,0.0,2252.0,0.0
13277216161078,2.0,665.0,0.0,2251.0,0.0
13277436955201,2.0,665.0,0.0,2252.0,0.0
13277659597859,2.0,665.0,0.0,2251.0,0.0
13277879937160,2.0,665.0,0.0,2249.0,0.0
13278101003958,2.0,665.0,0.0,2249.0,0.0
13278322787725,2.0,665.0,0.0,2250.0,0.0
13278544480515,2.0,665.0,0.0,2252.0,0.0
13278765178893,2.0,665.0,0.0,2251.0,0.0
13278987515755,2.0,665.0,0.0,2248.0,0.0
13279207267400,2.0,665.0,0.0,2248.0,0.0
13279426818723,2.0,665.0,0.0,2249.0,0.0
13279646702786,2.0,665.0,0.0,2248.0,0.0
13279867466220,2.0,665.0,0.0,2249.0,0.0
13280088137877,2.0,665.0,0.0,2248.0,0.0
13280308505978,2.0,665.0,0.0,2249.0,0.0
13280528089589,2.0,665.0,0.0,2248.0,0.0
13280749594088,2.0,665.0,0.0,2249.0,0.0
13280969158371,2.0,665.0,0.0,2251.0,0.0
13281188998145,2.0,665.0,0.0,2250.0,0.0
13281410129872,2.0,665.0,0.0,2252.0,0.0
13281631426624,2.0,665.0,0.0,2252.0,0.0
13281851360992,2.0,665.0,0.0,2252.0,0.0
13282071035996,2.0,665.0,0.0,2251.0,0.0
13282292275595,2.0,665.0,0.0,2252.0,0.0
13282511956551,2.0,665.0,0.0,2248.0,0.0
13282731640803,2.0,665.0,0.0,2249.0,0.0
13282952302604,2.0,665.0,0.0,2248.0,0.0
13283173724254,3.0,665.0,0.0,2249.0,0.0
13283395221648,3.0,665.0,0.0,2252.0,0.0
13283615797688,3.0,665.0,0.0,2251.0,0.0
13283838344440,3.0,665.0,0.0,2252.0,0.0
13284059451494,3.0,665.0,0.0,2251.0,0.0
13284280176078,3.0,665.0,0.0,2252.0,0.0
13284500880119,3.0,665.0,0.0,2249.0,0.0
13284720842358,3.0,665.0,0.0,2249.0,0.0
13284940520370,3.0,665.0,0.0,2249.0,0.0
13285162993777,2.0,665.0,0.0,2249.0,0.0
13285385211917,2.0,665.0,0.0,2251.0,0.0
13285606442940,2.0,665.0,0.0,2251.0,0.0
13285827314502,2.0,665.0,0.0,2252.0,0.0
13286048830201,2.0,665.0,0.0,2252.0,0.0
13286269656163,2.0,665.0,0.0,2249.0,0.0
13286491007187,2.0,665.0,0.0,2249.0,0.0
13286712951884,2.0,665.0,0.0,2249.0,0.0
13286933973528,2.0,665.0,0.0,2252.0,0.0
13287155353289,2.0,665.0,0.0,2251.0,0.0
13287377284384,2.0,665.0,0.0,2252.0,0.0
13287598307565,2.0,665.0,0.0,2251.0,0.0
13287819383738,2.0,665.0,0.0,2252.0,0.0
13288040996333,2.0,665.0,0.0,2251.0,0.0
13288263905425,2.0,665.0,0.0,2249.0,0.0
13288484829564,2.0,665.0,0.0,2248.0,0.0
13288705729831,2.0,665.0,0.0,2249.0,0.0
13288928274566,2.0,665.0,0.0,2252.0,0.0
13289149385075,2.0,665.0,0.0,2251.0,0.0
13289370223453,2.0,665.0,0.0,2252.0,0.0
13289591294569,2.0,665.0,0.0,2251.0,0.0
13289812466935,2.0,665.0,0.0,2252.0,0.0
13290033701830,2.0,665.0,0.0,2251.0,0.0
13290255855744,2.0,665.0,0.0,2252.0,0.0
13290479461932,2.0,665.0,0.0,2249.0,0.0
13290699272201,2.0,665.0,0.0,2249.0,0.0
13290918949283,2.0,665.0,0.0,2249.0,0.0
13291140098513,2.0,665.0,0.0,2249.0,0.0
13291360345715,2.0,665.0,0.0,2249.0,0.0
13291581993062,2.0,665.0,0.0,2251.0,0.0
13291804187745,2.0,665.0,0.0,2252.0,0.0
13292025113355,2.0,665.0,0.0,2252.0,0.0
13292244998248,2.0,665.0,0.0,2252.0,0.0
13292466611387,2.0,665.0,0.0,2252.0,0.0
13292688809589,2.0,665.0,0.0,2249.0,0.0
13292910434921,2.0,665.0,0.0,2249.0,0.0
13293129952769,2.0,665.0,0.0,2249.0,0.0
13293351074606,2.0,665.0,0.0,2249.0,0.0
13293570955051,2.0,665.0,0.0,2249.0,0.0
13293790762535,2.0,665.0,0.0,2249.0,0.0
13294011798194,2.0,665.0,0.0,2250.0,0.0
13294233007840,2.0,665.0,0.0,2252.0,0.0
13294453780456,2.0,665.0,0.0,2252.0,0.0
13294675982914,2.0,665.0,0.0,2252.0,0.0
13294897834744,2.0,665.0,0.0,2252.0,0.0
13295117113677,2.0,665.0,0.0,2249.0,0.0
13295337012586,2.0,665.0,0.0,2249.0,0.0
13295557948948,2.0,665.0,0.0,2249.0,0.0
13295777518828,2.0,665.0,0.0,2249.0,0.0
13295997350632,2.0,665.0,0.0,2249.0,0.0
13296219794309,2.0,665.0,0.0,2252.0,0.0
13296441288790,2.0,665.0,0.0,2252.0,0.0
13296662995658,2.0,665.0,0.0,2252.0,0.0
