round,sample,wall_ms,read_bytes,write_bytes,effective_MB_s,effective_Mb_s
0,0,3.103911,172176,77916,80.5731865378872,644.5854923030976
0,1,2.1590670000000003,172176,77916,115.83336691265254,926.6669353012203
0,2,2.0272900000000003,172176,77916,123.36271574367751,986.9017259494201
0,3,2.122362,172176,77916,117.83663672832438,942.693093826595
0,4,1.998233,172176,77916,125.15657583475002,1001.2526066780001
0,5,2.036537,172176,77916,122.80258104812236,982.4206483849789
0,6,3.608366,172176,77916,69.30893373898324,554.4714699118659
0,7,2.8012829999999997,172176,77916,89.27766312793104,714.2213050234483
0,8,5.185345,172176,77916,48.23054203722221,385.84433629777766
0,9,3.5667329999999997,172176,77916,70.1179482736723,560.9435861893784
0,10,3.072807,172176,77916,81.3887758001072,651.1102064008576
0,11,3.520652,172176,77916,71.03570588629606,568.2856470903685
0,12,3.779151,172176,77916,66.17676827414411,529.4141461931529
0,13,2.1248590000000003,172176,77916,117.6981625604334,941.5853004834672
0,14,2.0185530000000003,172176,77916,123.8966725173924,991.1733801391392
0,15,2.000025,172176,77916,125.0444369445382,1000.3554955563056
0,16,1.979256,172176,77916,126.35657034764579,1010.8525627811663
0,17,1.9815599999999998,172176,77916,126.20965300066615,1009.6772240053292
0,18,1.9685679999999999,172176,77916,127.04260152557595,1016.3408122046076
0,19,2.058649,172176,77916,121.4835554774029,971.8684438192232
0,20,1.9886320000000002,172176,77916,125.76082452660924,1006.0865962128739
0,21,2.004409,172176,77916,124.77094245735277,998.1675396588222
0,22,1.972889,172176,77916,126.76435420340427,1014.1148336272341
0,23,1.9845050000000002,172176,77916,126.02235822031186,1008.1788657624949
0,24,1.9694970000000003,172176,77916,126.98267628739723,1015.8614102991778
0,25,1.9956409999999998,172176,77916,125.31913305048354,1002.5530644038683
0,26,2.774371,172176,77916,90.14367580976013,721.149406478081
0,27,2.098106,172176,77916,119.19893465821077,953.5914772656862
0,28,2.1038989999999997,172176,77916,118.8707252581992,950.9658020655936
0,29,2.026009,172176,77916,123.44071521893535,987.5257217514828
0,30,1.9770489999999998,172176,77916,126.49762347822438,1011.9809878257951
0,31,2.01577,172176,77916,124.06772598064263,992.5418078451411
0,32,1.9699449999999998,172176,77916,126.9537982024879,1015.6303856199032
0,33,2.033337,172176,77916,122.99584377798664,983.9667502238931
0,34,1.9897209999999999,172176,77916,125.69199400317936,1005.5359520254349
0,35,2.0161219999999997,172176,77916,124.04606467267358,992.3685173813886
0,36,2.002713,172176,77916,124.87660488547284,999.0128390837828
0,37,2.044826,172176,77916,122.30478290084339,978.4382632067471
0,38,1.970393,172176,77916,126.92493324935685,1015.3994659948548
0,39,2.0092090000000002,172176,77916,124.47286469451412,995.7829175561129
0,40,1.9679609999999998,172176,77916,127.08178668174827,1016.6542934539862
0,41,2.006393,172176,77916,124.64756406147748,997.1805124918199
0,42,1.9540730000000002,172176,77916,127.98498316081333,1023.8798652865066
0,43,2.013881,172176,77916,124.18410025219961,993.4728020175969
0,44,1.950456,172176,77916,128.2223233951445,1025.778587161156
0,45,2.040666,172176,77916,122.55410733554633,980.4328586843707
0,46,2.005849,172176,77916,124.68136933537868,997.4509546830294
0,47,2.0175940000000003,172176,77916,123.95556291305385,991.6445033044308
0,48,1.9789370000000002,172176,77916,126.3769387302375,1011.0155098419
0,49,2.027705,172176,77916,123.33746772829382,986.6997418263505
0,50,1.9612409999999998,172176,77916,127.51721996429814,1020.1377597143851
0,51,2.827779,172176,77916,88.44114055589209,707.5291244471367
0,52,2.103002,172176,77916,118.92142755927003,951.3714204741602
0,53,2.018649,172176,77916,123.89078041799243,991.1262433439394
0,54,2.025977,172176,77916,123.44266494634441,987.5413195707553
0,55,1.974745,172176,77916,126.64521241983142,1013.1616993586514
0,56,2.020441,172176,77916,123.78089733874931,990.2471787099945
0,57,1.9704560000000002,172176,77916,126.92087516798141,1015.3670013438513
0,58,2.019161,172176,77916,123.85936535026184,990.8749228020947
0,59,1.9827769999999998,172176,77916,126.13218733120267,1009.0574986496214
0,60,2.002169,172176,77916,124.91053452530731,999.2842762024585
0,61,1.9934649999999998,172176,77916,125.45592724226411,1003.6474179381129
