timestamp_ns,emc_percent,emc_mhz,gpu_percent,ram_reported_mb,swap_reported_mb
13513815245605,1.0,665.0,28.0,2349.0,0.0
13514038194607,2.0,665.0,45.0,2400.0,0.0
13514262060037,2.0,665.0,31.0,2480.0,0.0
13514484448135,2.0,665.0,25.0,2574.0,0.0
13514705846910,3.0,665.0,0.0,2685.0,0.0
13514930342299,3.0,665.0,11.0,2755.0,0.0
13515153245188,3.0,665.0,30.0,2837.0,0.0
13515376521842,3.0,665.0,38.0,2876.0,0.0
13515600813645,3.0,665.0,71.0,2876.0,0.0
13515825483084,3.0,665.0,68.0,2876.0,0.0
13516049602181,3.0,665.0,70.0,2876.0,0.0
13516274044129,2.0,665.0,68.0,2877.0,0.0
13516496072255,0.0,2133.0,64.0,2877.0,0.0
13516717399476,0.0,2133.0,64.0,2877.0,0.0
13516937042261,0.0,2133.0,23.0,2879.0,0.0
